fit_seconds,rmse_train,rmse_test_shaped,rmse_test_true,nasa_score_true,n_train,n_test,n_features,pipeline,tsk_order,n_gaussians,top_p,detect_interactions,norm_conorm,l2_reg,scaler
0.622807838000881,8.336560441008325,9.873213465530279,8.941225087771896,14242.706147811277,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,full-2nd,5,0.9,False,hamacher,1e-06,
0.4980465720000211,8.483875810651384,10.054124310658805,8.961111873830422,14487.895222388475,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,1st,5,0.95,False,hamacher,0.01,
0.49060108399862656,8.48386058351788,10.055996807654056,8.961832328817112,14488.24055822309,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,1st,5,0.95,False,hamacher,1e-06,
0.6131599290019949,8.350372230828828,9.870871931546876,8.969141466063647,14305.386400073632,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,full-2nd,5,0.9,False,hamacher,0.01,
0.5236098120003589,8.366579456575582,9.82707694622721,8.998134137032922,14367.971703050755,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,full-2nd,3,0.9,False,hamacher,1e-06,
0.5308958540044841,8.380920315854857,9.825256144721175,9.03484581281073,14431.731015940499,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,full-2nd,3,0.9,False,hamacher,0.01,
6.375279599997157,9.719948396483934,10.020614012547599,9.06732531023785,15707.052620876406,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,full-2nd,3,0.9,True,probability,0.01,
6.49577388799662,9.718592049651875,10.036997336180129,9.08089383807146,15726.637179267736,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,full-2nd,3,0.9,True,probability,1e-06,
0.7047482599955401,8.477972483008706,9.780590216775831,9.10546719278429,14472.76694539135,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,full-2nd,0,0.9,False,hamacher,1e-06,
0.6701792559979367,8.493171399200948,9.770232250000625,9.137906604998541,14533.569447832024,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,full-2nd,0,0.9,False,hamacher,0.01,
0.7773915720026707,9.65280170846316,10.021323876528932,9.173868217521013,16525.073273685142,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,full-2nd,0,0.9,False,probability,0.01,standard
0.4063252259948058,9.998047057580639,10.153690136513426,9.181203431193321,15928.211903987896,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,1st,0,0.9,False,probability,0.01,
6.440851318002387,9.998047057580639,10.153690136513426,9.181203431193321,15928.211903987896,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,1st,0,0.9,True,probability,0.01,
0.39913393500319216,9.998044142362982,10.154113137516891,9.18132138829779,15928.408291186368,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,1st,0,0.9,False,probability,1e-06,
6.453160304998164,9.998044142362982,10.154113137516891,9.18132138829779,15928.408291186368,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,1st,0,0.9,True,probability,1e-06,
0.7339408050029306,9.63584065299724,10.05588549861651,9.20178612141798,16612.97985137895,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,full-2nd,0,0.9,False,probability,1e-06,standard
0.40951207800389966,10.18890407636682,9.774049170886286,9.33554752642361,16091.581912734959,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,1st,5,0.95,False,probability,0.01,standard
6.541548202003469,10.18890407636682,9.774049170886286,9.33554752642361,16091.581912734959,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,1st,5,0.95,True,probability,0.01,standard
6.557711708002898,10.18890273108011,9.774265996321656,9.335631494301818,16091.78466046064,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,1st,5,0.95,True,probability,1e-06,standard
0.39590816499548964,10.18890273108011,9.774265996321656,9.335631494301818,16091.78466046064,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,1st,5,0.95,False,probability,1e-06,standard
0.9006565649979166,9.163380241165576,10.041248333145052,9.338816000272448,17080.23953945306,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,full-2nd,5,0.95,False,probability,1e-06,
0.9168178730033105,9.188421696239836,10.016316792918017,9.338932616982223,17089.997451688774,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,full-2nd,5,0.95,False,probability,0.01,
6.587852529999509,10.048623164862054,10.005210496490186,9.339023027148404,16700.520905221296,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,full-2nd,0,0.9,True,probability,1e-06,standard
6.564240466999763,10.048624165359094,10.005165473590688,9.339116548191313,16700.664647917612,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,full-2nd,0,0.9,True,probability,0.01,standard
0.5681824679995771,8.975292256045474,10.19378340895251,9.437867481253255,15073.88201397157,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,full-2nd,5,0.9,False,probability,1e-06,
0.5988559780016658,8.987767390638636,10.185333558568097,9.451217130509534,15089.99547307331,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,full-2nd,5,0.9,False,probability,0.01,
0.6487055609977688,9.40836726141796,9.943948912521092,9.514973417694819,15707.642410564436,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,full-2nd,0,0.9,False,probability,1e-06,
0.6587296170037007,9.418818218086209,9.952010236493974,9.52535562679617,15718.503851467385,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,full-2nd,0,0.9,False,probability,0.01,
6.2791162409994286,10.302173370626555,10.191613927720578,9.731793715895627,16617.73009494019,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,1st,3,0.9,True,probability,0.01,
0.24755138100590557,10.302173370626555,10.191613927720578,9.731793715895627,16617.73009494019,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,1st,3,0.9,False,probability,0.01,
6.366124874999514,10.302167129299377,10.19233343409233,9.732059000747503,16618.179372841823,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,1st,3,0.9,True,probability,1e-06,
0.2510724620005931,10.302167129299377,10.19233343409233,9.732059000747503,16618.179372841823,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,1st,3,0.9,False,probability,1e-06,
6.447517125998274,9.996950642075044,9.684080017392244,9.762693464475484,15967.37056338788,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,1st,5,0.9,True,probability,1e-06,standard
0.34834731499722693,9.996950642075044,9.684080017392244,9.762693464475484,15967.37056338788,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,1st,5,0.9,False,probability,1e-06,standard
0.34993526300240774,9.996952355508883,9.68410602856029,9.762764415083279,15967.52892925436,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,1st,5,0.9,False,probability,0.01,standard
6.415677942997718,9.996952355508883,9.68410602856029,9.762764415083279,15967.52892925436,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,1st,5,0.9,True,probability,0.01,standard
0.5027003610011889,9.77003424638884,10.463957093330114,10.11210345813934,17724.440476640266,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,full-2nd,3,0.9,False,probability,1e-06,
0.51650436300406,9.783307126995922,10.460006241737657,10.121627546497088,17733.76208515739,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,full-2nd,3,0.9,False,probability,0.01,
1.0483793349994812,10.562350738909581,10.389243005476203,10.145801379603764,19130.937337545132,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,full-2nd,0,0.95,False,probability,0.01,
1.0381976349963224,10.538968627870966,10.41814835112152,10.17163281414778,19160.94372801794,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,full-2nd,0,0.95,False,probability,1e-06,
6.601622476002376,10.672631710361003,10.400838451403914,10.217746243265683,17988.760397280355,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,1st,0,0.9,True,probability,1e-06,standard
0.43672878199868137,10.672631710361003,10.400838451403914,10.217746243265683,17988.760397280355,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,1st,0,0.9,False,probability,1e-06,standard
0.43071624099684414,10.672632363269075,10.400870814734025,10.218124056280544,17989.339048296686,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,1st,0,0.9,False,probability,0.01,standard
6.517716725000355,10.672632363269075,10.400870814734025,10.218124056280544,17989.339048296686,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,1st,0,0.9,True,probability,0.01,standard
1.2365098089940147,10.60284737015384,10.638650041227557,10.247887298658624,21043.293738374254,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,full-2nd,0,0.95,False,probability,0.01,standard
0.9854557790022227,10.590370330167977,10.66239344211967,10.279581612416186,21105.269244547977,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,full-2nd,0,0.95,False,probability,1e-06,standard
6.841171374995611,10.901090689808884,10.695105894113325,10.41531319682376,21352.96704737743,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,full-2nd,0,0.95,True,probability,0.01,standard
6.799797759995272,10.901089335650939,10.695479779909913,10.415441693310594,21353.211237946547,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,full-2nd,0,0.95,True,probability,1e-06,standard
0.5630737050014432,10.401678343544734,10.688112171870742,10.639384914457658,22239.60441808106,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,full-2nd,3,0.9,False,probability,0.01,standard
0.5733220020047156,10.387006937488946,10.695829728386094,10.653305890362642,22278.940482606726,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,full-2nd,3,0.9,False,probability,1e-06,standard
0.4239626069975202,10.056591615099011,11.400735310640586,10.699908926967689,18172.45719815614,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,1st,5,0.9,False,hamacher,1e-06,
0.42690529299579794,10.056595203650717,11.400599058791897,10.700085981888282,18172.445206711607,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,1st,5,0.9,False,hamacher,0.01,
6.459687050002685,10.786915915760728,10.628718002858607,10.73505352523011,22345.961759553385,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,full-2nd,3,0.9,True,probability,1e-06,standard
6.420234484001412,10.786916953908229,10.628760168670041,10.735204642115018,22346.234877021518,26320,6270,60,A3_raw_memory_cc/B3/C3_physical,full-2nd,3,0.9,True,probability,0.01,standard
0.31643734599492745,10.118172580194909,11.385747626690826,10.837080495127447,18492.468319036736,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,1st,3,0.9,False,hamacher,1e-06,
0.3149338099974557,10.118176563425255,11.385390993305148,10.837203531704793,18492.771485120786,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,1st,3,0.9,False,hamacher,0.01,
0.4578497590046027,10.18153365738309,11.315606044004248,10.971440243408678,18672.548868316902,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,1st,0,0.9,False,hamacher,1e-06,
0.4616347710034461,10.181537693848112,11.315367830974596,10.971590488538718,18673.02619850361,26320,6270,96,A3_raw_memory_cc/B2/C3_physical,1st,0,0.9,False,hamacher,0.01,
