fit_seconds,rmse_train,rmse_test_shaped,rmse_test_true,nasa_score_true,n_train,n_test,n_features,pipeline,cap_source
0.24439050500222947,20.391715391451577,16.299148849348477,19.384532344303242,46686.22659432396,26320,6270,54,A3_raw_memory/B1/C3_physical,oracle_hs
0.24844461499742465,20.541447994447246,17.199211692550723,19.40819731035389,46984.18499146,26320,6270,54,A3_raw_memory/B1/C3_physical,detected_ma
0.09510139899794012,16.825241952459837,22.774232287863864,29.69409258403413,4832.607029938194,446,202,90,A1_whole_cycle/B1/C3_physical,oracle_hs
0.09630312800436513,16.968537700006248,27.350451496611814,29.699596127429043,4838.456642321164,446,202,90,A1_whole_cycle/B1/C3_physical,detected_ma
