Dataset,NERFCM given k (ARI),select_coverage_cover (ARI),select_multiscale (best-band ARI),single-linkage given k (ARI),beta-plateau (ARI),Decision-rule gap
"ECG5000 (N=5000, k_true=5)",0.593 ± 0.047,"0.715 (k=25, cov=0.94)",0.715 (bands=[25]),0.000,"0.716 (k=23, cov=0.95)","gap=0.122, within 0.05: no"
