dataset,config,n_rules,fit_seconds,pooled_rmse,pooled_r2,pooled_rmse_deg,pooled_rmse_deg_theta1,pooled_rmse_deg_theta2,pooled_r2_theta1,pooled_r2_theta2,trained_rmse,trained_r2,trained_rmse_deg,trained_rmse_deg_theta1,trained_rmse_deg_theta2,trained_r2_theta1,trained_r2_theta2,holdout_rmse,holdout_r2,holdout_rmse_deg,holdout_rmse_deg_theta1,holdout_rmse_deg_theta2,holdout_r2_theta1,holdout_r2_theta2,pooled_rmse_deg_theta3,pooled_r2_theta3,trained_rmse_deg_theta3,trained_r2_theta3,holdout_rmse_deg_theta3,holdout_r2_theta3,error
double_frictionless,nb300_2nd_g0_uniform_raw_probability,600,75.27,0.09907837395659744,0.880101782309184,58.89177268097082,21.829028122742738,80.37397159672275,0.8627614393614849,0.8974421252568832,0.024030487548588796,0.9933001434259048,9.52497610831693,6.052557152047644,12.033989016498797,0.9905423377850491,0.9960579490667604,0.22514755505767192,0.43256080350476117,147.76888332283707,52.782906055458625,202.2010152924488,0.31252094060771296,0.5526006664018094,,,,,,,
double_frictionless,nb300_full-2nd_g0_uniform_raw_probability_l20.0001,600,79.88,0.11673614901431398,0.8384989115195021,74.0117189917723,23.40507574311443,102.01799608742192,0.842228899233538,0.834768923805466,0.02854318404473939,0.990721802850629,12.409155986670259,6.636930637539148,16.245782724003256,0.9886279029163542,0.992815702784904,0.22176433899765965,0.45396123622375834,149.78809037580245,50.48536857864915,205.7283927812034,0.37106763839903156,0.5368548340484851,,,,,,,
double_frictionless,nb300_full-2nd_g0_uniform_raw_probability_l21e-09,600,79.01,0.07679816528180082,0.9248765637413854,40.8616397328593,18.902214463090377,54.60818154550926,0.8970958886842629,0.9526572387985077,0.01263766724484263,0.9981443125024401,4.968954033889073,3.2015273282151555,6.255496075332193,0.9973538136338518,0.9989348113710285,0.2300769224716731,0.4065796629959145,150.20322840249173,54.21315517123172,205.3848910008771,0.2747591692899787,0.5384001567018504,,,,,,,
double_frictionless,nb300_full-2nd_g0_quantile_raw_probability,600,82.11,0.09857156987200605,0.8814312880955026,58.71182728748418,21.661132224100122,80.15580252009697,0.8648644353777395,0.8979981408132659,0.01978898179362538,0.9953924851202491,7.209257333110586,5.258226235836678,8.734863447288477,0.9928618686309713,0.9979231016095269,0.22502784294750175,0.43881390115828756,152.94849681376303,50.87675165574838,210.2333025382482,0.3612783615925572,0.5163494407240179,,,,,,,
double_frictionless,nb40_1st_g4_uniform_raw_probability,80,3.79,0.17818234386212958,0.6306992012472443,117.03207216627263,33.407222820747315,162.10172514340513,0.6785687469790582,0.5828296555154304,0.10745746729918847,0.8711141309596403,50.720841276073465,22.57649632544985,68.08457456114587,0.8684111507182866,0.873817111200994,0.21557288417909487,0.4989521453196313,159.3035574883014,43.52279894995509,221.04527325509335,0.5325808369590883,0.46532345368017425,,,,,,,
double_frictionless,nb120_full-2nd_g4_uniform_raw_probability,240,16.38,0.10070881284894774,0.8784005725966986,62.36106439565487,20.974452839165117,85.66140924135944,0.8732964934745411,0.883504651718856,0.02454029987154613,0.9930451792851324,9.971790659410129,6.06529965162965,12.731274800511521,0.9905024732736929,0.9955878852965718,0.23371480305636644,0.38576056902366324,150.82145804053917,55.66295882127554,205.90254837230472,0.23545076995790326,0.5360703680894232,,,,,,,
double_frictionless,nb40_1st_g8_uniform_raw_probability,80,3.55,0.20241290796699007,0.5245546541214658,133.51364221468563,37.60755666654154,185.03366449496414,0.5926595011673965,0.4564498070755352,0.15844794400236137,0.7196456734579414,74.65873143426768,33.37510110659645,100.1696310508962,0.712424965251049,0.7268663816648337,0.18386611302549283,0.6199439112797342,118.77771464585736,43.749030646396704,162.17987948721057,0.5277089139981032,0.7121789085613652,,,,,,,
double_frictionless,nb120_full-2nd_g8_uniform_raw_probability,240,16.15,0.1169429286368648,0.8279527288880857,64.48964962319732,27.913810698208366,86.82539368957727,0.7755882400861344,0.8803172176900371,0.0716264758722784,0.9429138567377238,34.1976174615951,14.787803912692905,46.04644324525982,0.9435435758529642,0.9422841376224833,0.21942488444617575,0.44958556093386176,132.41917065822088,55.14339537849669,178.96614054550324,0.2496569112892555,0.649514210578468,,,,,,,
double_frictionless,nb120_1st_g0_uniform_raw_probability_harmonic8,240,185.38,0.20741767709733985,0.510701682877406,141.60949629674116,35.443714012816564,197.10464738257923,0.6381856386680538,0.3832177270867583,0.14451250751199865,0.7712756977915164,72.83775313128092,27.020368679473933,99.40108771463295,0.8115099013190836,0.7310414942639492,0.23614587713316404,0.39928726960784955,174.93295369466483,47.483569644375116,242.7928894974218,0.44363525837894,0.3549392808367591,,,,,,,
double_friction,nb40_1st_g0_uniform_raw_probability,80,6.36,0.10234588050957767,0.8474003074549845,25.406646554482403,16.506084554891967,31.914644772510712,0.9159441238178078,0.7788564910921614,0.12459549648701827,0.779836238523204,29.772290060591832,20.74069037825357,36.64153754330526,0.8664597613741796,0.6932127156722285,0.08762749878040646,0.8881350939486757,22.004707585113678,15.473723879547054,26.999595943499866,0.925263939797211,0.8510062481001405,,,,,,,
double_friction,nb40_full-2nd_g0_uniform_raw_probability,80,6.46,0.06456440205849764,0.9393836354866134,15.926884203181185,11.011405043805077,19.648924647530908,0.9625919194583767,0.9161753515148501,0.06613678842539225,0.9378470329956328,15.907884338610591,10.278797744667296,20.01169371106422,0.9672017726129931,0.9084922933782725,0.05170252033730935,0.9610121252835084,13.10528833752448,8.491626577722899,16.47390187186449,0.977492757538759,0.9445314930282579,,,,,,,
double_friction,nb80_1st_g0_uniform_raw_probability,160,13.06,0.06370165123738249,0.940685250608505,15.990346492933796,9.118459532624378,20.693865218466353,0.9743479015156836,0.9070225997013264,0.0677147244603182,0.9348813306559098,16.25720073483186,10.741355580362974,20.327725690825332,0.9641834361297379,0.9055792251820818,0.05360652395927069,0.9579743325901813,13.884631395026066,6.978113778025658,18.354070558119137,0.9848009442922355,0.9311477208881271,,,,,,,
double_friction,nb80_full-2nd_g0_uniform_raw_probability,160,14.0,0.027381704206012877,0.9891126261322107,6.722691950434852,4.849706128631043,8.17737883351393,0.9927437741025201,0.9854814781619015,0.02779124187710094,0.9890112120982755,6.713858967288671,4.100707006410365,8.563644464412448,0.9947798472435461,0.9832425769530048,0.026234803101967526,0.9899534011557811,6.694381970317817,4.057750490702155,8.553605139602773,0.994860614534193,0.9850461877773691,,,,,,,
