source,instance,n,arm,gap_pct,seconds,q_arm_mean,detail
lkh_compare,pcb3038,3038,LKH,0.0,71.46520219999366,,runs=1 (elkai default)
lkh_compare,pcb3038,3038,LKH,0.0,145.1213098000153,,runs=2
lkh_compare,pcb3038,3038,LKH,0.0,318.4796042999951,,runs=5
lkh_compare,pcb3038,3038,LKH,0.5483172832512673,0.28338360000634566,,nn5/trials=1
lkh_compare,pcb3038,3038,LKH,0.1742995337487472,1.0261314999952447,,nn5/trials=25
lkh_compare,pcb3038,3038,LKH,0.05809984458291574,2.5076702999940608,,nn5/trials=100
lkh_compare,pcb3038,3038,LKH,0.05156361206733772,24.101216800016118,,nn5/trials=1000
lkh_compare,pcb3038,3038,LKH,0.18083576626432524,51.715264300000854,,nn32/trials=1
lkh_compare,pcb3038,3038,LKH,0.05301610818191061,116.2853352999955,,nn32/trials=25
lkh_compare,pcb3038,3038,LKH,0.034133658692463,193.11012110000593,,nn32/trials=100
benchmark/small,pcb3038,3038,construct_fis,23.25373654625474,0.003295908999916719,1.1736233946567567,
benchmark/large,pcb3038,3038,construct_fis,23.25373654625474,0.0030015239999556798,1.1736233946567567,
benchmark/small,pcb3038,3038,fis_chain_greedy_handwritten,3.1453803361076007,0.058767154999713966,1.0045630520778273,
benchmark/large,pcb3038,3038,fis_chain_greedy_handwritten,3.1453803361076007,0.04497257900038676,1.0043647180736544,
benchmark/small,pcb3038,3038,fis_construct_lk,2.779351315235232,0.08320004100005463,1.0086753491775193,
benchmark/large,pcb3038,3038,fis_construct_lk,2.779351315235232,0.06344011200008026,1.0084547624587679,
benchmark/small,pcb3038,3038,fis_effort_greedy_handwritten,3.281914970877453,0.06005059100016297,1.0060098374959503,
benchmark/large,pcb3038,3038,fis_effort_greedy_handwritten,3.281914970877453,0.048215931999948225,1.005887548748728,
benchmark/small,pcb3038,3038,fis_effort_nn,4.857873255189042,0.04257313799962503,1.0140412382046813,
benchmark/large,pcb3038,3038,fis_effort_nn,4.250729879297573,0.04174595099993894,1.017924208543351,
benchmark/small,pcb3038,3038,greedy-edge construction,18.621726436881783,0.007984506999946461,1.1203724763346603,
benchmark/large,pcb3038,3038,greedy-edge construction,18.621726436881783,0.007056108000142558,1.1203724763346603,
lkh_compare,pcb3038,3038,iterated (control),3.2811887228201666,0.034625900007085875,,0 kicks
lkh_compare,pcb3038,3038,iterated (control),3.0226444144261913,0.04503370000747964,,100 kicks
lkh_compare,pcb3038,3038,iterated (control),2.391534852644269,0.0673409000155516,,400 kicks
lkh_compare,pcb3038,3038,iterated (control),1.8018214301276745,0.15699869999662042,,1600 kicks
lkh_compare,pcb3038,3038,iterated (control),1.1452931863407265,0.4854114000045229,,6400 kicks
lkh_compare,pcb3038,3038,iterated (control),0.9666361642482606,1.7346893999783788,,25600 kicks
lkh_compare,pcb3038,3038,iterated (control),0.7262480572864468,6.299117699993076,,102400 kicks
lkh_compare,pcb3038,3038,iterated + CHAIN reopt depth,3.3058811567679056,0.024686900025699288,,0 kicks
lkh_compare,pcb3038,3038,iterated + CHAIN reopt depth,3.1533690647377517,0.02900539999245666,,100 kicks
lkh_compare,pcb3038,3038,iterated + CHAIN reopt depth,2.599241797028193,0.039213000010931864,,400 kicks
lkh_compare,pcb3038,3038,iterated + CHAIN reopt depth,1.8933286853457667,0.08084609999787062,,1600 kicks
lkh_compare,pcb3038,3038,iterated + CHAIN reopt depth,1.4161837117085712,0.2502772999869194,,6400 kicks
lkh_compare,pcb3038,3038,iterated + CHAIN reopt depth,1.1503769227417318,0.8460173000057694,,25600 kicks
lkh_compare,pcb3038,3038,iterated + CHAIN reopt depth,0.9012738390924804,3.3822857000050135,,102400 kicks
lkh_compare,pcb3038,3038,iterated + EFFORT-aimed kicks,3.2811887228201666,0.03697670003748499,,0 kicks
lkh_compare,pcb3038,3038,iterated + EFFORT-aimed kicks,2.872311066567897,0.04552260003401898,,100 kicks
lkh_compare,pcb3038,3038,iterated + EFFORT-aimed kicks,2.0414832890322017,0.07323470001574606,,400 kicks
lkh_compare,pcb3038,3038,iterated + EFFORT-aimed kicks,1.6340581288945053,0.16813480001292191,,1600 kicks
lkh_compare,pcb3038,3038,iterated + EFFORT-aimed kicks,1.3195927200894737,0.528352100023767,,6400 kicks
lkh_compare,pcb3038,3038,iterated + EFFORT-aimed kicks,0.941217482243235,1.9037887000013143,,25600 kicks
lkh_compare,pcb3038,3038,iterated + EFFORT-aimed kicks,0.7611079640361962,7.518176000012318,,102400 kicks
lkh_compare,pcb3038,3038,iterated + both,3.3058811567679056,0.024379000009503216,,0 kicks
lkh_compare,pcb3038,3038,iterated + both,2.9173384461196568,0.029816300026141107,,100 kicks
lkh_compare,pcb3038,3038,iterated + both,2.4503609452844715,0.04219030003878288,,400 kicks
lkh_compare,pcb3038,3038,iterated + both,1.669644283701541,0.08749090001219884,,1600 kicks
lkh_compare,pcb3038,3038,iterated + both,1.3537263787819367,0.2545222000335343,,6400 kicks
lkh_compare,pcb3038,3038,iterated + both,1.0537859311226343,0.9175830000312999,,25600 kicks
lkh_compare,pcb3038,3038,iterated + both,0.8119453280462475,3.437701199989533,,102400 kicks
benchmark/small,pcb3038,3038,lk_16_4_8,3.4228070939910236,0.06020546999934595,1.003941395819218,
benchmark/large,pcb3038,3038,lk_16_4_8,3.4228070939910236,0.043528591000267625,1.0037598898757132,
benchmark/small,pcb3038,3038,lk_24_4_8,3.3857684430694146,0.06814598700020724,1.0072554797351712,
benchmark/large,pcb3038,3038,lk_24_4_8,3.3857684430694146,0.04794844700018075,1.0069127845632717,
benchmark/small,pcb3038,3038,lk_32_10_12,3.1010792046131277,0.07918456699962917,1.0070875108104045,
benchmark/large,pcb3038,3038,lk_32_10_12,3.1010792046131277,0.06548581600009129,1.0068941726003224,
benchmark/small,pcb3038,3038,lk_32_4_8,3.514314349209116,0.0674848849994305,1.0061838313126712,
benchmark/large,pcb3038,3038,lk_32_4_8,3.514314349209116,0.051229503999820736,1.0061319801967652,
benchmark/small,pcb3038,3038,lk_32_6_8,3.3530872804915246,0.07040154500009521,1.0069138830927027,
benchmark/large,pcb3038,3038,lk_32_6_8,3.3530872804915246,0.053110953999294,1.006694767203914,
benchmark/small,pcb3038,3038,lk_64_10_32,3.23543509521112,0.11785407000024861,1.0070109860831091,
benchmark/large,pcb3038,3038,lk_64_10_32,3.23543509521112,0.09246240500033309,1.0070117536630354,
benchmark/small,pcb3038,3038,nearest-neighbour construction,27.44927157319854,0.0001915919997372839,1.1752690128617187,
benchmark/large,pcb3038,3038,nearest-neighbour construction,27.44927157319854,0.00019243699989601737,1.1752690128617187,
benchmark/small,fl3795,3795,FIS deferred verification,5.063951063533992,0.06938998100076788,1.0059237791432494,
benchmark/large,fl3795,3795,FIS deferred verification,5.077853468650076,0.061563893999846186,1.007694386146369,
benchmark/small,fl3795,3795,FIS effort,5.425413596552204,0.060452301000623265,1.0044825042296526,
benchmark/large,fl3795,3795,FIS effort,5.380230779924927,0.048134707000372146,1.0052625047581623,
benchmark/small,fl3795,3795,FIS effort+chain,5.421937995273182,0.05837413800054492,1.007029461345093,
benchmark/large,fl3795,3795,FIS effort+chain,5.668705686083692,0.04912771099998281,1.0080664026511228,
benchmark/small,fl3795,3795,FIS full (fuzzy construction),16.9609342416238,0.07664186200008771,1.0182851645016107,
benchmark/large,fl3795,3795,FIS full (fuzzy construction),7.090226609203392,0.06331717700049921,1.0132779122445035,
lkh_compare,fl3795,3795,FIS local search,5.421937995273182,0.028751200006809086,,
benchmark/small,fl3795,3795,LK k32/d10/b32,5.474072014458502,0.08147578900070584,1.0079053264240385,
benchmark/large,fl3795,3795,LK k32/d10/b32,5.474072014458502,0.06194598499996573,1.0078036414983984,
lkh_compare,fl3795,3795,LK k32/d10/b32,5.474072014458502,0.037698900006944314,,
benchmark/small,fl3795,3795,LK k32/d2/b4,5.602669261782288,0.05119432000037705,1.003949071971721,
benchmark/large,fl3795,3795,LK k32/d2/b4,5.602669261782288,0.03982451800038689,1.0040697080289724,
lkh_compare,fl3795,3795,LK k32/d2/b4,5.602669261782288,0.026371399988420308,,
benchmark/small,fl3795,3795,LK k32/d3/b8,5.626998470735437,0.057963985000696994,1.0047638345010088,
benchmark/large,fl3795,3795,LK k32/d3/b8,5.626998470735437,0.04174533500054167,1.0050733415359843,
lkh_compare,fl3795,3795,LK k32/d3/b8,5.626998470735437,0.027522899996256456,,
benchmark/small,fl3795,3795,LK k32/d6/b32,5.050048658417906,0.06956258700029139,1.0035207428679007,
benchmark/large,fl3795,3795,LK k32/d6/b32,5.050048658417906,0.051291245000356867,1.003402438675091,
lkh_compare,fl3795,3795,LK k32/d6/b32,5.050048658417906,0.03167130000656471,,
lkh_compare,fl3795,3795,LK k32/d6/b8,5.533157236201863,0.03015189999132417,,
benchmark/small,fl3795,3795,LK k48/d10/b32,7.336994300013902,0.0964714579995416,1.0056517538491074,
benchmark/large,fl3795,3795,LK k48/d10/b32,7.336994300013902,0.07849041600002238,1.0055846963209243,
lkh_compare,fl3795,3795,LK k48/d10/b32,7.336994300013902,0.044714199990266934,,
lkh_compare,fl3795,3795,LKH,33.37272348116224,0.44739149999804795,,nn5/trials=1
lkh_compare,fl3795,3795,LKH,22.633115528986515,1.2870184000057634,,nn5/trials=25
lkh_compare,fl3795,3795,LKH,18.775198109272903,3.3332722000195645,,nn5/trials=100
lkh_compare,fl3795,3795,LKH,6.395106353399138,27.486115000006976,,nn5/trials=1000
lkh_compare,fl3795,3795,LKH,7.343945502571945,7.412622100004228,,alpha/trials=1
lkh_compare,fl3795,3795,LKH,2.464201306826081,9.945357399992645,,alpha/trials=25
lkh_compare,fl3795,3795,LKH,2.439872097872932,14.669316699990304,,alpha/trials=100
lkh_compare,fl3795,3795,LKH,0.1424996524398721,383.5456346999854,,runs=1 (elkai default)
benchmark/small,fl3795,3795,construct_fis,31.607118031419436,0.0031591379997735203,1.1736233946567567,
benchmark/large,fl3795,3795,construct_fis,31.607118031419436,0.002901230000134092,1.1736233946567567,
benchmark/small,fl3795,3795,fis_chain_greedy_handwritten,5.154316696788545,0.06810480300055133,1.0045630520778273,
benchmark/large,fl3795,3795,fis_chain_greedy_handwritten,5.154316696788545,0.054197959000248375,1.0043647180736544,
benchmark/small,fl3795,3795,fis_construct_lk,5.282913944112331,0.07637421199979144,1.0086753491775193,
benchmark/large,fl3795,3795,fis_construct_lk,5.282913944112331,0.06696589300054256,1.0084547624587679,
benchmark/small,fl3795,3795,fis_effort_greedy_handwritten,5.154316696788545,0.06432499000084135,1.0060098374959503,
benchmark/large,fl3795,3795,fis_effort_greedy_handwritten,5.154316696788545,0.050948899000104575,1.005887548748728,
benchmark/small,fl3795,3795,fis_effort_nn,8.99833171138607,0.06611631500027215,1.0140412382046813,
benchmark/large,fl3795,3795,fis_effort_nn,9.283331016265814,0.03800241900034962,1.017924208543351,
benchmark/small,fl3795,3795,greedy-edge construction,17.141665508132906,0.009828889000345953,1.1203724763346603,
benchmark/large,fl3795,3795,greedy-edge construction,17.141665508132906,0.007282914999905188,1.1203724763346603,
lkh_compare,fl3795,3795,iterated (control),5.050048658417906,0.031775299983564764,,0 kicks
lkh_compare,fl3795,3795,iterated (control),3.9517586542471848,0.14020819999859668,,1600 kicks
lkh_compare,fl3795,3795,iterated (control),3.6910885583205895,0.4796057999774348,,6400 kicks
lkh_compare,fl3795,3795,iterated (control),3.55554010843876,1.900000599998748,,25600 kicks
lkh_compare,fl3795,3795,iterated (control),3.5520645071597388,8.56687989999773,,102400 kicks
lkh_compare,fl3795,3795,iterated (control),3.5520645071597388,34.017925499996636,,409600 kicks
lkh_compare,fl3795,3795,iterated + CHAIN reopt depth,5.1751703044626725,0.029583499999716878,,0 kicks
lkh_compare,fl3795,3795,iterated + CHAIN reopt depth,4.365355206450716,0.12154560000635684,,1600 kicks
lkh_compare,fl3795,3795,iterated + CHAIN reopt depth,3.8961490337828444,0.40862299999571405,,6400 kicks
lkh_compare,fl3795,3795,iterated + CHAIN reopt depth,3.673710551925483,1.516617799992673,,25600 kicks
lkh_compare,fl3795,3795,iterated + CHAIN reopt depth,3.659808146809398,5.883908199990401,,102400 kicks
lkh_compare,fl3795,3795,iterated + CHAIN reopt depth,3.5520645071597388,23.375484100019094,,409600 kicks
lkh_compare,fl3795,3795,iterated + EFFORT-aimed kicks,5.050048658417906,0.032718899950850755,,0 kicks
lkh_compare,fl3795,3795,iterated + EFFORT-aimed kicks,3.99346586959544,0.16274439997505397,,1600 kicks
lkh_compare,fl3795,3795,iterated + EFFORT-aimed kicks,3.722368969831781,0.48760179997771047,,6400 kicks
lkh_compare,fl3795,3795,iterated + EFFORT-aimed kicks,3.1766995690254416,1.8423544999677688,,25600 kicks
lkh_compare,fl3795,3795,iterated + EFFORT-aimed kicks,3.131516752398165,6.520666099968366,,102400 kicks
lkh_compare,fl3795,3795,iterated + EFFORT-aimed kicks,3.051577922980676,25.20196129998658,,409600 kicks
lkh_compare,fl3795,3795,iterated + both,5.1751703044626725,0.030123399978037924,,0 kicks
lkh_compare,fl3795,3795,iterated + both,4.153343528430418,0.1244841999723576,,1600 kicks
lkh_compare,fl3795,3795,iterated + both,3.764076185180036,0.420769999967888,,6400 kicks
lkh_compare,fl3795,3795,iterated + both,3.6389545391352702,1.558878999989247,,25600 kicks
lkh_compare,fl3795,3795,iterated + both,3.4895036841373557,6.061201399978017,,102400 kicks
lkh_compare,fl3795,3795,iterated + both,3.468650076463228,24.010891499987338,,409600 kicks
benchmark/small,fl3795,3795,lk_16_4_8,7.218823856527179,0.03398514600030467,1.003941395819218,
benchmark/large,fl3795,3795,lk_16_4_8,7.218823856527179,0.029009876000145596,1.0037598898757132,
benchmark/small,fl3795,3795,lk_24_4_8,5.269011538996247,0.04657412899996416,1.0072554797351712,
benchmark/large,fl3795,3795,lk_24_4_8,5.269011538996247,0.037002863999532565,1.0069127845632717,
benchmark/small,fl3795,3795,lk_32_10_12,5.505352425969693,0.0758220240004448,1.0070875108104045,
benchmark/large,fl3795,3795,lk_32_10_12,5.505352425969693,0.05493909400047414,1.0068941726003224,
benchmark/small,fl3795,3795,lk_32_4_8,5.654803280967608,0.05767949700020836,1.0061838313126712,
benchmark/large,fl3795,3795,lk_32_4_8,5.654803280967608,0.043352969999887137,1.0061319801967652,
benchmark/small,fl3795,3795,lk_32_6_8,5.533157236201863,0.06236056600073425,1.0069138830927027,
benchmark/large,fl3795,3795,lk_32_6_8,5.533157236201863,0.04787156900010814,1.006694767203914,
benchmark/small,fl3795,3795,lk_64_10_32,7.350896705129988,0.1118193849997624,1.0070109860831091,
benchmark/large,fl3795,3795,lk_64_10_32,7.350896705129988,0.09122374300022784,1.0070117536630354,
benchmark/small,fl3795,3795,nearest-neighbour construction,19.216599471708605,0.00037910399987595156,1.1752690128617187,
benchmark/large,fl3795,3795,nearest-neighbour construction,19.216599471708605,0.0003048080002372444,1.1752690128617187,
benchmark/small,fnl4461,4461,FIS deferred verification,2.7124437189838195,0.06677854800000205,1.0059237791432494,
benchmark/large,fnl4461,4461,FIS deferred verification,2.3361414502152646,0.07527756899980886,1.007694386146369,
benchmark/small,fnl4461,4461,FIS effort,2.5152547571837034,0.07414910399984365,1.0044825042296526,
benchmark/large,fnl4461,4461,FIS effort,2.4867719071459087,0.0905145229999107,1.0052625047581623,
benchmark/small,fnl4461,4461,FIS effort+chain,2.875672359585027,0.05677543299998433,1.007029461345093,
benchmark/large,fnl4461,4461,FIS effort+chain,2.665337466998236,0.05941009199977998,1.0080664026511228,
benchmark/small,fnl4461,4461,FIS full (fuzzy construction),3.6710011721788285,0.055921069999840256,1.0182851645016107,
benchmark/large,fnl4461,4461,FIS full (fuzzy construction),3.179124261910761,0.058802979000120104,1.0132779122445035,
lkh_compare,fnl4461,4461,FIS local search,2.875672359585027,0.03292249998776242,,
benchmark/small,fnl4461,4461,LK k32/d10/b32,2.4851286657975744,0.12102706199993918,1.0079053264240385,
benchmark/large,fnl4461,4461,LK k32/d10/b32,2.4851286657975744,0.11933719599983306,1.0078036414983984,
lkh_compare,fnl4461,4461,LK k32/d10/b32,2.4851286657975744,0.06755659999907948,,
benchmark/small,fnl4461,4461,LK k32/d2/b4,2.768313924827186,0.0624351649998971,1.003949071971721,
benchmark/large,fnl4461,4461,LK k32/d2/b4,2.768313924827186,0.05951794400016297,1.0040697080289724,
lkh_compare,fnl4461,4461,LK k32/d2/b4,2.768313924827186,0.03667679999489337,,
benchmark/small,fnl4461,4461,LK k32/d3/b8,2.359694576208056,0.06584473400016577,1.0047638345010088,
benchmark/large,fnl4461,4461,LK k32/d3/b8,2.359694576208056,0.06242473800011794,1.0050733415359843,
lkh_compare,fnl4461,4461,LK k32/d3/b8,2.359694576208056,0.03832009999314323,,
benchmark/small,fnl4461,4461,LK k32/d6/b32,2.4407611493925483,0.08371770700023262,1.0035207428679007,
benchmark/large,fnl4461,4461,LK k32/d6/b32,2.4407611493925483,0.07974745399997119,1.003402438675091,
lkh_compare,fnl4461,4461,LK k32/d6/b32,2.4407611493925483,0.048320300003979355,,
lkh_compare,fnl4461,4461,LK k32/d6/b8,2.389272920478074,0.04901559997233562,,
benchmark/small,fnl4461,4461,LK k48/d10/b32,2.254527129914661,0.1494721940002819,1.0056517538491074,
benchmark/large,fnl4461,4461,LK k48/d10/b32,2.254527129914661,0.14631623399964155,1.0055846963209243,
lkh_compare,fnl4461,4461,LK k48/d10/b32,2.254527129914661,0.08065169997280464,,
lkh_compare,fnl4461,4461,LKH,0.2908537186551713,0.31850520000443794,,nn/trials=1
lkh_compare,fnl4461,4461,LKH,0.17966105408455024,0.9178531999932602,,nn/trials=5
lkh_compare,fnl4461,4461,LKH,0.07668459625560071,2.1035123000037856,,nn/trials=25
lkh_compare,fnl4461,4461,LKH,0.04327202217280326,5.17793299999903,,nn/trials=100
lkh_compare,fnl4461,4461,LKH,0.009311700973894372,46.78367770000477,,nn/trials=1000
lkh_compare,fnl4461,4461,LKH,0.061895424120592006,11.281093400000827,,alpha/trials=1
lkh_compare,fnl4461,4461,LKH,0.021362137528345912,11.530454299994744,,alpha/trials=25
lkh_compare,fnl4461,4461,LKH,0.0054774711611143365,13.189973100001225,,alpha/trials=100
lkh_compare,fnl4461,4461,LKH,0.0,95.17841520000366,,runs=1 (elkai default)
lkh_compare,fnl4461,4461,LKH,0.0,164.56849099998362,,runs=2
lkh_compare,fnl4461,4461,LKH,0.0,373.4086099000124,,runs=5
benchmark/small,fnl4461,4461,construct_fis,20.97488031725513,0.004765481000049476,1.1736233946567567,
benchmark/large,fnl4461,4461,construct_fis,20.97488031725513,0.004849657000249863,1.1736233946567567,
benchmark/small,fnl4461,4461,fis_chain_greedy_handwritten,2.5897483649748585,0.07244163199993636,1.0045630520778273,
benchmark/large,fnl4461,4461,fis_chain_greedy_handwritten,2.5897483649748585,0.0693790089999311,1.0043647180736544,
benchmark/small,fnl4461,4461,fis_construct_lk,2.6204222034770988,0.11780900099984137,1.0086753491775193,
benchmark/large,fnl4461,4461,fis_construct_lk,2.6204222034770988,0.11483263200034344,1.0084547624587679,
benchmark/small,fnl4461,4461,fis_effort_greedy_handwritten,2.4801989417525716,0.08159719499963103,1.0060098374959503,
benchmark/large,fnl4461,4461,fis_effort_greedy_handwritten,2.4801989417525716,0.07810242300001846,1.005887548748728,
benchmark/small,fnl4461,4461,fis_effort_nn,4.046755693831272,0.05506125099964265,1.0140412382046813,
benchmark/large,fnl4461,4461,fis_effort_nn,4.125083531435207,0.061525010999957885,1.017924208543351,
benchmark/small,fnl4461,4461,greedy-edge construction,16.31410010626294,0.011103915000148845,1.1203724763346603,
benchmark/large,fnl4461,4461,greedy-edge construction,16.31410010626294,0.011092662000010023,1.1203724763346603,
lkh_compare,fnl4461,4461,iterated (control),2.4407611493925483,0.048987099988153204,,0 kicks
lkh_compare,fnl4461,4461,iterated (control),2.3186135424996985,0.05574949996662326,,100 kicks
lkh_compare,fnl4461,4461,iterated (control),1.8524807466888686,0.08152870001504198,,400 kicks
lkh_compare,fnl4461,4461,iterated (control),1.3710110316269184,0.17744739999761805,,1600 kicks
lkh_compare,fnl4461,4461,iterated (control),0.91692867237054,0.624187899986282,,6400 kicks
lkh_compare,fnl4461,4461,iterated (control),0.6775631826298435,2.23218029999407,,25600 kicks
lkh_compare,fnl4461,4461,iterated (control),0.4781832323652816,8.055783399991924,,102400 kicks
lkh_compare,fnl4461,4461,iterated + CHAIN reopt depth,2.886079554791144,0.03342059999704361,,0 kicks
lkh_compare,fnl4461,4461,iterated + CHAIN reopt depth,2.6198744563609875,0.03865380000206642,,100 kicks
lkh_compare,fnl4461,4461,iterated + CHAIN reopt depth,2.1975614298390718,0.049882099992828444,,400 kicks
lkh_compare,fnl4461,4461,iterated + CHAIN reopt depth,1.6295476704315153,0.09559370001079515,,1600 kicks
lkh_compare,fnl4461,4461,iterated + CHAIN reopt depth,1.0511267158178412,0.2767990999855101,,6400 kicks
lkh_compare,fnl4461,4461,iterated + CHAIN reopt depth,0.7509612961887756,0.9540936999837868,,25600 kicks
lkh_compare,fnl4461,4461,iterated + CHAIN reopt depth,0.5674660122914453,3.5638828999944963,,102400 kicks
lkh_compare,fnl4461,4461,iterated + EFFORT-aimed kicks,2.4407611493925483,0.047791299992240965,,0 kicks
lkh_compare,fnl4461,4461,iterated + EFFORT-aimed kicks,2.30382437036469,0.05826270001125522,,100 kicks
lkh_compare,fnl4461,4461,iterated + EFFORT-aimed kicks,1.8141384485610683,0.0824432999943383,,400 kicks
lkh_compare,fnl4461,4461,iterated + EFFORT-aimed kicks,1.3392416988924554,0.17509820000850596,,1600 kicks
lkh_compare,fnl4461,4461,iterated + EFFORT-aimed kicks,0.8495557770888337,0.5289486999972723,,6400 kicks
lkh_compare,fnl4461,4461,iterated + EFFORT-aimed kicks,0.631552424876483,1.8625111999863293,,25600 kicks
lkh_compare,fnl4461,4461,iterated + EFFORT-aimed kicks,0.4677760371591644,6.580607999989297,,102400 kicks
lkh_compare,fnl4461,4461,iterated + both,2.886079554791144,0.0334900000016205,,0 kicks
lkh_compare,fnl4461,4461,iterated + both,2.652191536211562,0.037615900015225634,,100 kicks
lkh_compare,fnl4461,4461,iterated + both,2.2271397741090895,0.049639000004390255,,400 kicks
lkh_compare,fnl4461,4461,iterated + both,1.6563872791209755,0.10041900002397597,,1600 kicks
lkh_compare,fnl4461,4461,iterated + both,1.292135446906872,0.2842279000033159,,6400 kicks
lkh_compare,fnl4461,4461,iterated + both,0.9530799820338945,0.9955886999960057,,25600 kicks
lkh_compare,fnl4461,4461,iterated + both,0.742745089447104,3.7076695000287145,,102400 kicks
benchmark/small,fnl4461,4461,lk_16_4_8,2.585366388045967,0.07518522800000937,1.003941395819218,
benchmark/large,fnl4461,4461,lk_16_4_8,2.585366388045967,0.0759246170005099,1.0037598898757132,
benchmark/small,fnl4461,4461,lk_24_4_8,2.658764501604899,0.07102379799971459,1.0072554797351712,
benchmark/large,fnl4461,4461,lk_24_4_8,2.658764501604899,0.07120716600002197,1.0069127845632717,
benchmark/small,fnl4461,4461,lk_32_10_12,2.3564080935113876,0.11203405500009467,1.0070875108104045,
benchmark/large,fnl4461,4461,lk_32_10_12,2.3564080935113876,0.10857988699990528,1.0068941726003224,
benchmark/small,fnl4461,4461,lk_32_4_8,2.4599322984564487,0.07001805300023989,1.0061838313126712,
benchmark/large,fnl4461,4461,lk_32_4_8,2.4599322984564487,0.06714849099989806,1.0061319801967652,
benchmark/small,fnl4461,4461,lk_32_6_8,2.389272920478074,0.0879633540002942,1.0069138830927027,
benchmark/large,fnl4461,4461,lk_32_6_8,2.389272920478074,0.08372562299973652,1.006694767203914,
benchmark/small,fnl4461,4461,lk_64_10_32,2.493344872539246,0.15261073600049713,1.0070109860831091,
benchmark/large,fnl4461,4461,lk_64_10_32,2.493344872539246,0.14704687800031024,1.0070117536630354,
benchmark/small,fnl4461,4461,nearest-neighbour construction,24.297514323587087,0.00033888400002979324,1.1752690128617187,
benchmark/large,fnl4461,4461,nearest-neighbour construction,24.297514323587087,0.00033023200012394227,1.1752690128617187,
benchmark/small,rl5915,5915,FIS deferred verification,3.4111364560677595,0.11844990800000232,1.0059237791432494,
benchmark/large,rl5915,5915,FIS deferred verification,2.896398069067954,0.13509404100022948,1.007694386146369,
benchmark/small,rl5915,5915,FIS effort,3.7273000548158364,0.1381484239996098,1.0044825042296526,
benchmark/large,rl5915,5915,FIS effort,3.496719891075628,0.15565241300009802,1.0052625047581623,
benchmark/small,rl5915,5915,FIS effort+chain,3.985111311513094,0.09802138099985314,1.007029461345093,
benchmark/large,rl5915,5915,FIS effort+chain,3.6836242109171926,0.10561170000028142,1.0080664026511228,
benchmark/small,rl5915,5915,FIS full (fuzzy construction),5.6168549855887395,0.09963114899983339,1.0182851645016107,
benchmark/large,rl5915,5915,FIS full (fuzzy construction),5.6386044948985905,0.10414351600047667,1.0132779122445035,
lkh_compare,rl5915,5915,FIS local search,3.985111311513094,0.05644040001789108,,
benchmark/small,rl5915,5915,LK k32/d10/b32,3.7204038689371033,0.2049865169997247,1.0079053264240385,
benchmark/large,rl5915,5915,LK k32/d10/b32,3.7204038689371033,0.20508963699967353,1.0078036414983984,
lkh_compare,rl5915,5915,LK k32/d10/b32,3.7204038689371033,0.1154994000098668,,
benchmark/small,rl5915,5915,LK k32/d2/b4,3.7992679433451806,0.09685873599983097,1.003949071971721,
benchmark/large,rl5915,5915,LK k32/d2/b4,3.7992679433451806,0.09326408599963543,1.0040697080289724,
lkh_compare,rl5915,5915,LK k32/d2/b4,3.7992679433451806,0.05601790000218898,,
benchmark/small,rl5915,5915,LK k32/d3/b8,3.5978639506303822,0.1134484050003266,1.0047638345010088,
benchmark/large,rl5915,5915,LK k32/d3/b8,3.5978639506303822,0.10883983899975647,1.0050733415359843,
lkh_compare,rl5915,5915,LK k32/d3/b8,3.5978639506303822,0.064801600005012,,
benchmark/small,rl5915,5915,LK k32/d6/b32,3.7204038689371033,0.1569146790002378,1.0035207428679007,
benchmark/large,rl5915,5915,LK k32/d6/b32,3.7204038689371033,0.15090078100001847,1.003402438675091,
lkh_compare,rl5915,5915,LK k32/d6/b32,3.7204038689371033,0.08613579999655485,,
lkh_compare,rl5915,5915,LK k32/d6/b8,3.453220872455926,0.0800988000119105,,
benchmark/small,rl5915,5915,LK k48/d10/b32,3.04952876063162,0.25813956599995436,1.0056517538491074,
benchmark/large,rl5915,5915,LK k48/d10/b32,3.04952876063162,0.25072514399971624,1.0055846963209243,
lkh_compare,rl5915,5915,LK k48/d10/b32,3.04952876063162,0.1460705999925267,,
lkh_compare,rl5915,5915,LKH,18.382755998797588,0.5774593999958597,,nn/trials=1
lkh_compare,rl5915,5915,LKH,15.878025922585893,0.764264400000684,,nn/trials=5
lkh_compare,rl5915,5915,LKH,15.535692182554419,1.2419532999920193,,nn/trials=25
lkh_compare,rl5915,5915,LKH,8.499283857620286,4.188305599993328,,nn/trials=100
lkh_compare,rl5915,5915,LKH,2.5027849981433348,36.38710239998181,,nn/trials=1000
lkh_compare,rl5915,5915,LKH,0.4455997029335314,21.301929799985373,,alpha/trials=1
lkh_compare,rl5915,5915,LKH,0.19344685516241403,21.881494900007965,,alpha/trials=25
lkh_compare,rl5915,5915,LKH,0.17753258005764505,23.789556899981108,,alpha/trials=100
lkh_compare,rl5915,5915,LKH,0.012024118968047672,161.01992990000872,,runs=1 (elkai default)
lkh_compare,rl5915,5915,LKH,0.006012059484023836,318.168342399993,,runs=2
lkh_compare,rl5915,5915,LKH,0.006012059484023836,698.271581900015,,runs=5
lkh_compare,rl5915,5915,LKH,0.3428642158683005,338.18220790001214,,nn32/trials=1
benchmark/small,rl5915,5915,construct_fis,20.07603486994501,0.005876871000054962,1.1736233946567567,
