source,instance,n,arm,gap_pct,seconds,q_arm_mean,detail
benchmark/small,berlin52,52,fis_effort_nn,5.8870326173428795,0.0011314669995954318,1.0140412382046813,
benchmark/large,berlin52,52,fis_effort_nn,5.8870326173428795,0.0017118389996539918,1.017924208543351,
benchmark/small,berlin52,52,greedy-edge construction,25.351365685494564,9.673300019130693e-05,1.1203724763346603,
benchmark/large,berlin52,52,greedy-edge construction,25.351365685494564,7.542599996668287e-05,1.1203724763346603,
benchmark/small,berlin52,52,lk_16_4_8,0.0,0.0014759850005248154,1.003941395819218,
benchmark/large,berlin52,52,lk_16_4_8,0.0,0.0018548929997450614,1.0037598898757132,
benchmark/small,berlin52,52,lk_24_4_8,3.0893662158578628,0.0012313600000197766,1.0072554797351712,
benchmark/large,berlin52,52,lk_24_4_8,3.0893662158578628,0.0016801989995656186,1.0069127845632717,
benchmark/small,berlin52,52,lk_32_10_12,0.0,0.0014413810004043626,1.0070875108104045,
benchmark/large,berlin52,52,lk_32_10_12,0.0,0.001931900999352365,1.0068941726003224,
benchmark/small,berlin52,52,lk_32_4_8,3.0893662158578628,0.0012684649996117514,1.0061838313126712,
benchmark/large,berlin52,52,lk_32_4_8,3.0893662158578628,0.0017398719996890577,1.0061319801967652,
benchmark/small,berlin52,52,lk_32_6_8,3.0893662158578628,0.0013107609993312508,1.0069138830927027,
benchmark/large,berlin52,52,lk_32_6_8,3.0893662158578628,0.00178680599992731,1.006694767203914,
benchmark/small,berlin52,52,lk_64_10_32,0.0,0.0014310379997368727,1.0070109860831091,
benchmark/large,berlin52,52,lk_64_10_32,0.0,0.0018115430002580979,1.0070117536630354,
benchmark/small,berlin52,52,nearest-neighbour construction,19.066560594006894,1.909999809868168e-06,1.1752690128617187,
benchmark/large,berlin52,52,nearest-neighbour construction,19.066560594006894,2.671999936865177e-06,1.1752690128617187,
benchmark/small,a280,280,FIS deferred verification,6.010081426909655,0.006429383000067901,1.0059237791432494,
benchmark/large,a280,280,FIS deferred verification,6.5141527723924,0.007171545999881346,1.007694386146369,
benchmark/small,a280,280,FIS effort,6.475378053509112,0.007469065999885061,1.0044825042296526,
benchmark/large,a280,280,FIS effort,6.824350523458705,0.007459524000296369,1.0052625047581623,
benchmark/small,a280,280,FIS effort+chain,6.785575804575417,0.006065365000267775,1.007029461345093,
benchmark/large,a280,280,FIS effort+chain,7.444746025591314,0.006293449999702716,1.0080664026511228,
benchmark/small,a280,280,FIS full (fuzzy construction),7.056998836758433,0.005790113999864843,1.0182851645016107,
benchmark/large,a280,280,FIS full (fuzzy construction),6.901899961225281,0.006034711999291176,1.0132779122445035,
benchmark/small,a280,280,LK k32/d10/b32,6.475378053509112,0.008415305000198714,1.0079053264240385,
benchmark/large,a280,280,LK k32/d10/b32,6.475378053509112,0.00848080299965659,1.0078036414983984,
benchmark/small,a280,280,LK k32/d2/b4,4.575416828227995,0.005989616000078968,1.003949071971721,
benchmark/large,a280,280,LK k32/d2/b4,4.575416828227995,0.006159536999803095,1.0040697080289724,
benchmark/small,a280,280,LK k32/d3/b8,6.669251647925552,0.0061514070002886,1.0047638345010088,
benchmark/large,a280,280,LK k32/d3/b8,6.669251647925552,0.006575750999218144,1.0050733415359843,
benchmark/small,a280,280,LK k32/d6/b32,1.6285381930981,0.006237534000320011,1.0035207428679007,
benchmark/large,a280,280,LK k32/d6/b32,1.6285381930981,0.006401206000191451,1.003402438675091,
benchmark/small,a280,280,LK k48/d10/b32,5.273361768127181,0.00778642600062085,1.0056517538491074,
benchmark/large,a280,280,LK k48/d10/b32,5.273361768127181,0.007959864999975252,1.0055846963209243,
benchmark/small,a280,280,construct_fis,23.730127956572314,0.00021848999995199847,1.1736233946567567,
benchmark/large,a280,280,construct_fis,23.730127956572314,0.00020427499975994579,1.1736233946567567,
benchmark/small,a280,280,fis_chain_greedy_handwritten,4.420317952694843,0.0073938079999607,1.0045630520778273,
benchmark/large,a280,280,fis_chain_greedy_handwritten,4.420317952694843,0.007351437000124861,1.0043647180736544,
benchmark/small,a280,280,fis_construct_lk,3.7611477316789452,0.0066483489999882295,1.0086753491775193,
benchmark/large,a280,280,fis_construct_lk,3.7611477316789452,0.006806964999668708,1.0084547624587679,
benchmark/small,a280,280,fis_effort_greedy_handwritten,7.444746025591314,0.0074378570002409106,1.0060098374959503,
benchmark/large,a280,280,fis_effort_greedy_handwritten,7.444746025591314,0.007418738000069425,1.005887548748728,
benchmark/small,a280,280,fis_effort_nn,5.467235362543621,0.00536359799980346,1.0140412382046813,
benchmark/large,a280,280,fis_effort_nn,5.467235362543621,0.005645767999794771,1.017924208543351,
benchmark/small,a280,280,greedy-edge construction,24.4280728964715,0.0004603920001500228,1.1203724763346603,
benchmark/large,a280,280,greedy-edge construction,24.4280728964715,0.0004676970002037706,1.1203724763346603,
benchmark/small,a280,280,lk_16_4_8,5.350911205893757,0.005214084999806801,1.003941395819218,
benchmark/large,a280,280,lk_16_4_8,5.350911205893757,0.005242022000402358,1.0037598898757132,
benchmark/small,a280,280,lk_24_4_8,4.420317952694843,0.0054270700006782135,1.0072554797351712,
benchmark/large,a280,280,lk_24_4_8,4.420317952694843,0.005463772999974026,1.0069127845632717,
benchmark/small,a280,280,lk_32_10_12,6.475378053509112,0.007985862999703386,1.0070875108104045,
benchmark/large,a280,280,lk_32_10_12,6.475378053509112,0.00815003199977582,1.0068941726003224,
benchmark/small,a280,280,lk_32_4_8,5.389685924777045,0.006388757999957306,1.0061838313126712,
benchmark/large,a280,280,lk_32_4_8,5.389685924777045,0.0063632239998696605,1.0061319801967652,
benchmark/small,a280,280,lk_32_6_8,5.389685924777045,0.0069948509999449016,1.0069138830927027,
benchmark/large,a280,280,lk_32_6_8,5.389685924777045,0.007027643999663269,1.006694767203914,
benchmark/small,a280,280,lk_64_10_32,3.4509499806126405,0.008256616000835493,1.0070109860831091,
benchmark/large,a280,280,lk_64_10_32,3.4509499806126405,0.00860086800003046,1.0070117536630354,
benchmark/small,a280,280,nearest-neighbour construction,21.713842574641333,4.660999820771394e-06,1.1752690128617187,
benchmark/large,a280,280,nearest-neighbour construction,21.713842574641333,5.181999767955858e-06,1.1752690128617187,
benchmark/small,pr439,439,FIS deferred verification,7.980077786171969,0.00838594400056536,1.0059237791432494,
benchmark/large,pr439,439,FIS deferred verification,8.17500956005111,0.009814847000143345,1.007694386146369,
benchmark/small,pr439,439,FIS effort,3.431358833020883,0.007829871000467392,1.0044825042296526,
benchmark/large,pr439,439,FIS effort,3.645877053079269,0.008614327000032063,1.0052625047581623,
benchmark/small,pr439,439,FIS effort+chain,8.349422199837713,0.006939611000689183,1.007029461345093,
benchmark/large,pr439,439,FIS effort+chain,8.17500956005111,0.00766845199996169,1.0080664026511228,
benchmark/small,pr439,439,FIS full (fuzzy construction),4.543122825671302,0.006360560999837617,1.0182851645016107,
benchmark/large,pr439,439,FIS full (fuzzy construction),6.053144557299682,0.0068751240005440195,1.0132779122445035,
benchmark/small,pr439,439,LK k32/d10/b32,6.20423999925385,0.012247645999650558,1.0079053264240385,
benchmark/large,pr439,439,LK k32/d10/b32,6.20423999925385,0.012130471000091347,1.0078036414983984,
benchmark/small,pr439,439,LK k32/d2/b4,6.387979518173424,0.006249168000067584,1.003949071971721,
benchmark/large,pr439,439,LK k32/d2/b4,6.387979518173424,0.006398300000000745,1.0040697080289724,
benchmark/small,pr439,439,LK k32/d3/b8,6.902823246313551,0.0067083970002386195,1.0047638345010088,
benchmark/large,pr439,439,LK k32/d3/b8,6.902823246313551,0.007030451999980869,1.0050733415359843,
benchmark/small,pr439,439,LK k32/d6/b32,6.20423999925385,0.009468620999996347,1.0035207428679007,
benchmark/large,pr439,439,LK k32/d6/b32,6.20423999925385,0.00943815899972833,1.003402438675091,
benchmark/small,pr439,439,LK k48/d10/b32,3.838943451131817,0.011844796999866958,1.0056517538491074,
benchmark/large,pr439,439,LK k48/d10/b32,3.838943451131817,0.012545432000024448,1.0055846963209243,
benchmark/small,pr439,439,construct_fis,32.413703050822164,0.00033118700002887635,1.1736233946567567,
benchmark/large,pr439,439,construct_fis,32.413703050822164,0.00032802800024001044,1.1736233946567567,
benchmark/small,pr439,439,fis_chain_greedy_handwritten,3.3147728438587163,0.009236093000254186,1.0045630520778273,
benchmark/large,pr439,439,fis_chain_greedy_handwritten,3.3147728438587163,0.009051683000052435,1.0043647180736544,
benchmark/small,pr439,439,fis_construct_lk,2.3046718337577063,0.008650513000247884,1.0086753491775193,
benchmark/large,pr439,439,fis_construct_lk,2.3046718337577063,0.00787279500036675,1.0084547624587679,
benchmark/small,pr439,439,fis_effort_greedy_handwritten,3.462137534159695,0.008580272000472178,1.0060098374959503,
benchmark/large,pr439,439,fis_effort_greedy_handwritten,3.462137534159695,0.008641345999876648,1.005887548748728,
benchmark/small,pr439,439,fis_effort_nn,6.0680675639124395,0.0057369410005776444,1.0140412382046813,
benchmark/large,pr439,439,fis_effort_nn,7.1266683455049105,0.0069545129999823985,1.017924208543351,
benchmark/small,pr439,439,greedy-edge construction,19.6088306891631,0.0010020070003520232,1.1203724763346603,
benchmark/large,pr439,439,greedy-edge construction,19.6088306891631,0.0009133899998232664,1.1203724763346603,
benchmark/small,pr439,439,lk_16_4_8,12.602479084473543,0.00497273100017992,1.003941395819218,
benchmark/large,pr439,439,lk_16_4_8,12.602479084473543,0.00476004100028149,1.0037598898757132,
benchmark/small,pr439,439,lk_24_4_8,6.003712097894923,0.00687245199969766,1.0072554797351712,
benchmark/large,pr439,439,lk_24_4_8,6.003712097894923,0.006881454999074776,1.0069127845632717,
benchmark/small,pr439,439,lk_32_10_12,6.201441935513958,0.01010365100000854,1.0070875108104045,
benchmark/large,pr439,439,lk_32_10_12,6.201441935513958,0.009809760999814898,1.0068941726003224,
benchmark/small,pr439,439,lk_32_4_8,6.515757762295158,0.0072780089999469055,1.0061838313126712,
benchmark/large,pr439,439,lk_32_4_8,6.515757762295158,0.007353224999860686,1.0061319801967652,
benchmark/small,pr439,439,lk_32_6_8,6.515757762295158,0.008154286999797478,1.0069138830927027,
benchmark/large,pr439,439,lk_32_6_8,6.515757762295158,0.00804153800027052,1.006694767203914,
benchmark/small,pr439,439,lk_64_10_32,6.239682139959148,0.01588820000006308,1.0070109860831091,
benchmark/large,pr439,439,lk_64_10_32,6.239682139959148,0.016042466000271816,1.0070117536630354,
benchmark/small,pr439,439,nearest-neighbour construction,22.444201945586986,8.882000201992923e-06,1.1752690128617187,
benchmark/large,pr439,439,nearest-neighbour construction,22.444201945586986,1.1701999937940855e-05,1.1752690128617187,
benchmark/small,d493,493,FIS deferred verification,2.465573395805954,0.009120270000039454,1.0059237791432494,
benchmark/large,d493,493,FIS deferred verification,1.8541797611565054,0.009677728999122337,1.007694386146369,
benchmark/small,d493,493,FIS effort,1.5799097194446032,0.00884671200037701,1.0044825042296526,
benchmark/large,d493,493,FIS effort,2.465573395805954,0.00840926499950001,1.0052625047581623,
benchmark/small,d493,493,FIS effort+chain,4.516884749442889,0.007187700000031327,1.007029461345093,
benchmark/large,d493,493,FIS effort+chain,2.0798811496485916,0.0074223369992978405,1.0080664026511228,
benchmark/small,d493,493,FIS full (fuzzy construction),3.6340780526827037,0.00685838999970656,1.0182851645016107,
benchmark/large,d493,493,FIS full (fuzzy construction),3.382663847780127,0.006922877999841148,1.0132779122445035,
benchmark/small,d493,493,LK k32/d10/b32,2.2170161705045426,0.01279694799995923,1.0079053264240385,
benchmark/large,d493,493,LK k32/d10/b32,2.2170161705045426,0.012228490999859787,1.0078036414983984,
benchmark/small,d493,493,LK k32/d2/b4,2.294154619736015,0.007420613999784109,1.003949071971721,
benchmark/large,d493,493,LK k32/d2/b4,2.294154619736015,0.006649492999258655,1.0040697080289724,
benchmark/small,d493,493,LK k32/d3/b8,2.3970058853779785,0.0079317509998873,1.0047638345010088,
benchmark/large,d493,493,LK k32/d3/b8,2.3970058853779785,0.007272037999427994,1.0050733415359843,
benchmark/small,d493,493,LK k32/d6/b32,2.2170161705045426,0.010141467999801534,1.0035207428679007,
benchmark/large,d493,493,LK k32/d6/b32,2.2170161705045426,0.009624721999443864,1.003402438675091,
benchmark/small,d493,493,LK k48/d10/b32,4.416890463402091,0.013415916000667494,1.0056517538491074,
benchmark/large,d493,493,LK k48/d10/b32,4.416890463402091,0.012769402999310842,1.0055846963209243,
benchmark/small,d493,493,construct_fis,19.341751899891435,0.0005341539999790257,1.1736233946567567,
benchmark/large,d493,493,construct_fis,19.341751899891435,0.00035425900023255963,1.1736233946567567,
benchmark/small,d493,493,fis_chain_greedy_handwritten,1.8370378835495114,0.008999893999771302,1.0045630520778273,
benchmark/large,d493,493,fis_chain_greedy_handwritten,1.8370378835495114,0.008355288999609911,1.0043647180736544,
benchmark/small,d493,493,fis_construct_lk,3.7112165019141763,0.01207428699990487,1.0086753491775193,
benchmark/large,d493,493,fis_construct_lk,3.7112165019141763,0.011228759000005084,1.0084547624587679,
benchmark/small,d493,493,fis_effort_greedy_handwritten,1.8141820467401863,0.009295696999743086,1.0060098374959503,
benchmark/large,d493,493,fis_effort_greedy_handwritten,1.8141820467401863,0.008749482999519387,1.005887548748728,
benchmark/small,d493,493,fis_effort_nn,2.488429232615279,0.006136828999842692,1.0140412382046813,
benchmark/large,d493,493,fis_effort_nn,3.754071195931661,0.007559122999737156,1.017924208543351,
benchmark/small,d493,493,greedy-edge construction,14.936289354894006,0.0011005520000253455,1.1203724763346603,
benchmark/large,d493,493,greedy-edge construction,14.936289354894006,0.0010135379998246208,1.1203724763346603,
benchmark/small,d493,493,lk_16_4_8,1.7627564139192047,0.006729848999839305,1.003941395819218,
benchmark/large,d493,493,lk_16_4_8,1.7627564139192047,0.006302587000391213,1.0037598898757132,
benchmark/small,d493,493,lk_24_4_8,2.668418947488715,0.007304079000277852,1.0072554797351712,
benchmark/large,d493,493,lk_24_4_8,2.668418947488715,0.006774933000087913,1.0069127845632717,
benchmark/small,d493,493,lk_32_10_12,2.07416719044626,0.011512130000028264,1.0070875108104045,
benchmark/large,d493,493,lk_32_10_12,2.07416719044626,0.010591222000130074,1.0068941726003224,
benchmark/small,d493,493,lk_32_4_8,2.6055653962630707,0.008845238000048994,1.0061838313126712,
benchmark/large,d493,493,lk_32_4_8,2.6055653962630707,0.008264016999874002,1.0061319801967652,
benchmark/small,d493,493,lk_32_6_8,2.6055653962630707,0.010402387999874918,1.0069138830927027,
benchmark/large,d493,493,lk_32_6_8,2.6055653962630707,0.00945179799964535,1.006694767203914,
benchmark/small,d493,493,lk_64_10_32,0.9113764927718416,0.012858899000093515,1.0070109860831091,
benchmark/large,d493,493,lk_64_10_32,0.9113764927718416,0.012613068999598909,1.0070117536630354,
benchmark/small,d493,493,nearest-neighbour construction,24.65573395805954,1.2145999789936468e-05,1.1752690128617187,
benchmark/large,d493,493,nearest-neighbour construction,24.65573395805954,1.0913000096479664e-05,1.1752690128617187,
benchmark/small,rat783,783,FIS deferred verification,2.6004996593231886,0.010613808000016434,1.0059237791432494,
benchmark/large,rat783,783,FIS deferred verification,2.95253236429707,0.013639413999953831,1.007694386146369,
benchmark/small,rat783,783,FIS effort,2.8049057460822167,0.010797826000271016,1.0044825042296526,
benchmark/large,rat783,783,FIS effort,2.362025891437656,0.012505292000241752,1.0052625047581623,
benchmark/small,rat783,783,FIS effort+chain,2.7935498523733817,0.009289602000080777,1.007029461345093,
benchmark/large,rat783,783,FIS effort+chain,3.395412218941631,0.01119399000026533,1.0080664026511228,
benchmark/small,rat783,783,FIS full (fuzzy construction),3.8155802861685215,0.008744794000449474,1.0182851645016107,
benchmark/large,rat783,783,FIS full (fuzzy construction),2.8389734272087215,0.01043896599958316,1.0132779122445035,
lkh_compare,rat783,783,FIS local search,2.7935498523733817,0.008503399963956326,,
benchmark/small,rat783,783,LK k32/d10/b32,2.203043379513968,0.013104524000482343,1.0079053264240385,
benchmark/large,rat783,783,LK k32/d10/b32,2.203043379513968,0.01367632900019089,1.0078036414983984,
lkh_compare,rat783,783,LK k32/d10/b32,2.203043379513968,0.010346899944124743,,
benchmark/small,rat783,783,LK k32/d2/b4,3.259141494435612,0.009110008999869024,1.003949071971721,
benchmark/large,rat783,783,LK k32/d2/b4,3.259141494435612,0.009708867999961512,1.0040697080289724,
lkh_compare,rat783,783,LK k32/d2/b4,3.259141494435612,0.008213299966882914,,
benchmark/small,rat783,783,LK k32/d3/b8,2.963888258005905,0.009438428000066779,1.0047638345010088,
benchmark/large,rat783,783,LK k32/d3/b8,2.963888258005905,0.010359708000123646,1.0050733415359843,
lkh_compare,rat783,783,LK k32/d3/b8,2.963888258005905,0.008636099984869361,,
benchmark/small,rat783,783,LK k32/d6/b32,2.146263910969793,0.01083505199994761,1.0035207428679007,
benchmark/large,rat783,783,LK k32/d6/b32,2.146263910969793,0.011796891999892978,1.003402438675091,
lkh_compare,rat783,783,LK k32/d6/b32,2.146263910969793,0.009340999968117103,,
lkh_compare,rat783,783,LK k32/d6/b8,2.6686350215761983,0.00949999995646067,,
benchmark/small,rat783,783,LK k48/d10/b32,3.0320236202589146,0.016733037999983935,1.0056517538491074,
benchmark/large,rat783,783,LK k48/d10/b32,3.0320236202589146,0.015843629000301007,1.0055846963209243,
lkh_compare,rat783,783,LK k48/d10/b32,3.0320236202589146,0.01162330000079237,,
lkh_compare,rat783,783,LKH,0.05677946854417443,0.01657449998310767,,nn/trials=1
lkh_compare,rat783,783,LKH,0.02271178741766977,0.030403600016143173,,nn/trials=5
lkh_compare,rat783,783,LKH,0.0,0.07216460001654923,,nn/trials=25
lkh_compare,rat783,783,LKH,0.0,0.2161939999787137,,nn/trials=100
lkh_compare,rat783,783,LKH,0.0,1.7772731000150088,,nn/trials=1000
lkh_compare,rat783,783,LKH,0.0,0.2978744000138249,,alpha/trials=1
lkh_compare,rat783,783,LKH,0.0,0.36006669999915175,,alpha/trials=25
lkh_compare,rat783,783,LKH,0.0,0.49572999999509193,,alpha/trials=100
lkh_compare,rat783,783,LKH,0.0,1.86188859998947,,runs=1 (elkai default)
lkh_compare,rat783,783,LKH,0.0,3.4883358999795746,,runs=2
lkh_compare,rat783,783,LKH,0.0,7.568823200010229,,runs=5
lkh_compare,rat783,783,LKH,0.05677946854417443,0.016918899986194447,,nn5/trials=1
lkh_compare,rat783,783,LKH,0.0,0.0725875000061933,,nn5/trials=25
lkh_compare,rat783,783,LKH,0.0,0.21282380001503043,,nn5/trials=100
lkh_compare,rat783,783,LKH,0.0,1.8070210000150837,,nn5/trials=1000
lkh_compare,rat783,783,LKH,0.10220304337951397,2.582173300004797,,nn32/trials=1
lkh_compare,rat783,783,LKH,0.0,7.827127100026701,,nn32/trials=25
lkh_compare,rat783,783,LKH,0.0,18.6587048000074,,nn32/trials=100
lkh_compare,rat783,783,LKH,0.0,86.98999229999026,,nn32/trials=1000
benchmark/small,rat783,783,construct_fis,25.08516920281626,0.0006367250002767832,1.1736233946567567,
benchmark/large,rat783,783,construct_fis,25.08516920281626,0.0006326119996629131,1.1736233946567567,
benchmark/small,rat783,783,fis_chain_greedy_handwritten,2.384737678855326,0.010802676000366773,1.0045630520778273,
benchmark/large,rat783,783,fis_chain_greedy_handwritten,2.384737678855326,0.011601642000186985,1.0043647180736544,
benchmark/small,rat783,783,fis_construct_lk,2.4982966159436746,0.012103384000511141,1.0086753491775193,
benchmark/large,rat783,783,fis_construct_lk,2.4982966159436746,0.012976117999642156,1.0084547624587679,
benchmark/small,rat783,783,fis_effort_greedy_handwritten,2.8049057460822167,0.011289791000308469,1.0060098374959503,
benchmark/large,rat783,783,fis_effort_greedy_handwritten,2.8049057460822167,0.012128322000080516,1.005887548748728,
benchmark/small,rat783,783,fis_effort_nn,4.133545310015898,0.008095320000393258,1.0140412382046813,
benchmark/large,rat783,783,fis_effort_nn,3.46354758119464,0.01032126000018252,1.017924208543351,
benchmark/small,rat783,783,greedy-edge construction,17.930956166250283,0.0014809039998908702,1.1203724763346603,
benchmark/large,rat783,783,greedy-edge construction,17.930956166250283,0.001388586999837571,1.1203724763346603,
lkh_compare,rat783,783,iterated (control),2.146263910969793,0.009514399949694052,,0 kicks
lkh_compare,rat783,783,iterated (control),1.680672268907563,0.014634799968916923,,100 kicks
lkh_compare,rat783,783,iterated (control),1.5103338632750398,0.02605679997941479,,400 kicks
lkh_compare,rat783,783,iterated (control),1.101521689756984,0.07165889994939789,,1600 kicks
lkh_compare,rat783,783,iterated (control),0.6359300476947536,0.2578545999713242,,6400 kicks
lkh_compare,rat783,783,iterated (control),0.5450828980240745,0.9803890999755822,,25600 kicks
lkh_compare,rat783,783,iterated (control),0.4769475357710652,3.78570349997608,,102400 kicks
lkh_compare,rat783,783,iterated + CHAIN reopt depth,2.259822848058142,0.00811019996763207,,0 kicks
lkh_compare,rat783,783,iterated + CHAIN reopt depth,1.8396547808312513,0.01060959996539168,,100 kicks
lkh_compare,rat783,783,iterated + CHAIN reopt depth,1.5216897569838745,0.020130099961534142,,400 kicks
lkh_compare,rat783,783,iterated + CHAIN reopt depth,1.078809902339314,0.045593999966513366,,1600 kicks
lkh_compare,rat783,783,iterated + CHAIN reopt depth,0.9198273904156257,0.15522799995960668,,6400 kicks
lkh_compare,rat783,783,iterated + CHAIN reopt depth,0.7381330910742675,0.6069996999576688,,25600 kicks
lkh_compare,rat783,783,iterated + CHAIN reopt depth,0.692709516238928,2.2957490999542642,,102400 kicks
lkh_compare,rat783,783,iterated + EFFORT-aimed kicks,2.146263910969793,0.009658899973146617,,0 kicks
lkh_compare,rat783,783,iterated + EFFORT-aimed kicks,1.567113331819214,0.013985699974000454,,100 kicks
lkh_compare,rat783,783,iterated + EFFORT-aimed kicks,1.2945718828071768,0.026206199981970713,,400 kicks
lkh_compare,rat783,783,iterated + EFFORT-aimed kicks,0.6586418351124234,0.07082579997950234,,1600 kicks
lkh_compare,rat783,783,iterated + EFFORT-aimed kicks,0.5223711106064047,0.25167029997101054,,6400 kicks
lkh_compare,rat783,783,iterated + EFFORT-aimed kicks,0.4883034294799001,1.0344849999819417,,25600 kicks
lkh_compare,rat783,783,iterated + EFFORT-aimed kicks,0.4883034294799001,4.076379399979487,,102400 kicks
lkh_compare,rat783,783,iterated + both,2.259822848058142,0.008223399956477806,,0 kicks
lkh_compare,rat783,783,iterated + both,1.8396547808312513,0.010736699972767383,,100 kicks
lkh_compare,rat783,783,iterated + both,1.090165796048149,0.017868699971586466,,400 kicks
lkh_compare,rat783,783,iterated + both,0.8744038155802861,0.04825389996403828,,1600 kicks
lkh_compare,rat783,783,iterated + both,0.6132182602770838,0.16329479997511953,,6400 kicks
lkh_compare,rat783,783,iterated + both,0.6018623665682489,0.6330459999444429,,25600 kicks
lkh_compare,rat783,783,iterated + both,0.49965932318873496,2.447526399977505,,102400 kicks
benchmark/small,rat783,783,lk_16_4_8,2.7935498523733817,0.00851002499985043,1.003941395819218,
benchmark/large,rat783,783,lk_16_4_8,2.7935498523733817,0.0084180999997443,1.0037598898757132,
benchmark/small,rat783,783,lk_24_4_8,2.577787871905519,0.009616534999167925,1.0072554797351712,
benchmark/large,rat783,783,lk_24_4_8,2.577787871905519,0.009309288999702403,1.0069127845632717,
benchmark/small,rat783,783,lk_32_10_12,2.475584828526005,0.013106117000006634,1.0070875108104045,
benchmark/large,rat783,783,lk_32_10_12,2.475584828526005,0.013479509000262624,1.0068941726003224,
benchmark/small,rat783,783,lk_32_4_8,2.9298205768794006,0.010179910999795538,1.0061838313126712,
benchmark/large,rat783,783,lk_32_4_8,2.9298205768794006,0.011171074000230874,1.0061319801967652,
benchmark/small,rat783,783,lk_32_6_8,2.6686350215761983,0.011293954000393569,1.0069138830927027,
benchmark/large,rat783,783,lk_32_6_8,2.6686350215761983,0.012137413000345987,1.006694767203914,
benchmark/small,rat783,783,lk_64_10_32,1.48762207585737,0.017511232999822823,1.0070109860831091,
benchmark/large,rat783,783,lk_64_10_32,1.48762207585737,0.01783238199959669,1.0070117536630354,
benchmark/small,rat783,783,nearest-neighbour construction,27.469906881671587,2.709299997150083e-05,1.1752690128617187,
benchmark/large,rat783,783,nearest-neighbour construction,27.469906881671587,2.1112000013090437e-05,1.1752690128617187,
benchmark/small,pcb1173,1173,FIS deferred verification,3.8740068902481894,0.016054492999955983,1.0059237791432494,
benchmark/large,pcb1173,1173,FIS deferred verification,3.82830626450116,0.020491831000072125,1.007694386146369,
benchmark/small,pcb1173,1173,FIS effort,3.5242213316459257,0.015954039999542147,1.0044825042296526,
benchmark/large,pcb1173,1173,FIS effort,3.1691626239190045,0.017597409000245534,1.0052625047581623,
benchmark/small,pcb1173,1173,FIS effort+chain,4.144695211980594,0.013380985999447148,1.007029461345093,
benchmark/large,pcb1173,1173,FIS effort+chain,3.990016170990649,0.015185624000423559,1.0080664026511228,
benchmark/small,pcb1173,1173,FIS full (fuzzy construction),4.703649019194263,0.012490628999785258,1.0182851645016107,
benchmark/large,pcb1173,1173,FIS full (fuzzy construction),5.457709344020249,0.014938961000098061,1.0132779122445035,
lkh_compare,pcb1173,1173,FIS local search,4.144695211980594,0.010838499991223216,,
benchmark/small,pcb1173,1173,LK k32/d10/b32,3.5171904661463826,0.022469101999831764,1.0079053264240385,
benchmark/large,pcb1173,1173,LK k32/d10/b32,3.5171904661463826,0.02283366500023476,1.0078036414983984,
lkh_compare,pcb1173,1173,LK k32/d10/b32,3.5171904661463826,0.016283300006762147,,
benchmark/small,pcb1173,1173,LK k32/d2/b4,3.759755325880616,0.013101855999593681,1.003949071971721,
benchmark/large,pcb1173,1173,LK k32/d2/b4,3.759755325880616,0.012909753000258206,1.0040697080289724,
lkh_compare,pcb1173,1173,LK k32/d2/b4,3.759755325880616,0.010714500007452443,,
benchmark/small,pcb1173,1173,LK k32/d3/b8,3.634957463263728,0.01429593799957729,1.0047638345010088,
benchmark/large,pcb1173,1173,LK k32/d3/b8,3.634957463263728,0.014407727000161685,1.0050733415359843,
lkh_compare,pcb1173,1173,LK k32/d3/b8,3.634957463263728,0.011363400029949844,,
benchmark/small,pcb1173,1173,LK k32/d6/b32,3.5171904661463826,0.017602741999780847,1.0035207428679007,
benchmark/large,pcb1173,1173,LK k32/d6/b32,3.5171904661463826,0.01788836700052343,1.003402438675091,
lkh_compare,pcb1173,1173,LK k32/d6/b32,3.5171904661463826,0.012923000031150877,,
lkh_compare,pcb1173,1173,LK k32/d6/b8,3.5998031357660127,0.012637400010135025,,
benchmark/small,pcb1173,1173,LK k48/d10/b32,2.4045560008437037,0.02657967799996186,1.0056517538491074,
benchmark/large,pcb1173,1173,LK k48/d10/b32,2.4045560008437037,0.02661854799998764,1.0055846963209243,
lkh_compare,pcb1173,1173,LK k48/d10/b32,2.4045560008437037,0.017568399984156713,,
lkh_compare,pcb1173,1173,LKH,0.7856992195739295,0.08153249998576939,,nn/trials=1
lkh_compare,pcb1173,1173,LKH,0.6696899388314701,0.09344970001257025,,nn/trials=5
lkh_compare,pcb1173,1173,LKH,0.6679322224565845,0.19715270001324825,,nn/trials=25
lkh_compare,pcb1173,1173,LKH,0.3480278422273782,0.5479119000083301,,nn/trials=100
lkh_compare,pcb1173,1173,LKH,0.28826548548126274,4.568421299976762,,nn/trials=1000
lkh_compare,pcb1173,1173,LKH,0.02109259649862898,0.695891399984248,,alpha/trials=1
lkh_compare,pcb1173,1173,LKH,0.008788581874428741,0.7494011999806389,,alpha/trials=25
lkh_compare,pcb1173,1173,LKH,0.008788581874428741,0.8681617999973241,,alpha/trials=100
lkh_compare,pcb1173,1173,LKH,0.0017577163748857484,3.0207459999946877,,runs=1 (elkai default)
lkh_compare,pcb1173,1173,LKH,0.0,6.422192999976687,,runs=2
lkh_compare,pcb1173,1173,LKH,0.0,17.453204199991887,,runs=5
lkh_compare,pcb1173,1173,LKH,0.7856992195739295,0.08197939998353831,,nn5/trials=1
