arm,init,seed,budget,obj,acc,acc_0,heuristic_acc,seconds
scipy-lbfgsb,hot,9,250,0.002689,0.999875,0.999917,0.999917,8.202
scipy-lbfgsb,hot,9,500,0.001905,0.999917,0.999917,0.999917,16.138
scipy-lbfgsb,hot,9,1000,0.001589,0.999917,0.999917,0.999917,32.027
scipy-lbfgsb,hot,9,2000,0.001541,0.999917,0.999917,0.999917,64.425
scipy-powell,hot,9,125,0.003143,0.999875,0.999917,0.999917,4.036
scipy-powell,hot,9,250,0.003143,0.999875,0.999917,0.999917,7.975
scipy-powell,hot,9,500,0.002558,0.999875,0.999917,0.999917,15.844
scipy-powell,hot,9,1000,0.001693,0.999917,0.999917,0.999917,32.148
scipy-powell,hot,9,2000,0.001583,0.999917,0.999917,0.999917,63.800
scipy-de,hot,9,125,0.013512,0.999917,0.999917,0.999917,2.439
scipy-de,hot,9,250,0.013512,0.999917,0.999917,0.999917,4.838
scipy-de,hot,9,500,0.013512,0.999917,0.999917,0.999917,9.654
scipy-de,hot,9,1000,0.013512,0.999917,0.999917,0.999917,19.100
scipy-de,hot,9,2000,0.013512,0.999917,0.999917,0.999917,38.413
opt-ga,hot,9,125,0.013512,0.999917,0.999917,0.999917,2.274
opt-ga,hot,9,250,0.013512,0.999917,0.999917,0.999917,4.455
opt-ga,hot,9,500,0.013512,0.999917,0.999917,0.999917,8.830
opt-ga,hot,9,1000,0.013512,0.999917,0.999917,0.999917,17.818
opt-ga,hot,9,2000,0.013512,0.999917,0.999917,0.999917,36.306
opt-pso,hot,9,125,0.013512,0.999917,0.999917,0.999917,2.283
opt-pso,hot,9,250,0.013512,0.999917,0.999917,0.999917,4.562
opt-pso,hot,9,500,0.013512,0.999917,0.999917,0.999917,9.232
opt-pso,hot,9,1000,0.013512,0.999917,0.999917,0.999917,18.663
opt-pso,hot,9,2000,0.013512,0.999917,0.999917,0.999917,37.176
opt-aco,hot,9,125,0.013512,0.999917,0.999917,0.999917,2.327
opt-aco,hot,9,250,0.013512,0.999917,0.999917,0.999917,4.822
opt-aco,hot,9,500,0.013512,0.999917,0.999917,0.999917,9.568
opt-aco,hot,9,1000,0.013512,0.999917,0.999917,0.999917,18.921
opt-aco,hot,9,2000,0.008145,0.999687,0.999917,0.999917,37.086
opt-gd,hot,9,125,0.013449,0.999917,0.999917,0.999917,4.152
opt-gd,hot,9,250,0.013449,0.999917,0.999917,0.999917,8.203
opt-gd,hot,9,500,0.002597,0.999875,0.999917,0.999917,16.358
opt-gd,hot,9,1000,0.001821,0.999917,0.999917,0.999917,32.479
opt-gd,hot,9,2000,0.001576,0.999917,0.999917,0.999917,65.626
