arm,init,seed,budget,obj,acc,acc_0,heuristic_acc,seconds
scipy-lbfgsb,cold,4,500,0.292601,0.899917,0.427208,0.998833,9.169
scipy-lbfgsb,cold,4,1000,0.208959,0.921958,0.427208,0.998833,18.417
scipy-lbfgsb,cold,4,2000,0.151478,0.947937,0.427208,0.998833,36.622
scipy-powell,cold,4,125,0.047869,0.999875,0.427208,0.998833,2.330
scipy-powell,cold,4,250,0.007679,0.999375,0.427208,0.998833,4.646
scipy-powell,cold,4,500,0.005649,0.999625,0.427208,0.998833,9.270
scipy-powell,cold,4,1000,0.004773,0.999604,0.427208,0.998833,18.281
scipy-powell,cold,4,2000,0.002965,0.999833,0.427208,0.998833,36.099
scipy-de,cold,4,125,0.197513,0.938792,0.427208,0.998833,2.548
scipy-de,cold,4,250,0.124717,0.971500,0.427208,0.998833,5.080
scipy-de,cold,4,500,0.083053,0.999750,0.427208,0.998833,9.981
scipy-de,cold,4,1000,0.083053,0.999750,0.427208,0.998833,19.462
scipy-de,cold,4,2000,0.061508,0.994062,0.427208,0.998833,38.438
opt-ga,cold,4,125,0.136334,0.967667,0.427208,0.998833,2.284
opt-ga,cold,4,250,0.044284,0.990104,0.427208,0.998833,4.530
opt-ga,cold,4,500,0.021925,0.995062,0.427208,0.998833,9.138
opt-ga,cold,4,1000,0.011254,0.999854,0.427208,0.998833,18.500
opt-ga,cold,4,2000,0.007824,0.999792,0.427208,0.998833,37.832
opt-pso,cold,4,125,0.136334,0.967667,0.427208,0.998833,2.378
opt-pso,cold,4,250,0.134347,0.953583,0.427208,0.998833,4.638
opt-pso,cold,4,500,0.134347,0.953583,0.427208,0.998833,9.318
opt-pso,cold,4,1000,0.134347,0.953583,0.427208,0.998833,18.457
opt-pso,cold,4,2000,0.134347,0.953583,0.427208,0.998833,37.809
opt-aco,cold,4,125,0.136334,0.967667,0.427208,0.998833,2.407
opt-aco,cold,4,250,0.136334,0.967667,0.427208,0.998833,4.858
opt-aco,cold,4,500,0.106103,0.994833,0.427208,0.998833,9.703
opt-aco,cold,4,1000,0.047654,0.980167,0.427208,0.998833,19.005
opt-aco,cold,4,2000,0.006716,0.999687,0.427208,0.998833,37.118
opt-gd,cold,4,125,0.501858,0.825021,0.427208,0.998833,2.256
opt-gd,cold,4,250,0.387112,0.941312,0.427208,0.998833,4.500
opt-gd,cold,4,500,0.292682,0.899771,0.427208,0.998833,8.923
opt-gd,cold,4,1000,0.208946,0.922000,0.427208,0.998833,18.682
opt-gd,cold,4,2000,0.154429,0.945312,0.427208,0.998833,36.999
none,classical-kmeans,0,125,0.050631,0.992729,0.992729,0.999771,0.017
none,classical-kmeans,0,250,0.050631,0.992729,0.992729,0.999771,0.017
none,classical-kmeans,0,500,0.050631,0.992729,0.992729,0.999771,0.017
none,classical-kmeans,0,1000,0.050631,0.992729,0.992729,0.999771,0.017
none,classical-kmeans,0,2000,0.050631,0.992729,0.992729,0.999771,0.017
scipy-lbfgsb,classical-kmeans,0,125,0.041024,0.994812,0.992729,0.999771,2.118
scipy-lbfgsb,classical-kmeans,0,250,0.040086,0.994729,0.992729,0.999771,4.313
scipy-lbfgsb,classical-kmeans,0,500,0.038803,0.994812,0.992729,0.999771,8.460
scipy-lbfgsb,classical-kmeans,0,1000,0.022546,0.998854,0.992729,0.999771,17.087
scipy-lbfgsb,classical-kmeans,0,2000,0.016227,0.998979,0.992729,0.999771,34.249
scipy-powell,classical-kmeans,0,125,0.050631,0.992729,0.992729,0.999771,1.959
scipy-powell,classical-kmeans,0,250,0.050631,0.992729,0.992729,0.999771,3.989
scipy-powell,classical-kmeans,0,500,0.030656,0.998354,0.992729,0.999771,8.041
scipy-powell,classical-kmeans,0,1000,0.027691,0.998708,0.992729,0.999771,16.220
scipy-powell,classical-kmeans,0,2000,0.001462,0.999792,0.992729,0.999771,32.669
scipy-de,classical-kmeans,0,125,0.050631,0.992729,0.992729,0.999771,0.023
scipy-de,classical-kmeans,0,250,0.050631,0.992729,0.992729,0.999771,0.023
scipy-de,classical-kmeans,0,500,0.050631,0.992729,0.992729,0.999771,0.023
scipy-de,classical-kmeans,0,1000,0.050631,0.992729,0.992729,0.999771,0.023
scipy-de,classical-kmeans,0,2000,0.050631,0.992729,0.992729,0.999771,0.023
opt-ga,classical-kmeans,0,125,0.050631,0.992729,0.992729,0.999771,1.782
opt-ga,classical-kmeans,0,250,0.050631,0.992729,0.992729,0.999771,3.510
opt-ga,classical-kmeans,0,500,0.050631,0.992729,0.992729,0.999771,6.938
opt-ga,classical-kmeans,0,1000,0.030503,0.995750,0.992729,0.999771,13.877
opt-ga,classical-kmeans,0,2000,0.013176,0.999667,0.992729,0.999771,27.758
opt-pso,classical-kmeans,0,125,0.050631,0.992729,0.992729,0.999771,1.662
opt-pso,classical-kmeans,0,250,0.050631,0.992729,0.992729,0.999771,3.309
opt-pso,classical-kmeans,0,500,0.050631,0.992729,0.992729,0.999771,6.862
opt-pso,classical-kmeans,0,1000,0.050631,0.992729,0.992729,0.999771,13.870
opt-pso,classical-kmeans,0,2000,0.050631,0.992729,0.992729,0.999771,27.518
opt-aco,classical-kmeans,0,125,0.050631,0.992729,0.992729,0.999771,1.742
opt-aco,classical-kmeans,0,250,0.033115,0.990187,0.992729,0.999771,3.436
opt-aco,classical-kmeans,0,500,0.033115,0.990187,0.992729,0.999771,6.792
opt-aco,classical-kmeans,0,1000,0.017954,0.997854,0.992729,0.999771,13.618
opt-aco,classical-kmeans,0,2000,0.005116,0.999250,0.992729,0.999771,27.454
opt-gd,classical-kmeans,0,125,0.041023,0.994812,0.992729,0.999771,2.088
opt-gd,classical-kmeans,0,250,0.039569,0.994917,0.992729,0.999771,4.226
opt-gd,classical-kmeans,0,500,0.030645,0.997750,0.992729,0.999771,8.461
opt-gd,classical-kmeans,0,1000,0.021827,0.999292,0.992729,0.999771,17.256
opt-gd,classical-kmeans,0,2000,0.017016,0.999250,0.992729,0.999771,34.263
none,classical-kmeans,1,125,0.012884,0.993896,0.993896,0.999854,0.016
none,classical-kmeans,1,250,0.012884,0.993896,0.993896,0.999854,0.016
none,classical-kmeans,1,500,0.012884,0.993896,0.993896,0.999854,0.016
none,classical-kmeans,1,1000,0.012884,0.993896,0.993896,0.999854,0.016
none,classical-kmeans,1,2000,0.012884,0.993896,0.993896,0.999854,0.016
scipy-lbfgsb,classical-kmeans,1,125,0.008412,0.995729,0.993896,0.999854,1.952
scipy-lbfgsb,classical-kmeans,1,250,0.005097,0.996146,0.993896,0.999854,3.941
scipy-lbfgsb,classical-kmeans,1,500,0.002338,0.998792,0.993896,0.999854,8.087
scipy-lbfgsb,classical-kmeans,1,1000,0.001291,0.999833,0.993896,0.999854,16.120
scipy-lbfgsb,classical-kmeans,1,2000,0.001132,0.999854,0.993896,0.999854,32.930
scipy-powell,classical-kmeans,1,125,0.012884,0.993896,0.993896,0.999854,2.149
scipy-powell,classical-kmeans,1,250,0.012884,0.993896,0.993896,0.999854,4.170
scipy-powell,classical-kmeans,1,500,0.001800,0.999563,0.993896,0.999854,8.145
scipy-powell,classical-kmeans,1,1000,0.001461,0.999646,0.993896,0.999854,16.660
scipy-powell,classical-kmeans,1,2000,0.001125,0.999833,0.993896,0.999854,33.087
scipy-de,classical-kmeans,1,125,0.012884,0.993896,0.993896,0.999854,0.023
scipy-de,classical-kmeans,1,250,0.012884,0.993896,0.993896,0.999854,0.023
scipy-de,classical-kmeans,1,500,0.012884,0.993896,0.993896,0.999854,0.023
scipy-de,classical-kmeans,1,1000,0.012884,0.993896,0.993896,0.999854,0.023
scipy-de,classical-kmeans,1,2000,0.012884,0.993896,0.993896,0.999854,0.023
opt-ga,classical-kmeans,1,125,0.012884,0.993896,0.993896,0.999854,1.738
opt-ga,classical-kmeans,1,250,0.012884,0.993896,0.993896,0.999854,3.474
opt-ga,classical-kmeans,1,500,0.012884,0.993896,0.993896,0.999854,7.045
opt-ga,classical-kmeans,1,1000,0.012884,0.993896,0.993896,0.999854,14.635
opt-ga,classical-kmeans,1,2000,0.012532,0.999146,0.993896,0.999854,30.057
opt-pso,classical-kmeans,1,125,0.012884,0.993896,0.993896,0.999854,1.733
opt-pso,classical-kmeans,1,250,0.012884,0.993896,0.993896,0.999854,3.471
opt-pso,classical-kmeans,1,500,0.012884,0.993896,0.993896,0.999854,7.078
opt-pso,classical-kmeans,1,1000,0.012884,0.993896,0.993896,0.999854,14.279
opt-pso,classical-kmeans,1,2000,0.012884,0.993896,0.993896,0.999854,28.969
opt-aco,classical-kmeans,1,125,0.012884,0.993896,0.993896,0.999854,1.832
opt-aco,classical-kmeans,1,250,0.012884,0.993896,0.993896,0.999854,3.614
opt-aco,classical-kmeans,1,500,0.012884,0.993896,0.993896,0.999854,6.969
opt-aco,classical-kmeans,1,1000,0.012884,0.993896,0.993896,0.999854,13.731
opt-aco,classical-kmeans,1,2000,0.011254,0.995938,0.993896,0.999854,27.468
opt-gd,classical-kmeans,1,125,0.008412,0.995729,0.993896,0.999854,1.993
opt-gd,classical-kmeans,1,250,0.005097,0.996146,0.993896,0.999854,3.971
opt-gd,classical-kmeans,1,500,0.002338,0.998792,0.993896,0.999854,8.016
opt-gd,classical-kmeans,1,1000,0.001291,0.999833,0.993896,0.999854,16.031
opt-gd,classical-kmeans,1,2000,0.001133,0.999854,0.993896,0.999854,32.128
none,classical-kmeans,2,125,0.026781,0.992708,0.992708,0.999250,0.017
none,classical-kmeans,2,250,0.026781,0.992708,0.992708,0.999250,0.017
none,classical-kmeans,2,500,0.026781,0.992708,0.992708,0.999250,0.017
none,classical-kmeans,2,1000,0.026781,0.992708,0.992708,0.999250,0.017
none,classical-kmeans,2,2000,0.026781,0.992708,0.992708,0.999250,0.017
scipy-lbfgsb,classical-kmeans,2,125,0.020289,0.994687,0.992708,0.999250,2.025
scipy-lbfgsb,classical-kmeans,2,250,0.013938,0.998396,0.992708,0.999250,4.189
scipy-lbfgsb,classical-kmeans,2,500,0.006091,0.999417,0.992708,0.999250,8.640
scipy-lbfgsb,classical-kmeans,2,1000,0.005325,0.999437,0.992708,0.999250,17.708
scipy-lbfgsb,classical-kmeans,2,2000,0.004801,0.999542,0.992708,0.999250,37.045
scipy-powell,classical-kmeans,2,125,0.009471,0.999250,0.992708,0.999250,2.130
scipy-powell,classical-kmeans,2,250,0.009471,0.999250,0.992708,0.999250,4.236
scipy-powell,classical-kmeans,2,500,0.009471,0.999250,0.992708,0.999250,8.461
scipy-powell,classical-kmeans,2,1000,0.007165,0.999375,0.992708,0.999250,16.621
scipy-powell,classical-kmeans,2,2000,0.001246,0.999729,0.992708,0.999250,33.419
scipy-de,classical-kmeans,2,125,0.026781,0.992708,0.992708,0.999250,1.816
scipy-de,classical-kmeans,2,250,0.026781,0.992708,0.992708,0.999250,3.549
scipy-de,classical-kmeans,2,500,0.026781,0.992708,0.992708,0.999250,6.947
scipy-de,classical-kmeans,2,1000,0.026781,0.992708,0.992708,0.999250,13.765
scipy-de,classical-kmeans,2,2000,0.026781,0.992708,0.992708,0.999250,28.159
opt-ga,classical-kmeans,2,125,0.026781,0.992708,0.992708,0.999250,1.819
opt-ga,classical-kmeans,2,250,0.026781,0.992708,0.992708,0.999250,3.523
opt-ga,classical-kmeans,2,500,0.026781,0.992708,0.992708,0.999250,6.988
opt-ga,classical-kmeans,2,1000,0.026781,0.992708,0.992708,0.999250,13.923
opt-ga,classical-kmeans,2,2000,0.014336,0.997917,0.992708,0.999250,28.148
opt-pso,classical-kmeans,2,125,0.026781,0.992708,0.992708,0.999250,1.749
opt-pso,classical-kmeans,2,250,0.026781,0.992708,0.992708,0.999250,3.449
opt-pso,classical-kmeans,2,500,0.026781,0.992708,0.992708,0.999250,7.056
opt-pso,classical-kmeans,2,1000,0.026781,0.992708,0.992708,0.999250,14.108
opt-pso,classical-kmeans,2,2000,0.026781,0.992708,0.992708,0.999250,28.479
opt-aco,classical-kmeans,2,125,0.026781,0.992708,0.992708,0.999250,1.730
opt-aco,classical-kmeans,2,250,0.026781,0.992708,0.992708,0.999250,3.435
opt-aco,classical-kmeans,2,500,0.026781,0.992708,0.992708,0.999250,6.995
opt-aco,classical-kmeans,2,1000,0.010839,0.998417,0.992708,0.999250,13.998
opt-aco,classical-kmeans,2,2000,0.003453,0.999333,0.992708,0.999250,28.388
opt-gd,classical-kmeans,2,125,0.020289,0.994687,0.992708,0.999250,2.107
opt-gd,classical-kmeans,2,250,0.013914,0.998396,0.992708,0.999250,4.222
opt-gd,classical-kmeans,2,500,0.006109,0.999417,0.992708,0.999250,8.634
opt-gd,classical-kmeans,2,1000,0.005230,0.999437,0.992708,0.999250,17.905
opt-gd,classical-kmeans,2,2000,0.004190,0.999500,0.992708,0.999250,36.338
none,classical-kmeans,3,125,0.033540,0.993604,0.993604,0.999708,0.022
none,classical-kmeans,3,250,0.033540,0.993604,0.993604,0.999708,0.022
none,classical-kmeans,3,500,0.033540,0.993604,0.993604,0.999708,0.022
none,classical-kmeans,3,1000,0.033540,0.993604,0.993604,0.999708,0.022
none,classical-kmeans,3,2000,0.033540,0.993604,0.993604,0.999708,0.022
scipy-lbfgsb,classical-kmeans,3,125,0.028417,0.995271,0.993604,0.999708,2.209
scipy-lbfgsb,classical-kmeans,3,250,0.025280,0.995833,0.993604,0.999708,4.324
scipy-lbfgsb,classical-kmeans,3,500,0.017605,0.998042,0.993604,0.999708,8.519
scipy-lbfgsb,classical-kmeans,3,1000,0.013830,0.998958,0.993604,0.999708,17.189
scipy-lbfgsb,classical-kmeans,3,2000,0.010032,0.999125,0.993604,0.999708,35.366
scipy-powell,classical-kmeans,3,125,0.033540,0.993604,0.993604,0.999708,2.092
scipy-powell,classical-kmeans,3,250,0.033540,0.993604,0.993604,0.999708,4.090
scipy-powell,classical-kmeans,3,500,0.018265,0.998458,0.993604,0.999708,8.161
scipy-powell,classical-kmeans,3,1000,0.015339,0.998833,0.993604,0.999708,16.443
scipy-powell,classical-kmeans,3,2000,0.002857,0.999708,0.993604,0.999708,33.280
scipy-de,classical-kmeans,3,125,0.033540,0.993604,0.993604,0.999708,1.837
scipy-de,classical-kmeans,3,250,0.033540,0.993604,0.993604,0.999708,3.561
scipy-de,classical-kmeans,3,500,0.033540,0.993604,0.993604,0.999708,6.902
scipy-de,classical-kmeans,3,1000,0.033540,0.993604,0.993604,0.999708,13.635
scipy-de,classical-kmeans,3,2000,0.033540,0.993604,0.993604,0.999708,27.068
opt-ga,classical-kmeans,3,125,0.033540,0.993604,0.993604,0.999708,1.729
opt-ga,classical-kmeans,3,250,0.033540,0.993604,0.993604,0.999708,3.449
opt-ga,classical-kmeans,3,500,0.033540,0.993604,0.993604,0.999708,6.940
opt-ga,classical-kmeans,3,1000,0.033540,0.993604,0.993604,0.999708,14.404
opt-ga,classical-kmeans,3,2000,0.031841,0.995958,0.993604,0.999708,29.632
opt-pso,classical-kmeans,3,125,0.033540,0.993604,0.993604,0.999708,1.832
opt-pso,classical-kmeans,3,250,0.033540,0.993604,0.993604,0.999708,3.757
opt-pso,classical-kmeans,3,500,0.033540,0.993604,0.993604,0.999708,7.505
opt-pso,classical-kmeans,3,1000,0.033540,0.993604,0.993604,0.999708,14.716
opt-pso,classical-kmeans,3,2000,0.033540,0.993604,0.993604,0.999708,28.984
opt-aco,classical-kmeans,3,125,0.033540,0.993604,0.993604,0.999708,1.729
opt-aco,classical-kmeans,3,250,0.033540,0.993604,0.993604,0.999708,3.472
opt-aco,classical-kmeans,3,500,0.033540,0.993604,0.993604,0.999708,6.860
opt-aco,classical-kmeans,3,1000,0.010619,0.995854,0.993604,0.999708,14.030
opt-aco,classical-kmeans,3,2000,0.003312,0.999479,0.993604,0.999708,28.369
opt-gd,classical-kmeans,3,125,0.028417,0.995271,0.993604,0.999708,1.943
opt-gd,classical-kmeans,3,250,0.025273,0.995833,0.993604,0.999708,3.967
opt-gd,classical-kmeans,3,500,0.017620,0.998042,0.993604,0.999708,8.146
opt-gd,classical-kmeans,3,1000,0.013675,0.998979,0.993604,0.999708,16.813
opt-gd,classical-kmeans,3,2000,0.012304,0.999104,0.993604,0.999708,34.716
none,classical-kmeans,4,125,0.016339,0.993563,0.993563,0.998833,0.018
none,classical-kmeans,4,250,0.016339,0.993563,0.993563,0.998833,0.018
none,classical-kmeans,4,500,0.016339,0.993563,0.993563,0.998833,0.018
none,classical-kmeans,4,1000,0.016339,0.993563,0.993563,0.998833,0.018
none,classical-kmeans,4,2000,0.016339,0.993563,0.993563,0.998833,0.018
scipy-lbfgsb,classical-kmeans,4,125,0.002714,0.999188,0.993563,0.998833,2.101
scipy-lbfgsb,classical-kmeans,4,250,0.002276,0.999500,0.993563,0.998833,4.205
scipy-lbfgsb,classical-kmeans,4,500,0.001517,0.999833,0.993563,0.998833,8.181
scipy-lbfgsb,classical-kmeans,4,1000,0.001308,0.999854,0.993563,0.998833,16.447
scipy-lbfgsb,classical-kmeans,4,2000,0.001259,0.999833,0.993563,0.998833,32.970
scipy-powell,classical-kmeans,4,125,0.016339,0.993563,0.993563,0.998833,2.122
scipy-powell,classical-kmeans,4,250,0.016339,0.993563,0.993563,0.998833,4.281
scipy-powell,classical-kmeans,4,500,0.001137,0.999833,0.993563,0.998833,8.539
scipy-powell,classical-kmeans,4,1000,0.001131,0.999833,0.993563,0.998833,17.404
scipy-powell,classical-kmeans,4,2000,0.001118,0.999833,0.993563,0.998833,34.379
scipy-de,classical-kmeans,4,125,0.016339,0.993563,0.993563,0.998833,1.734
scipy-de,classical-kmeans,4,250,0.016339,0.993563,0.993563,0.998833,3.419
scipy-de,classical-kmeans,4,500,0.016339,0.993563,0.993563,0.998833,6.945
scipy-de,classical-kmeans,4,1000,0.016339,0.993563,0.993563,0.998833,13.789
scipy-de,classical-kmeans,4,2000,0.016339,0.993563,0.993563,0.998833,27.519
opt-ga,classical-kmeans,4,125,0.016339,0.993563,0.993563,0.998833,1.759
opt-ga,classical-kmeans,4,250,0.013106,0.995229,0.993563,0.998833,3.525
opt-ga,classical-kmeans,4,500,0.006630,0.999437,0.993563,0.998833,7.209
opt-ga,classical-kmeans,4,1000,0.004082,0.999875,0.993563,0.998833,15.505
opt-ga,classical-kmeans,4,2000,0.001481,0.999812,0.993563,0.998833,32.536
opt-pso,classical-kmeans,4,125,0.016339,0.993563,0.993563,0.998833,1.793
opt-pso,classical-kmeans,4,250,0.016339,0.993563,0.993563,0.998833,3.529
opt-pso,classical-kmeans,4,500,0.016339,0.993563,0.993563,0.998833,7.100
opt-pso,classical-kmeans,4,1000,0.016339,0.993563,0.993563,0.998833,13.987
opt-pso,classical-kmeans,4,2000,0.016339,0.993563,0.993563,0.998833,27.911
opt-aco,classical-kmeans,4,125,0.016339,0.993563,0.993563,0.998833,1.788
opt-aco,classical-kmeans,4,250,0.016339,0.993563,0.993563,0.998833,3.583
opt-aco,classical-kmeans,4,500,0.016339,0.993563,0.993563,0.998833,7.053
opt-aco,classical-kmeans,4,1000,0.016339,0.993563,0.993563,0.998833,14.060
opt-aco,classical-kmeans,4,2000,0.008683,0.999188,0.993563,0.998833,28.249
opt-gd,classical-kmeans,4,125,0.002713,0.999188,0.993563,0.998833,2.132
opt-gd,classical-kmeans,4,250,0.002319,0.999458,0.993563,0.998833,4.277
opt-gd,classical-kmeans,4,500,0.001558,0.999750,0.993563,0.998833,8.474
opt-gd,classical-kmeans,4,1000,0.001290,0.999854,0.993563,0.998833,16.615
opt-gd,classical-kmeans,4,2000,0.001202,0.999833,0.993563,0.998833,33.177
