arm,init,seed,eval,seconds,best_obj
none,hot,0,0,0.0000,0.009248
scipy-lbfgsb,hot,0,0,0.0000,0.009248
scipy-lbfgsb,hot,0,12,0.3855,0.009248
scipy-lbfgsb,hot,0,14,0.4446,0.009248
scipy-lbfgsb,hot,0,22,0.6774,0.009248
scipy-lbfgsb,hot,0,58,1.7250,0.009247
scipy-lbfgsb,hot,0,102,3.0062,0.009179
scipy-lbfgsb,hot,0,113,3.3223,0.009178
scipy-lbfgsb,hot,0,129,3.7785,0.009178
scipy-lbfgsb,hot,0,153,4.4617,0.009178
scipy-lbfgsb,hot,0,203,5.9047,0.003306
scipy-lbfgsb,hot,0,214,6.2261,0.003306
scipy-lbfgsb,hot,0,230,6.6917,0.003306
scipy-lbfgsb,hot,0,254,7.3906,0.003305
scipy-lbfgsb,hot,0,405,11.8186,0.001484
scipy-lbfgsb,hot,0,408,11.9128,0.001484
scipy-lbfgsb,hot,0,409,11.9437,0.001484
scipy-lbfgsb,hot,0,417,12.1747,0.001484
scipy-lbfgsb,hot,0,433,12.6386,0.001484
scipy-lbfgsb,hot,0,457,13.3612,0.001484
scipy-lbfgsb,hot,0,462,13.5147,0.001482
scipy-lbfgsb,hot,0,463,13.5440,0.001478
scipy-lbfgsb,hot,0,506,14.8155,0.001088
scipy-lbfgsb,hot,0,515,15.0796,0.001088
scipy-lbfgsb,hot,0,518,15.1697,0.001088
scipy-lbfgsb,hot,0,534,15.6428,0.001088
scipy-lbfgsb,hot,0,558,16.3551,0.001088
scipy-lbfgsb,hot,0,603,17.6762,0.001088
scipy-lbfgsb,hot,0,604,17.7053,0.001088
scipy-lbfgsb,hot,0,607,17.7916,0.000997
scipy-lbfgsb,hot,0,610,17.8789,0.000997
scipy-lbfgsb,hot,0,611,17.9069,0.000997
scipy-lbfgsb,hot,0,619,18.1353,0.000997
scipy-lbfgsb,hot,0,635,18.5988,0.000997
scipy-lbfgsb,hot,0,659,19.3038,0.000997
scipy-lbfgsb,hot,0,664,19.4589,0.000997
scipy-lbfgsb,hot,0,665,19.4895,0.000997
scipy-lbfgsb,hot,0,704,20.6583,0.000996
scipy-lbfgsb,hot,0,705,20.6878,0.000996
scipy-lbfgsb,hot,0,708,20.7769,0.000946
scipy-lbfgsb,hot,0,711,20.8642,0.000946
scipy-lbfgsb,hot,0,712,20.8934,0.000946
scipy-lbfgsb,hot,0,720,21.1379,0.000946
scipy-lbfgsb,hot,0,736,21.6150,0.000946
scipy-lbfgsb,hot,0,760,22.3358,0.000946
scipy-lbfgsb,hot,0,765,22.4878,0.000946
scipy-lbfgsb,hot,0,805,23.7066,0.000946
scipy-lbfgsb,hot,0,806,23.7378,0.000946
scipy-lbfgsb,hot,0,809,23.8282,0.000869
scipy-lbfgsb,hot,0,812,23.9171,0.000869
scipy-lbfgsb,hot,0,813,23.9462,0.000869
scipy-lbfgsb,hot,0,858,25.3294,0.000869
scipy-lbfgsb,hot,0,866,25.5707,0.000869
scipy-lbfgsb,hot,0,910,26.9245,0.000832
scipy-lbfgsb,hot,0,913,27.0117,0.000832
scipy-lbfgsb,hot,0,914,27.0419,0.000832
scipy-lbfgsb,hot,0,919,27.1887,0.000832
scipy-lbfgsb,hot,0,935,27.6591,0.000832
scipy-lbfgsb,hot,0,959,28.3742,0.000832
scipy-lbfgsb,hot,0,967,28.6045,0.000832
scipy-lbfgsb,hot,0,1011,29.8985,0.000801
scipy-lbfgsb,hot,0,1014,29.9966,0.000801
scipy-lbfgsb,hot,0,1015,30.0279,0.000801
scipy-lbfgsb,hot,0,1020,30.1818,0.000801
scipy-lbfgsb,hot,0,1036,30.6491,0.000801
scipy-lbfgsb,hot,0,1060,31.3676,0.000801
scipy-lbfgsb,hot,0,1213,35.8768,0.000763
scipy-lbfgsb,hot,0,1216,35.9689,0.000763
scipy-lbfgsb,hot,0,1217,35.9991,0.000763
scipy-lbfgsb,hot,0,1222,36.1436,0.000763
scipy-lbfgsb,hot,0,1238,36.6196,0.000763
scipy-lbfgsb,hot,0,1262,37.3288,0.000763
scipy-lbfgsb,hot,0,1415,41.9169,0.000762
scipy-lbfgsb,hot,0,1418,42.0057,0.000762
scipy-lbfgsb,hot,0,1419,42.0357,0.000762
scipy-lbfgsb,hot,0,1424,42.1861,0.000762
scipy-lbfgsb,hot,0,1440,42.6695,0.000762
scipy-lbfgsb,hot,0,1464,43.3716,0.000762
scipy-lbfgsb,hot,0,1617,48.0240,0.000758
scipy-lbfgsb,hot,0,1627,48.3414,0.000758
scipy-lbfgsb,hot,0,1643,48.8393,0.000758
scipy-lbfgsb,hot,0,1667,49.5695,0.000758
scipy-lbfgsb,hot,0,1718,51.1408,0.000756
scipy-lbfgsb,hot,0,1721,51.2308,0.000756
scipy-lbfgsb,hot,0,1722,51.2610,0.000756
scipy-lbfgsb,hot,0,1727,51.4080,0.000756
scipy-lbfgsb,hot,0,1743,51.8877,0.000756
scipy-lbfgsb,hot,0,1767,52.5890,0.000756
scipy-lbfgsb,hot,0,1819,54.1851,0.000756
scipy-lbfgsb,hot,0,1822,54.2774,0.000756
scipy-lbfgsb,hot,0,1823,54.3089,0.000756
scipy-lbfgsb,hot,0,1828,54.4626,0.000756
scipy-lbfgsb,hot,0,1844,54.9642,0.000756
scipy-lbfgsb,hot,0,1868,55.7056,0.000756
scipy-lbfgsb,hot,0,1920,57.7578,0.000755
scipy-lbfgsb,hot,0,1930,58.1752,0.000755
scipy-lbfgsb,hot,0,1933,58.2987,0.000755
scipy-lbfgsb,hot,0,1941,58.6260,0.000755
scipy-powell,hot,0,0,0.0000,0.009248
scipy-powell,hot,0,94,3.0468,0.002567
scipy-powell,hot,0,97,3.1419,0.002053
scipy-powell,hot,0,98,3.1726,0.001811
scipy-powell,hot,0,99,3.2039,0.001583
scipy-powell,hot,0,102,3.2975,0.001583
scipy-powell,hot,0,103,3.3291,0.001583
scipy-powell,hot,0,104,3.3597,0.001583
scipy-powell,hot,0,105,3.3908,0.001583
scipy-powell,hot,0,106,3.4222,0.001583
scipy-powell,hot,0,119,3.8362,0.001583
scipy-powell,hot,0,120,3.8662,0.001583
scipy-powell,hot,0,121,3.8962,0.001583
scipy-powell,hot,0,122,3.9270,0.001583
scipy-powell,hot,0,123,3.9578,0.001583
scipy-powell,hot,0,124,3.9890,0.001583
scipy-powell,hot,0,128,4.1202,0.001583
scipy-powell,hot,0,135,4.3349,0.001583
scipy-powell,hot,0,136,4.3648,0.001583
scipy-powell,hot,0,137,4.3977,0.001583
scipy-powell,hot,0,144,4.6296,0.001583
scipy-powell,hot,0,165,5.3406,0.001583
scipy-powell,hot,0,166,5.3752,0.001583
scipy-powell,hot,0,167,5.4092,0.001583
scipy-powell,hot,0,168,5.4465,0.001583
scipy-powell,hot,0,171,5.5481,0.001583
scipy-powell,hot,0,178,5.7910,0.001583
scipy-powell,hot,0,179,5.8241,0.001583
scipy-powell,hot,0,183,5.9528,0.001583
scipy-powell,hot,0,276,9.0037,0.001476
scipy-powell,hot,0,279,9.1132,0.001475
scipy-powell,hot,0,280,9.1496,0.001474
scipy-powell,hot,0,281,9.1845,0.001473
scipy-powell,hot,0,282,9.2202,0.001473
scipy-powell,hot,0,283,9.2553,0.001473
scipy-powell,hot,0,284,9.2896,0.001473
scipy-powell,hot,0,285,9.3250,0.001473
scipy-powell,hot,0,401,12.7998,0.001346
scipy-powell,hot,0,404,12.8967,0.001340
scipy-powell,hot,0,406,12.9577,0.001339
scipy-powell,hot,0,407,12.9888,0.001339
scipy-powell,hot,0,408,13.0196,0.001339
scipy-powell,hot,0,409,13.0508,0.001339
scipy-powell,hot,0,410,13.0806,0.001339
scipy-powell,hot,0,411,13.1118,0.001339
scipy-powell,hot,0,412,13.1424,0.001339
scipy-powell,hot,0,413,13.1736,0.001339
scipy-powell,hot,0,414,13.2065,0.001339
scipy-powell,hot,0,418,13.3255,0.001339
scipy-powell,hot,0,468,14.8196,0.001211
scipy-powell,hot,0,471,14.9077,0.001210
scipy-powell,hot,0,473,14.9683,0.001210
scipy-powell,hot,0,474,14.9988,0.001210
scipy-powell,hot,0,681,21.3202,0.001071
scipy-powell,hot,0,682,21.3508,0.001069
scipy-powell,hot,0,684,21.4097,0.001067
scipy-powell,hot,0,686,21.4743,0.001067
scipy-powell,hot,0,688,21.5365,0.001066
scipy-powell,hot,0,689,21.5672,0.001066
scipy-powell,hot,0,690,21.5967,0.001066
scipy-powell,hot,0,692,21.6567,0.001066
scipy-powell,hot,0,694,21.7171,0.001066
scipy-powell,hot,0,695,21.7463,0.001066
scipy-powell,hot,0,696,21.7758,0.001066
scipy-powell,hot,0,820,25.5779,0.001014
scipy-powell,hot,0,823,25.6720,0.001009
scipy-powell,hot,0,825,25.7315,0.001008
scipy-powell,hot,0,826,25.7605,0.001008
scipy-powell,hot,0,827,25.7898,0.001008
scipy-powell,hot,0,828,25.8196,0.001008
scipy-powell,hot,0,829,25.8500,0.001008
scipy-powell,hot,0,830,25.8799,0.001008
scipy-powell,hot,0,831,25.9092,0.001008
scipy-powell,hot,0,952,29.5233,0.000900
scipy-powell,hot,0,953,29.5529,0.000898
scipy-powell,hot,0,956,29.6397,0.000898
scipy-powell,hot,0,957,29.6701,0.000898
scipy-powell,hot,0,959,29.7287,0.000898
scipy-powell,hot,0,960,29.7581,0.000898
scipy-powell,hot,0,961,29.7882,0.000898
scipy-powell,hot,0,962,29.8175,0.000898
scipy-powell,hot,0,963,29.8466,0.000898
scipy-powell,hot,0,1020,31.5447,0.000898
scipy-powell,hot,0,1021,31.5736,0.000898
scipy-powell,hot,0,1022,31.6043,0.000898
scipy-powell,hot,0,1023,31.6347,0.000898
scipy-powell,hot,0,1024,31.6647,0.000898
scipy-powell,hot,0,1039,32.1089,0.000898
scipy-powell,hot,0,1047,32.3449,0.000896
scipy-powell,hot,0,1048,32.3748,0.000894
scipy-powell,hot,0,1050,32.4340,0.000894
scipy-powell,hot,0,1051,32.4643,0.000894
scipy-powell,hot,0,1052,32.4938,0.000894
scipy-powell,hot,0,1054,32.5528,0.000894
scipy-powell,hot,0,1056,32.6125,0.000894
scipy-powell,hot,0,1057,32.6439,0.000894
scipy-powell,hot,0,1058,32.6739,0.000894
scipy-powell,hot,0,1066,32.9116,0.000894
scipy-powell,hot,0,1072,33.0869,0.000894
scipy-powell,hot,0,1083,33.4123,0.000823
scipy-powell,hot,0,1085,33.4720,0.000819
scipy-powell,hot,0,1087,33.5309,0.000819
scipy-powell,hot,0,1088,33.5599,0.000819
scipy-powell,hot,0,1089,33.5889,0.000819
scipy-powell,hot,0,1090,33.6191,0.000819
scipy-powell,hot,0,1091,33.6484,0.000819
scipy-powell,hot,0,1145,35.2339,0.000819
scipy-powell,hot,0,1147,35.2919,0.000819
scipy-powell,hot,0,1148,35.3210,0.000819
scipy-powell,hot,0,1149,35.3501,0.000819
scipy-powell,hot,0,1150,35.3795,0.000819
scipy-powell,hot,0,1156,35.5566,0.000819
scipy-powell,hot,0,1166,35.8506,0.000819
scipy-powell,hot,0,1167,35.8799,0.000819
scipy-powell,hot,0,1168,35.9090,0.000819
scipy-powell,hot,0,1169,35.9382,0.000819
scipy-powell,hot,0,1170,35.9678,0.000819
scipy-powell,hot,0,1171,35.9972,0.000819
scipy-powell,hot,0,1183,36.3559,0.000819
scipy-powell,hot,0,1184,36.3856,0.000819
scipy-powell,hot,0,1185,36.4158,0.000819
scipy-powell,hot,0,1186,36.4467,0.000819
scipy-powell,hot,0,1187,36.4766,0.000819
scipy-powell,hot,0,1192,36.6257,0.000819
scipy-powell,hot,0,1199,36.8339,0.000819
scipy-powell,hot,0,1202,36.9226,0.000819
scipy-powell,hot,0,1203,36.9520,0.000819
scipy-powell,hot,0,1204,36.9819,0.000819
scipy-powell,hot,0,1230,37.7685,0.000819
scipy-powell,hot,0,1231,37.7983,0.000819
scipy-powell,hot,0,1232,37.8287,0.000819
scipy-powell,hot,0,1233,37.8604,0.000819
scipy-powell,hot,0,1234,37.8908,0.000819
scipy-powell,hot,0,1235,37.9217,0.000819
scipy-powell,hot,0,1236,37.9525,0.000819
scipy-powell,hot,0,1252,38.4376,0.000819
scipy-powell,hot,0,1278,39.2309,0.000819
scipy-powell,hot,0,1287,39.5020,0.000819
scipy-powell,hot,0,1297,39.8036,0.000819
scipy-powell,hot,0,1299,39.8647,0.000819
scipy-powell,hot,0,1306,40.0815,0.000818
scipy-powell,hot,0,1307,40.1120,0.000813
scipy-powell,hot,0,1308,40.1430,0.000802
scipy-powell,hot,0,1309,40.1733,0.000791
scipy-powell,hot,0,1311,40.2335,0.000791
scipy-powell,hot,0,1312,40.2640,0.000791
scipy-powell,hot,0,1313,40.2940,0.000791
scipy-powell,hot,0,1314,40.3334,0.000791
scipy-powell,hot,0,1315,40.3631,0.000791
scipy-powell,hot,0,1371,42.0376,0.000791
scipy-powell,hot,0,1372,42.0676,0.000791
scipy-powell,hot,0,1373,42.0978,0.000791
scipy-powell,hot,0,1375,42.1576,0.000791
scipy-powell,hot,0,1376,42.1873,0.000791
scipy-powell,hot,0,1388,42.5675,0.000791
scipy-powell,hot,0,1389,42.5987,0.000791
scipy-powell,hot,0,1390,42.6289,0.000791
scipy-powell,hot,0,1391,42.6593,0.000791
scipy-powell,hot,0,1392,42.6903,0.000791
scipy-powell,hot,0,1393,42.7209,0.000791
scipy-powell,hot,0,1394,42.7517,0.000791
scipy-powell,hot,0,1400,42.9430,0.000791
scipy-powell,hot,0,1404,43.0685,0.000791
scipy-powell,hot,0,1414,43.3696,0.000791
scipy-powell,hot,0,1415,43.4002,0.000791
scipy-powell,hot,0,1423,43.6432,0.000791
scipy-powell,hot,0,1424,43.6748,0.000791
scipy-powell,hot,0,1432,43.9245,0.000791
scipy-powell,hot,0,1433,43.9546,0.000791
scipy-powell,hot,0,1519,46.5628,0.000759
scipy-powell,hot,0,1522,46.6604,0.000758
scipy-powell,hot,0,1523,46.6922,0.000748
scipy-powell,hot,0,1525,46.7543,0.000748
scipy-powell,hot,0,1527,46.8186,0.000748
scipy-powell,hot,0,1529,46.8847,0.000748
scipy-powell,hot,0,1530,46.9160,0.000748
scipy-powell,hot,0,1644,50.4148,0.000657
scipy-powell,hot,0,1647,50.5049,0.000656
scipy-powell,hot,0,1648,50.5349,0.000650
scipy-powell,hot,0,1649,50.5668,0.000649
scipy-powell,hot,0,1650,50.5983,0.000648
scipy-powell,hot,0,1652,50.6620,0.000648
scipy-powell,hot,0,1653,50.6918,0.000648
scipy-powell,hot,0,1655,50.7565,0.000648
scipy-powell,hot,0,1656,50.7881,0.000648
scipy-powell,hot,0,1657,50.8235,0.000648
scipy-powell,hot,0,1658,50.8565,0.000648
scipy-powell,hot,0,1659,50.8873,0.000648
scipy-powell,hot,0,1660,50.9183,0.000648
scipy-powell,hot,0,1937,59.3383,0.000648
scipy-powell,hot,0,1942,59.4909,0.000647
scipy-powell,hot,0,1944,59.5518,0.000647
scipy-powell,hot,0,1945,59.5821,0.000647
scipy-powell,hot,0,1946,59.6119,0.000647
scipy-powell,hot,0,1947,59.6422,0.000647
scipy-powell,hot,0,1948,59.6731,0.000647
scipy-powell,hot,0,1949,59.7036,0.000647
scipy-powell,hot,0,1956,59.9111,0.000647
scipy-de,hot,0,0,0.0000,0.009248
opt-ga,hot,0,0,0.0000,0.009248
opt-ga,hot,0,281,5.5142,0.003000
opt-ga,hot,0,540,11.6024,0.001324
opt-ga,hot,0,869,21.2558,0.001273
opt-ga,hot,0,955,23.9161,0.001118
opt-ga,hot,0,1180,30.9761,0.001067
opt-ga,hot,0,1385,37.3177,0.001011
opt-ga,hot,0,1518,41.4312,0.000960
opt-ga,hot,0,1711,47.5238,0.000930
opt-ga,hot,0,1810,50.6723,0.000881
opt-pso,hot,0,0,0.0000,0.009248
opt-aco,hot,0,0,0.0000,0.009248
opt-aco,hot,0,465,8.9884,0.008538
opt-aco,hot,0,1248,23.9536,0.008464
opt-aco,hot,0,1271,24.3964,0.008121
opt-aco,hot,0,1284,24.6466,0.007330
opt-aco,hot,0,1349,25.9229,0.006192
opt-aco,hot,0,1889,36.2521,0.002975
opt-gd,hot,0,0,0.0000,0.009248
opt-gd,hot,0,12,0.3943,0.009248
opt-gd,hot,0,14,0.4564,0.009248
opt-gd,hot,0,22,0.7072,0.009248
opt-gd,hot,0,32,1.0240,0.009248
opt-gd,hot,0,33,1.0563,0.009248
opt-gd,hot,0,37,1.1813,0.009248
opt-gd,hot,0,65,2.0481,0.009248
opt-gd,hot,0,102,3.1965,0.009214
opt-gd,hot,0,113,3.5378,0.009214
opt-gd,hot,0,129,4.0400,0.009214
opt-gd,hot,0,133,4.1582,0.009214
opt-gd,hot,0,134,4.1883,0.009214
opt-gd,hot,0,138,4.3054,0.009214
opt-gd,hot,0,166,5.1344,0.009214
opt-gd,hot,0,304,9.3195,0.001926
opt-gd,hot,0,307,9.4089,0.001926
opt-gd,hot,0,308,9.4388,0.001926
opt-gd,hot,0,316,9.6836,0.001926
opt-gd,hot,0,332,10.1630,0.001926
opt-gd,hot,0,356,10.8815,0.001926
opt-gd,hot,0,361,11.0340,0.001926
opt-gd,hot,0,362,11.0648,0.001926
opt-gd,hot,0,405,12.3814,0.001597
opt-gd,hot,0,416,12.7058,0.001597
opt-gd,hot,0,432,13.1871,0.001597
opt-gd,hot,0,456,13.8981,0.001597
opt-gd,hot,0,506,15.3998,0.001488
opt-gd,hot,0,509,15.4895,0.001488
opt-gd,hot,0,510,15.5191,0.001488
opt-gd,hot,0,518,15.7557,0.001488
opt-gd,hot,0,534,16.2256,0.001488
opt-gd,hot,0,558,16.9454,0.001488
opt-gd,hot,0,563,17.1031,0.001488
opt-gd,hot,0,564,17.1333,0.001488
opt-gd,hot,0,708,21.5044,0.001279
opt-gd,hot,0,711,21.6016,0.001279
opt-gd,hot,0,712,21.6308,0.001279
opt-gd,hot,0,720,21.8691,0.001279
opt-gd,hot,0,736,22.3536,0.001279
opt-gd,hot,0,760,23.0854,0.001279
opt-gd,hot,0,765,23.2351,0.001279
opt-gd,hot,0,766,23.2657,0.001279
opt-gd,hot,0,809,24.5724,0.001229
opt-gd,hot,0,812,24.6647,0.001229
opt-gd,hot,0,813,24.6944,0.001229
opt-gd,hot,0,821,24.9357,0.001229
opt-gd,hot,0,837,25.4131,0.001229
opt-gd,hot,0,861,26.1312,0.001229
opt-gd,hot,0,866,26.2906,0.001229
opt-gd,hot,0,867,26.3217,0.001229
opt-gd,hot,0,910,27.6563,0.000966
opt-gd,hot,0,913,27.7552,0.000966
opt-gd,hot,0,914,27.7875,0.000966
opt-gd,hot,0,967,29.5084,0.000966
opt-gd,hot,0,968,29.5415,0.000966
opt-gd,hot,0,1011,30.9405,0.000930
opt-gd,hot,0,1014,31.0365,0.000930
opt-gd,hot,0,1015,31.0688,0.000930
opt-gd,hot,0,1068,32.7952,0.000930
opt-gd,hot,0,1112,34.1766,0.000849
opt-gd,hot,0,1115,34.2688,0.000849
opt-gd,hot,0,1116,34.2997,0.000849
opt-gd,hot,0,1169,36.0058,0.000849
opt-gd,hot,0,1213,37.4162,0.000843
opt-gd,hot,0,1216,37.5111,0.000843
opt-gd,hot,0,1217,37.5412,0.000843
opt-gd,hot,0,1314,40.5346,0.000839
opt-gd,hot,0,1317,40.6329,0.000839
opt-gd,hot,0,1318,40.6642,0.000839
opt-gd,hot,0,1415,43.6628,0.000820
opt-gd,hot,0,1418,43.7533,0.000820
opt-gd,hot,0,1419,43.7830,0.000820
opt-gd,hot,0,1424,43.9361,0.000820
opt-gd,hot,0,1430,44.1172,0.000820
opt-gd,hot,0,1464,45.1750,0.000820
opt-gd,hot,0,1516,46.6995,0.000780
opt-gd,hot,0,1519,46.7920,0.000780
opt-gd,hot,0,1520,46.8214,0.000780
opt-gd,hot,0,1525,46.9715,0.000780
opt-gd,hot,0,1531,47.1487,0.000780
opt-gd,hot,0,1565,48.1559,0.000780
opt-gd,hot,0,1718,52.7694,0.000775
opt-gd,hot,0,1721,52.8668,0.000775
opt-gd,hot,0,1722,52.8984,0.000775
opt-gd,hot,0,1727,53.0644,0.000775
opt-gd,hot,0,1733,53.2504,0.000775
opt-gd,hot,0,1819,55.8495,0.000763
opt-gd,hot,0,1824,56.0045,0.000763
opt-gd,hot,0,1829,56.1593,0.000763
opt-gd,hot,0,1869,57.3500,0.000763
opt-gd,hot,0,1920,58.8902,0.000758
opt-gd,hot,0,1923,58.9831,0.000758
opt-gd,hot,0,1924,59.0141,0.000758
opt-gd,hot,0,1929,59.1703,0.000758
opt-gd,hot,0,1935,59.3632,0.000758
opt-gd,hot,0,1969,60.4111,0.000758
none,hot,1,0,0.0000,0.008828
scipy-lbfgsb,hot,1,0,0.0000,0.008828
scipy-lbfgsb,hot,1,12,0.4199,0.008828
scipy-lbfgsb,hot,1,14,0.4803,0.008828
scipy-lbfgsb,hot,1,22,0.7219,0.008828
scipy-lbfgsb,hot,1,60,1.8696,0.008828
scipy-lbfgsb,hot,1,102,3.1629,0.008765
scipy-lbfgsb,hot,1,113,3.5138,0.008765
scipy-lbfgsb,hot,1,129,4.0152,0.008765
scipy-lbfgsb,hot,1,137,4.2629,0.008765
scipy-lbfgsb,hot,1,203,6.2667,0.003735
scipy-lbfgsb,hot,1,214,6.5986,0.003734
scipy-lbfgsb,hot,1,230,7.0768,0.003734
scipy-lbfgsb,hot,1,238,7.3213,0.003734
scipy-lbfgsb,hot,1,405,12.5538,0.001411
scipy-lbfgsb,hot,1,408,12.6472,0.001411
scipy-lbfgsb,hot,1,409,12.6778,0.001411
scipy-lbfgsb,hot,1,417,12.9261,0.001411
scipy-lbfgsb,hot,1,433,13.4201,0.001411
scipy-lbfgsb,hot,1,441,13.6720,0.001411
scipy-lbfgsb,hot,1,442,13.7039,0.001411
scipy-lbfgsb,hot,1,464,14.4030,0.001409
scipy-lbfgsb,hot,1,465,14.4348,0.001407
scipy-lbfgsb,hot,1,506,15.7620,0.001165
scipy-lbfgsb,hot,1,513,15.9919,0.001165
scipy-lbfgsb,hot,1,518,16.1492,0.001165
scipy-lbfgsb,hot,1,534,16.6665,0.001165
scipy-lbfgsb,hot,1,541,16.8825,0.001165
scipy-lbfgsb,hot,1,607,18.9331,0.001010
scipy-lbfgsb,hot,1,610,19.0551,0.001010
scipy-lbfgsb,hot,1,611,19.0866,0.001010
scipy-lbfgsb,hot,1,619,19.3354,0.001010
scipy-lbfgsb,hot,1,635,19.8346,0.001010
scipy-lbfgsb,hot,1,643,20.0694,0.001010
scipy-lbfgsb,hot,1,644,20.0988,0.001010
scipy-lbfgsb,hot,1,645,20.1282,0.001010
scipy-lbfgsb,hot,1,704,21.9814,0.001010
scipy-lbfgsb,hot,1,705,22.0121,0.001010
scipy-lbfgsb,hot,1,708,22.1057,0.000978
scipy-lbfgsb,hot,1,711,22.1990,0.000978
scipy-lbfgsb,hot,1,712,22.2286,0.000978
scipy-lbfgsb,hot,1,720,22.4646,0.000978
scipy-lbfgsb,hot,1,736,22.9406,0.000978
scipy-lbfgsb,hot,1,744,23.1819,0.000978
scipy-lbfgsb,hot,1,745,23.2123,0.000978
scipy-lbfgsb,hot,1,746,23.2425,0.000978
scipy-lbfgsb,hot,1,767,23.8927,0.000978
scipy-lbfgsb,hot,1,805,25.0588,0.000978
scipy-lbfgsb,hot,1,806,25.0894,0.000978
scipy-lbfgsb,hot,1,809,25.1798,0.000905
scipy-lbfgsb,hot,1,812,25.2760,0.000905
scipy-lbfgsb,hot,1,813,25.3069,0.000905
scipy-lbfgsb,hot,1,845,26.2924,0.000905
scipy-lbfgsb,hot,1,846,26.3245,0.000905
scipy-lbfgsb,hot,1,868,27.0345,0.000905
scipy-lbfgsb,hot,1,906,28.2353,0.000905
scipy-lbfgsb,hot,1,910,28.3542,0.000884
scipy-lbfgsb,hot,1,913,28.4442,0.000884
scipy-lbfgsb,hot,1,914,28.4740,0.000884
scipy-lbfgsb,hot,1,917,28.5668,0.000884
scipy-lbfgsb,hot,1,931,28.9881,0.000884
scipy-lbfgsb,hot,1,932,29.0189,0.000884
scipy-lbfgsb,hot,1,969,30.1461,0.000883
scipy-lbfgsb,hot,1,1007,31.3181,0.000883
scipy-lbfgsb,hot,1,1011,31.4390,0.000873
scipy-lbfgsb,hot,1,1014,31.5345,0.000873
scipy-lbfgsb,hot,1,1015,31.5655,0.000873
scipy-lbfgsb,hot,1,1018,31.6595,0.000873
scipy-lbfgsb,hot,1,1036,32.2081,0.000873
scipy-lbfgsb,hot,1,1070,33.2462,0.000873
scipy-lbfgsb,hot,1,1112,34.5338,0.000866
scipy-lbfgsb,hot,1,1115,34.6232,0.000866
scipy-lbfgsb,hot,1,1116,34.6526,0.000866
scipy-lbfgsb,hot,1,1119,34.7441,0.000866
scipy-lbfgsb,hot,1,1133,35.1717,0.000866
scipy-lbfgsb,hot,1,1134,35.2025,0.000866
scipy-lbfgsb,hot,1,1213,37.6528,0.000863
scipy-lbfgsb,hot,1,1216,37.7440,0.000863
scipy-lbfgsb,hot,1,1217,37.7739,0.000863
scipy-lbfgsb,hot,1,1220,37.8676,0.000863
scipy-lbfgsb,hot,1,1235,38.3211,0.000863
scipy-lbfgsb,hot,1,1314,40.7858,0.000860
scipy-lbfgsb,hot,1,1322,41.0459,0.000860
scipy-lbfgsb,hot,1,1340,41.6229,0.000860
scipy-lbfgsb,hot,1,1415,44.0358,0.000855
scipy-lbfgsb,hot,1,1418,44.1259,0.000855
scipy-lbfgsb,hot,1,1419,44.1558,0.000855
scipy-lbfgsb,hot,1,1422,44.2473,0.000855
scipy-lbfgsb,hot,1,1440,44.7868,0.000855
scipy-lbfgsb,hot,1,1446,44.9639,0.000855
scipy-lbfgsb,hot,1,1617,50.0940,0.000851
scipy-lbfgsb,hot,1,1620,50.1871,0.000851
scipy-lbfgsb,hot,1,1621,50.2166,0.000851
scipy-lbfgsb,hot,1,1624,50.3060,0.000851
scipy-lbfgsb,hot,1,1642,50.8529,0.000851
scipy-lbfgsb,hot,1,1718,53.1626,0.000850
scipy-lbfgsb,hot,1,1721,53.2527,0.000850
scipy-lbfgsb,hot,1,1722,53.2824,0.000850
scipy-lbfgsb,hot,1,1725,53.3741,0.000850
scipy-lbfgsb,hot,1,1743,53.9166,0.000850
scipy-lbfgsb,hot,1,1755,54.2796,0.000850
scipy-lbfgsb,hot,1,1756,54.3091,0.000850
scipy-lbfgsb,hot,1,1819,56.1870,0.000849
scipy-lbfgsb,hot,1,1827,56.4261,0.000849
scipy-lbfgsb,hot,1,1845,56.9916,0.000849
scipy-lbfgsb,hot,1,1920,59.2934,0.000848
scipy-lbfgsb,hot,1,1926,59.4720,0.000848
scipy-lbfgsb,hot,1,1928,59.5331,0.000848
scipy-lbfgsb,hot,1,1933,59.6850,0.000848
scipy-lbfgsb,hot,1,1941,59.9376,0.000848
scipy-powell,hot,1,0,0.0000,0.008828
scipy-powell,hot,1,101,3.0676,0.002705
scipy-powell,hot,1,104,3.1588,0.001993
scipy-powell,hot,1,105,3.1896,0.001790
scipy-powell,hot,1,106,3.2201,0.001580
scipy-powell,hot,1,109,3.3096,0.001579
scipy-powell,hot,1,110,3.3390,0.001579
scipy-powell,hot,1,111,3.3690,0.001579
scipy-powell,hot,1,112,3.3986,0.001579
scipy-powell,hot,1,113,3.4289,0.001579
scipy-powell,hot,1,123,3.7378,0.001579
scipy-powell,hot,1,124,3.7681,0.001579
scipy-powell,hot,1,125,3.8056,0.001579
scipy-powell,hot,1,126,3.8432,0.001579
scipy-powell,hot,1,127,3.8825,0.001579
scipy-powell,hot,1,128,3.9215,0.001579
scipy-powell,hot,1,129,3.9589,0.001579
scipy-powell,hot,1,140,4.3063,0.001579
scipy-powell,hot,1,141,4.3368,0.001579
scipy-powell,hot,1,142,4.3668,0.001579
