seed,family,condition,detector,auroc,fpr@95tpr,n_pos,n_neg,feat_ms,fit_ms,score_ms_per_1k,n_mfs
6,FalsePremise,matched,perplexity,0.6359708344585471,0.7577639751552795,161,161,0.0,0.0,0.4496894305375237,
6,FalsePremise,raw,mean entropy,0.7110481586402266,0.7138810198300283,716,353,0.0,0.0,0.17436856244515603,
6,FalsePremise,matched,mean entropy,0.6077697619690599,0.8074534161490683,161,161,0.0,0.0,0.4052795160284139,
6,FalsePremise,raw,n_tokens (control),0.840435928276386,0.509915014164306,716,353,0.0,0.0,0.16267539750805546,
6,FalsePremise,matched,n_tokens (control),0.5,0.9440993788819876,161,161,0.0,0.0,0.4118012596263047,
6,TriviaQA,raw,FIS · centroid (PCA-free),0.48904239533194993,1.0,1974,353,1162.529799999902,914.922399999341,0.6570262141240785,29.0
6,TriviaQA,matched,FIS · centroid (PCA-free),0.48195555698224046,1.0,353,353,1162.529799999902,914.922399999341,1.5052407946986364,29.0
6,TriviaQA,raw,FIS · PCA (64 comp),0.5292980129789243,1.0,1974,353,99.23999999591615,922.1615999995265,0.5660507105892028,24.0
6,TriviaQA,matched,FIS · PCA (64 comp),0.529981783017278,1.0,353,353,99.23999999591615,922.1615999995265,1.2206798856326038,24.0
6,TriviaQA,raw,Mahalanobis · stats,0.6464879122645382,0.9263456090651558,1974,353,0.906000001123175,1.6083999944385141,0.2819510118445108,
6,TriviaQA,matched,Mahalanobis · stats,0.6610678201414023,0.9065155807365439,353,353,0.906000001123175,1.6083999944385141,0.6389518422747384,
6,TriviaQA,raw,IsolationForest · stats,0.6037323735473334,0.9206798866855525,1974,353,0.906000001123175,86.7491999961203,4.042028360926079,
6,TriviaQA,matched,IsolationForest · stats,0.6203564750539688,0.9206798866855525,353,353,0.906000001123175,86.7491999961203,6.037393754523606,
6,TriviaQA,raw,OneClassSVM · centroid,0.523653099356794,0.9518413597733711,1974,353,1162.529799999902,6.397500008461066,4.369144821815676,
6,TriviaQA,matched,OneClassSVM · centroid,0.5167764768194913,0.9518413597733711,353,353,1162.529799999902,6.397500008461066,4.1929178463266075,
6,TriviaQA,raw,perplexity,0.6719377401976401,0.8328611898016998,1974,353,0.0,0.0,0.13223033954501856,
6,TriviaQA,matched,perplexity,0.6682663371024563,0.8413597733711048,353,353,0.0,0.0,0.19943342107498527,
6,TriviaQA,raw,mean entropy,0.6717081263220736,0.8441926345609065,1974,353,0.0,0.0,0.08371293468326395,
6,TriviaQA,matched,mean entropy,0.677366803360913,0.8271954674220963,353,353,0.0,0.0,0.17875354181679634,
6,TriviaQA,raw,n_tokens (control),0.5844433729130252,0.9093484419263456,1974,353,0.0,0.0,0.08560378315766891,
6,TriviaQA,matched,n_tokens (control),0.5,0.9773371104815864,353,353,0.0,0.0,0.17181302027687134,
7,FalsePremise,raw,FIS · centroid (PCA-free),0.8875045499865479,0.4985835694050991,716,353,1142.453199994634,906.9924999930663,1.1634237711884994,28.0
7,FalsePremise,matched,FIS · centroid (PCA-free),0.9132352359479452,0.4779874213836478,159,159,1142.453199994634,906.9924999930663,2.8496855429121815,28.0
7,FalsePremise,raw,FIS · PCA (64 comp),0.6204717742573631,0.6855524079320113,716,353,96.11149999545887,909.7619999956805,1.0497661393921616,28.0
7,FalsePremise,matched,FIS · PCA (64 comp),0.5260472291444167,0.6477987421383647,159,159,96.11149999545887,909.7619999956805,2.4981131929459064,28.0
7,FalsePremise,raw,Mahalanobis · stats,0.8082596103628911,0.6742209631728046,716,353,0.8296000014524907,1.3153000036254525,0.5010290026065342,
7,FalsePremise,matched,Mahalanobis · stats,0.7439579130572367,0.8867924528301887,159,159,0.8296000014524907,1.3153000036254525,1.3223270455129303,
7,FalsePremise,raw,IsolationForest · stats,0.7698300283286119,0.6940509915014165,716,353,0.8296000014524907,90.30139999231324,5.7218896116847064,
7,FalsePremise,matched,IsolationForest · stats,0.706063842411297,0.8805031446540881,159,159,0.8296000014524907,90.30139999231324,11.431132080824167,
7,FalsePremise,raw,OneClassSVM · centroid,0.8026611486539953,0.6062322946175638,716,353,1142.453199994634,8.392999996431172,5.119831616649625,
7,FalsePremise,matched,OneClassSVM · centroid,0.8082749891222657,0.5471698113207547,159,159,1142.453199994634,8.392999996431172,5.9937107074367315,
7,FalsePremise,raw,perplexity,0.7469376612277842,0.5920679886685553,716,353,0.0,0.0,0.26884939721058027,
7,FalsePremise,matched,perplexity,0.5789327953799296,0.7484276729559748,159,159,0.0,0.0,0.4933962309967328,
7,FalsePremise,raw,mean entropy,0.7223993859496416,0.7252124645892352,716,353,0.0,0.0,0.18044903053718264,
7,FalsePremise,matched,mean entropy,0.5606186464143033,0.7610062893081762,159,159,0.0,0.0,0.3930817796766711,
7,FalsePremise,raw,n_tokens (control),0.8511897225695159,0.49008498583569404,716,353,0.0,0.0,0.15079514040734524,
7,FalsePremise,matched,n_tokens (control),0.5,1.0,159,159,0.0,0.0,0.38490566255161596,
7,TriviaQA,raw,FIS · centroid (PCA-free),0.4910020062512378,1.0,1974,353,1142.453199994634,906.9924999930663,1.051009888640678,28.0
7,TriviaQA,matched,FIS · centroid (PCA-free),0.479243072330249,1.0,353,353,1142.453199994634,906.9924999930663,1.4339943291756612,28.0
7,TriviaQA,raw,FIS · PCA (64 comp),0.5031227487077045,1.0,1974,353,96.11149999545887,909.7619999956805,0.5916630819525536,28.0
7,TriviaQA,matched,FIS · PCA (64 comp),0.4696851752281135,1.0,353,353,96.11149999545887,909.7619999956805,1.2756373783409933,28.0
7,TriviaQA,raw,Mahalanobis · stats,0.6301666709719268,0.9405099150141643,1974,353,0.8296000014524907,1.3153000036254525,0.318693590981203,
7,TriviaQA,matched,Mahalanobis · stats,0.6479387524175622,0.9320113314447592,353,353,0.8296000014524907,1.3153000036254525,0.6888101872375958,
7,TriviaQA,raw,IsolationForest · stats,0.6088599384060779,0.9490084985835694,1974,353,0.8296000014524907,90.30139999231324,4.555994840270787,
7,TriviaQA,matched,IsolationForest · stats,0.6160469950003612,0.9546742209631728,353,353,0.8296000014524907,90.30139999231324,6.578186971779185,
7,TriviaQA,raw,OneClassSVM · centroid,0.496750963660734,0.9461756373937678,1974,353,1142.453199994634,8.392999996431172,4.353889124187812,
7,TriviaQA,matched,OneClassSVM · centroid,0.48088821834698936,0.9575070821529745,353,353,1142.453199994634,8.392999996431172,4.232861204686239,
7,TriviaQA,raw,perplexity,0.6867148281770667,0.8356940509915014,1974,353,0.0,0.0,0.16149549177104586,
7,TriviaQA,matched,perplexity,0.692815125713231,0.7903682719546742,353,353,0.0,0.0,0.22067987688529508,
7,TriviaQA,raw,mean entropy,0.6859700181681979,0.8526912181303116,1974,353,0.0,0.0,0.09192092777207833,
7,TriviaQA,matched,mean entropy,0.6924539960998002,0.8271954674220963,353,353,0.0,0.0,0.1956090499599472,
7,TriviaQA,raw,n_tokens (control),0.6030126775561047,0.8951841359773371,1974,353,0.0,0.0,0.08577567961052553,
7,TriviaQA,matched,n_tokens (control),0.5,0.9801699716713881,353,353,0.0,0.0,0.1871104635134677,
8,FalsePremise,raw,FIS · centroid (PCA-free),0.8868279867694304,0.509915014164306,716,353,1162.3109000065597,879.932199997711,1.1986903717760535,31.0
8,FalsePremise,matched,FIS · centroid (PCA-free),0.9105912514020189,0.47468354430379744,158,158,1162.3109000065597,879.932199997711,4.870253132473488,31.0
8,FalsePremise,raw,FIS · PCA (64 comp),0.5832073844303417,1.0,716,353,93.34979999403004,960.7174000120722,0.8417212325248474,24.0
8,FalsePremise,matched,FIS · PCA (64 comp),0.4110118570741868,1.0,158,158,93.34979999403004,960.7174000120722,2.0819620370770555,24.0
8,FalsePremise,raw,Mahalanobis · stats,0.794091347903841,0.6515580736543909,716,353,1.5360999968834221,2.107899999828078,0.497661370886847,
8,FalsePremise,matched,Mahalanobis · stats,0.7910190674571382,0.7341772151898734,158,158,1.5360999968834221,2.107899999828078,1.1056962406816833,
8,FalsePremise,raw,IsolationForest · stats,0.7621939639482804,0.6713881019830028,716,353,1.5360999968834221,90.97969999129418,5.011038353881852,
8,FalsePremise,matched,IsolationForest · stats,0.7628184585803557,0.8291139240506329,158,158,1.5360999968834221,90.97969999129418,20.004430414793447,
8,FalsePremise,raw,OneClassSVM · centroid,0.7978065108329246,0.5892351274787535,716,353,1162.3109000065597,5.876899987924844,3.9596819447116514,
8,FalsePremise,matched,OneClassSVM · centroid,0.7805640121775355,0.6075949367088608,158,158,1162.3109000065597,5.876899987924844,5.115189864388609,
8,FalsePremise,raw,perplexity,0.7346645670786712,0.6062322946175638,716,353,0.0,0.0,0.24957905409786194,
8,FalsePremise,matched,perplexity,0.6347139881429258,0.6708860759493671,158,158,0.0,0.0,0.5348101464583527,
8,FalsePremise,raw,mean entropy,0.7092558595913717,0.7365439093484419,716,353,0.0,0.0,0.16099158164821184,
8,FalsePremise,matched,mean entropy,0.6095978208620414,0.7278481012658228,158,158,0.0,0.0,0.4794303923874763,
8,FalsePremise,raw,n_tokens (control),0.8585330052067671,0.45042492917847027,716,353,0.0,0.0,0.1527595945126033,
8,FalsePremise,matched,n_tokens (control),0.5,0.9493670886075949,158,158,0.0,0.0,0.408544283230565,
8,TriviaQA,raw,FIS · centroid (PCA-free),0.5186302958287768,1.0,1974,353,1162.3109000065597,879.932199997711,0.6131070081086939,31.0
8,TriviaQA,matched,FIS · centroid (PCA-free),0.5062876678249564,1.0,353,353,1162.3109000065597,879.932199997711,1.4031161544264081,31.0
8,TriviaQA,raw,FIS · PCA (64 comp),0.5441274816237145,1.0,1974,353,93.34979999403004,960.7174000120722,0.5009024489837485,24.0
8,TriviaQA,matched,FIS · PCA (64 comp),0.5450248376923015,1.0,353,353,93.34979999403004,960.7174000120722,1.0606232257533512,24.0
8,TriviaQA,raw,Mahalanobis · stats,0.6287358895098031,0.9093484419263456,1974,353,1.5360999968834221,2.107899999828078,0.26574988997944393,
8,TriviaQA,matched,Mahalanobis · stats,0.632875634986237,0.8980169971671388,353,353,1.5360999968834221,2.107899999828078,0.565155802878997,
8,TriviaQA,raw,IsolationForest · stats,0.6068866941629283,0.9348441926345609,1974,353,1.5360999968834221,90.97969999129418,4.08203695390652,
8,TriviaQA,matched,IsolationForest · stats,0.603527835068093,0.943342776203966,353,353,1.5360999968834221,90.97969999129418,6.356515585927678,
8,TriviaQA,raw,OneClassSVM · centroid,0.5500830915212206,0.943342776203966,1974,353,1162.3109000065597,5.876899987924844,3.9419853882916143,
8,TriviaQA,matched,OneClassSVM · centroid,0.525363336516624,0.9348441926345609,353,353,1162.3109000065597,5.876899987924844,4.418271959155122,
8,TriviaQA,raw,perplexity,0.6718789016420262,0.8158640226628895,1974,353,0.0,0.0,0.15608079102711586,
8,TriviaQA,matched,perplexity,0.6572237960339944,0.8441926345609065,353,353,0.0,0.0,0.22705382187309922,
8,TriviaQA,raw,mean entropy,0.6693847209186852,0.8385269121813032,1974,353,0.0,0.0,0.09385474410618855,
8,TriviaQA,matched,mean entropy,0.6599924564036306,0.8045325779036827,353,353,0.0,0.0,0.1924929201468382,
8,TriviaQA,raw,n_tokens (control),0.5939422119278668,0.8781869688385269,1974,353,0.0,0.0,0.09840996883934436,
8,TriviaQA,matched,n_tokens (control),0.5,0.9773371104815864,353,353,0.0,0.0,0.19135976704259644,
9,FalsePremise,raw,FIS · centroid (PCA-free),0.8628475794071566,0.48158640226628896,716,353,1142.0119999966118,968.3422000089195,1.4104770810776317,29.0
9,FalsePremise,matched,FIS · centroid (PCA-free),0.8623575796050653,0.4508670520231214,173,173,1142.0119999966118,968.3422000089195,2.8505780386894597,29.0
9,FalsePremise,raw,FIS · PCA (64 comp),0.5104095779195088,1.0,716,353,92.61130000231788,955.2823999983957,1.0115060777994966,21.0
9,FalsePremise,matched,FIS · PCA (64 comp),0.3260382906211367,1.0,173,173,92.61130000231788,955.2823999983957,2.1121387452027096,21.0
9,FalsePremise,raw,Mahalanobis · stats,0.8420877712187634,0.623229461756374,716,353,0.8595999970566481,1.4374000020325184,0.4861552845007131,
9,FalsePremise,matched,Mahalanobis · stats,0.767315981155401,0.7456647398843931,173,173,0.8595999970566481,1.4374000020325184,1.1037572184739086,
9,FalsePremise,raw,IsolationForest · stats,0.7664511687530663,0.6770538243626062,716,353,0.8595999970566481,89.74679998937063,5.782600569558809,
9,FalsePremise,matched,IsolationForest · stats,0.7364095024892245,0.7514450867052023,173,173,0.8595999970566481,89.74679998937063,11.478612724976948,
9,FalsePremise,raw,OneClassSVM · centroid,0.8114327314162724,0.5042492917847026,716,353,1142.0119999966118,6.381600003805943,4.807296539552272,
9,FalsePremise,matched,OneClassSVM · centroid,0.7644759263590497,0.5722543352601156,173,173,1142.0119999966118,6.381600003805943,5.906936392925593,
9,FalsePremise,raw,perplexity,0.7361284757940716,0.6062322946175638,716,353,0.0,0.0,0.3286248806539933,
9,FalsePremise,matched,perplexity,0.6234421464131779,0.7167630057803468,173,173,0.0,0.0,0.4950867319140432,
9,FalsePremise,raw,mean entropy,0.7138533242597369,0.7308781869688386,716,353,0.0,0.0,0.19588401152118973,
9,FalsePremise,matched,mean entropy,0.6088743359283638,0.7687861271676301,173,173,0.0,0.0,0.41213871223442905,
9,FalsePremise,raw,n_tokens (control),0.8408929051861934,0.48441926345609065,716,353,0.0,0.0,0.16810102941480556,
9,FalsePremise,matched,n_tokens (control),0.5,0.9653179190751445,173,173,0.0,0.0,0.37427744666663554,
9,TriviaQA,raw,FIS · centroid (PCA-free),0.49233376672952345,1.0,1974,353,1142.0119999966118,968.3422000089195,0.6900730570454069,29.0
9,TriviaQA,matched,FIS · centroid (PCA-free),0.49202706064569973,1.0,353,353,1142.0119999966118,968.3422000089195,1.4417846949319895,29.0
9,TriviaQA,raw,FIS · PCA (64 comp),0.5205016489146439,1.0,1974,353,92.61130000231788,955.2823999983957,0.5037816895550613,21.0
9,TriviaQA,matched,FIS · PCA (64 comp),0.5033264049948237,1.0,353,353,92.61130000231788,955.2823999983957,1.1516997057063343,21.0
9,TriviaQA,raw,Mahalanobis · stats,0.6545990224189249,0.9036827195467422,1974,353,0.8595999970566481,1.4374000020325184,0.28874086545076705,
9,TriviaQA,matched,Mahalanobis · stats,0.6596393518927204,0.886685552407932,353,353,0.8595999970566481,1.4374000020325184,0.6155807243939753,
9,TriviaQA,raw,IsolationForest · stats,0.6181937424478561,0.9320113314447592,1974,353,0.8595999970566481,89.74679998937063,4.361237641265852,
9,TriviaQA,matched,IsolationForest · stats,0.6113523100257605,0.9036827195467422,353,353,0.8595999970566481,89.74679998937063,7.819121804255886,
9,TriviaQA,raw,OneClassSVM · centroid,0.5091687690687148,0.943342776203966,1974,353,1142.0119999966118,6.381600003805943,4.2238934260229115,
9,TriviaQA,matched,OneClassSVM · centroid,0.49077514465247296,0.9546742209631728,353,353,1142.0119999966118,6.381600003805943,4.939943341447289,
9,TriviaQA,raw,perplexity,0.6735421671531611,0.8328611898016998,1974,353,0.0,0.0,0.1702191617114123,
9,TriviaQA,matched,perplexity,0.6786829201743052,0.7932011331444759,353,353,0.0,0.0,0.2827195558834177,
9,TriviaQA,raw,mean entropy,0.6724859433255551,0.8271954674220963,1974,353,0.0,0.0,0.14417705546942874,
9,TriviaQA,matched,mean entropy,0.6839393623253537,0.8186968838526912,353,353,0.0,0.0,0.23215296961863133,
9,TriviaQA,raw,n_tokens (control),0.5706134421703104,0.9150141643059491,1974,353,0.0,0.0,0.13669961605174608,
9,TriviaQA,matched,n_tokens (control),0.4999999999999999,0.9745042492917847,353,353,0.0,0.0,0.34178468737112777,
