seed,family,condition,detector,auroc,fpr@95tpr,n_pos,n_neg,feat_ms,fit_ms,score_ms_per_1k,n_mfs
1,FalsePremise,matched,Mahalanobis · stats,0.74256354786371,0.7906976744186046,172,172,0.855200007208623,2.099999997881241,1.6694767657819007,
1,FalsePremise,raw,IsolationForest · stats,0.7467596182759112,0.7563739376770539,716,353,0.855200007208623,106.11529999005143,5.198596818572986,
1,FalsePremise,matched,IsolationForest · stats,0.70223769605192,0.877906976744186,172,172,0.855200007208623,106.11529999005143,9.915988368109453,
1,FalsePremise,raw,OneClassSVM · centroid,0.7936956968996788,0.6373937677053825,716,353,1150.1674000028288,3.8524999981746078,4.06819456923401,
1,FalsePremise,matched,OneClassSVM · centroid,0.7851879394267172,0.5523255813953488,172,172,1150.1674000028288,3.8524999981746078,5.01860462421508,
1,FalsePremise,raw,perplexity,0.7299939069745358,0.5977337110481586,716,353,0.0,0.0,0.364639849895986,
1,FalsePremise,matched,perplexity,0.570544889129259,0.7151162790697675,172,172,0.0,0.0,0.47848837756075313,
1,FalsePremise,raw,mean entropy,0.7036573978824758,0.7252124645892352,716,353,0.0,0.0,0.19728717552297606,
1,FalsePremise,matched,mean entropy,0.5464778258518117,0.7906976744186046,172,172,0.0,0.0,0.5101744115330972,
1,FalsePremise,raw,n_tokens (control),0.8387959548641334,0.5042492917847026,716,353,0.0,0.0,0.14967258742568756,
1,FalsePremise,matched,n_tokens (control),0.5,0.9476744186046512,172,172,0.0,0.0,0.34389534469715555,
1,TriviaQA,raw,FIS · centroid (PCA-free),0.48851571850486925,1.0,1974,353,1150.1674000028288,936.075499994331,1.7702621371786662,31.0
1,TriviaQA,matched,FIS · centroid (PCA-free),0.5003651421646912,1.0,353,353,1150.1674000028288,936.075499994331,3.67507083514948,31.0
1,TriviaQA,raw,FIS · PCA (64 comp),0.5477144808860799,1.0,1974,353,96.43029999278951,919.7259000065969,1.3009454237739826,23.0
1,TriviaQA,matched,FIS · PCA (64 comp),0.5409400605092729,1.0,353,353,96.43029999278951,919.7259000065969,2.823654393548088,23.0
1,TriviaQA,raw,Mahalanobis · stats,0.6213451928900063,0.9263456090651558,1974,353,0.855200007208623,2.099999997881241,0.5944134064377328,
1,TriviaQA,matched,Mahalanobis · stats,0.6049242029066921,0.9405099150141643,353,353,0.855200007208623,2.099999997881241,0.593484424367262,
1,TriviaQA,raw,IsolationForest · stats,0.6075497042286265,0.9178470254957507,1974,353,0.855200007208623,106.11529999005143,3.8500214864063222,
1,TriviaQA,matched,IsolationForest · stats,0.586578818544407,0.9348441926345609,353,353,0.855200007208623,106.11529999005143,6.157790385542844,
1,TriviaQA,raw,OneClassSVM · centroid,0.5374041003297829,0.9631728045325779,1974,353,1150.1674000028288,3.8524999981746078,3.655436183854243,
1,TriviaQA,matched,OneClassSVM · centroid,0.5469508622972659,0.9490084985835694,353,353,1150.1674000028288,3.8524999981746078,8.110623234861844,
1,TriviaQA,raw,perplexity,0.6803703097778198,0.8016997167138811,1974,353,0.0,0.0,0.4653201521433118,
1,TriviaQA,matched,perplexity,0.6652087730420755,0.7705382436260623,353,353,0.0,0.0,0.37294619161999726,
1,TriviaQA,raw,mean entropy,0.6808711550438993,0.8271954674220963,1974,353,0.0,0.0,0.18014610682177504,
1,TriviaQA,matched,mean entropy,0.6712998258552753,0.8158640226628895,353,353,0.0,0.0,0.36274787551715504,
1,TriviaQA,raw,n_tokens (control),0.5874383989024456,0.886685552407932,1974,353,0.0,0.0,0.18917060806165836,
1,TriviaQA,matched,n_tokens (control),0.5,0.9801699716713881,353,353,0.0,0.0,0.208073651659495,
2,FalsePremise,raw,FIS · centroid (PCA-free),0.9148104040388054,0.3881019830028329,716,353,1161.9651000073645,947.8785999963293,1.4057062717435151,30.0
2,FalsePremise,matched,FIS · centroid (PCA-free),0.9277957833539376,0.35260115606936415,173,173,1161.9651000073645,947.8785999963293,3.3679190650313147,30.0
2,FalsePremise,raw,FIS · PCA (64 comp),0.6474986943516863,0.8356940509915014,716,353,97.65400001197122,881.0479999956442,1.1404115984162317,23.0
2,FalsePremise,matched,FIS · PCA (64 comp),0.5297871629523205,1.0,173,173,97.65400001197122,881.0479999956442,2.81589594602348,23.0
