features,K,top_n,silhouette,detector,family,mfs,auroc,auprc,fpr@95tpr
stats,8,16,0.19505053352415772,Mahalanobis,FalsePremise,162,0.8043861870321425,0.8803940283250709,0.6543909348441926
stats,8,16,0.19505053352415772,FIS T=product/S=product,TriviaQA,162,0.606890281879734,0.8926036466088686,0.8980169971671388
stats,8,16,0.19505053352415772,FIS T=product/S=product,FalsePremise,162,0.6509369015778562,0.7570712496622576,0.8130311614730878
stats,8,16,0.19505053352415772,FIS T=hamacher/S=hamacher,TriviaQA,162,0.6156823406838475,0.8969825740054105,0.8810198300283286
stats,8,16,0.19505053352415772,FIS T=hamacher/S=hamacher,FalsePremise,162,0.6836888917024071,0.782665238113335,0.8130311614730878
stats,8,16,0.19505053352415772,FIS T=dombi2/S=einstein,TriviaQA,162,0.6131300389482537,0.8960295584979319,0.9065155807365439
stats,8,16,0.19505053352415772,FIS T=dombi2/S=einstein,FalsePremise,162,0.6730617057306092,0.777640599717188,0.8130311614730878
rawdim,1,8,,Mahalanobis,TriviaQA,10,0.5379264718966967,0.8636277635977869,0.9206798866855525
rawdim,1,8,,Mahalanobis,FalsePremise,10,0.7094892936838273,0.8389426061151395,0.71671388101983
rawdim,1,8,,FIS T=product/S=product,TriviaQA,10,0.5239013693597505,0.8571190904412782,0.9461756373937678
rawdim,1,8,,FIS T=product/S=product,FalsePremise,10,0.7390721192650387,0.8628915410670162,0.886685552407932
rawdim,1,8,,FIS T=hamacher/S=hamacher,TriviaQA,10,0.5241955621378199,0.8563643353191633,0.9405099150141643
rawdim,1,8,,FIS T=hamacher/S=hamacher,FalsePremise,10,0.7287238672511751,0.8542435154248211,0.8781869688385269
rawdim,1,8,,FIS T=dombi2/S=einstein,TriviaQA,10,0.5230596909971269,0.8554278818067782,1.0
rawdim,1,8,,FIS T=dombi2/S=einstein,FalsePremise,10,0.7154893411619478,0.8468057502935141,1.0
rawdim,1,16,,Mahalanobis,TriviaQA,21,0.566656908076955,0.8748081191174406,0.9150141643059491
rawdim,1,16,,Mahalanobis,FalsePremise,21,0.7582611929669079,0.8481594851601094,0.49575070821529743
rawdim,1,16,,FIS T=product/S=product,TriviaQA,21,0.5333428049057004,0.8621166713775752,0.9376770538243626
rawdim,1,16,,FIS T=product/S=product,FalsePremise,21,0.8193971861300584,0.875868327447465,0.5240793201133145
rawdim,1,16,,FIS T=hamacher/S=hamacher,TriviaQA,21,0.533305492650921,0.8629067461539269,0.9320113314447592
rawdim,1,16,,FIS T=hamacher/S=hamacher,FalsePremise,21,0.8360620064253723,0.8980610611776852,0.43909348441926344
rawdim,1,16,,FIS T=dombi2/S=einstein,TriviaQA,21,0.5320167847743039,0.8624391731167933,0.9206798866855525
rawdim,1,16,,FIS T=dombi2/S=einstein,FalsePremise,21,0.8409878614271923,0.8996000513988304,0.37110481586402266
rawdim,1,32,,Mahalanobis,TriviaQA,44,0.58785457405191,0.8832368811543423,0.8951841359773371
