seed,condition,detector,whitened,auroc,fpr95,n_neg,n_pos,train_ms,n_params,structure,samples_per_sec
0,length+template,FIS · stats,False,0.8930087143503848,0.4148936170212766,188,188,1039.9043000070378,79,4R/39MF/6ant,422424.44836757786
0,length+template,Mahalanobis · stats,False,0.8509223630602082,0.6063829787234043,188,188,1.2166999949840829,209,19f full cov,540929.3545189621
0,length+template,OneClassSVM · stats,False,0.7921570846536894,0.8138297872340425,188,188,1.2311000027693808,981,49SV,241072.00072251094
0,length+template,IsolationForest · stats,False,0.8518277501131735,0.4787234042553192,188,188,103.12139999587089,11804,100 trees,85780.11982347023
0,length+template,mean entropy,False,0.8583352195563603,0.5957446808510638,188,188,0.0,0,threshold,1624190.050949052
0,length+template,perplexity,False,0.844895880488909,0.5425531914893617,188,188,0.0,0,threshold,1788772.5987530213
0,length+template,n_tokens (control),False,0.5,0.9468085106382979,188,188,0.0,0,threshold,1940144.5650047897
0,length+template+entropy,FIS · stats,False,0.7983888408304498,1.0,136,136,1039.9043000070378,79,4R/39MF/6ant,371179.0360002028
0,length+template+entropy,Mahalanobis · stats,False,0.7549740484429066,0.8382352941176471,136,136,1.2166999949840829,209,19f full cov,651185.0708632296
0,length+template+entropy,OneClassSVM · stats,False,0.6870134083044982,0.9044117647058824,136,136,1.2311000027693808,981,49SV,308110.55763526034
0,length+template+entropy,IsolationForest · stats,False,0.693609429065744,0.9338235294117647,136,136,103.12139999587089,11804,100 trees,74680.13842798835
0,length+template+entropy,mean entropy,False,0.5830990484429066,0.7941176470588235,136,136,0.0,0,threshold,1753707.2595846783
0,length+template+entropy,perplexity,False,0.5571474913494809,0.7867647058823529,136,136,0.0,0,threshold,1931818.246592547
0,length+template+entropy,n_tokens (control),False,0.5,0.9705882352941176,136,136,0.0,0,threshold,1991215.1255743932
1,length+template,FIS · stats,False,0.8965075996379639,0.49162011173184356,179,179,1046.7538999946555,77,4R/38MF/6ant,517864.8951491244
1,length+template,Mahalanobis · stats,False,0.8569020941918167,0.4972067039106145,179,179,1.6280999989248812,209,19f full cov,594585.6161843786
1,length+template,OneClassSVM · stats,False,0.8117724165912424,0.7150837988826816,179,179,1.436999998986721,861,43SV,250875.96433322507
1,length+template,IsolationForest · stats,False,0.8539995630598296,0.5865921787709497,179,179,109.41350000211969,11166,100 trees,60098.37331038087
1,length+template,mean entropy,False,0.8605536656159295,0.5977653631284916,179,179,0.0,0,threshold,1202552.918794935
1,length+template,perplexity,False,0.8501295215505134,0.6033519553072626,179,179,0.0,0,threshold,1576398.0793706703
1,length+template,n_tokens (control),False,0.5,0.9497206703910615,179,179,0.0,0,threshold,1909333.3167367512
1,length+template+entropy,FIS · stats,False,0.8347873799725651,1.0,135,135,1046.7538999946555,77,4R/38MF/6ant,413983.4381427472
1,length+template+entropy,Mahalanobis · stats,False,0.8177777777777778,0.7037037037037037,135,135,1.6280999989248812,209,19f full cov,660954.7181698314
1,length+template+entropy,OneClassSVM · stats,False,0.7277366255144033,0.8592592592592593,135,135,1.436999998986721,861,43SV,348927.3720589424
1,length+template+entropy,IsolationForest · stats,False,0.7290534979423868,0.8222222222222222,135,135,109.41350000211969,11166,100 trees,86483.02344871468
1,length+template+entropy,mean entropy,False,0.6165157750342936,0.7037037037037037,135,135,0.0,0,threshold,1956521.9020282736
1,length+template+entropy,perplexity,False,0.599122085048011,0.7407407407407407,135,135,0.0,0,threshold,2136075.9147985377
1,length+template+entropy,n_tokens (control),False,0.5,0.9555555555555556,135,135,0.0,0,threshold,2112676.0868555782
2,length+template,FIS · stats,False,0.8334554036458334,0.71875,192,192,2005.5792999919504,173,4R/86MF/12ant,152229.92980464187
2,length+template,Mahalanobis · stats,False,0.8307291666666667,0.65625,192,192,1.562799996463582,209,19f full cov,663556.2498822608
2,length+template,OneClassSVM · stats,False,0.7635633680555556,0.9010416666666666,192,192,1.519799989182502,861,43SV,259074.34746067855
2,length+template,IsolationForest · stats,False,0.8276909722222222,0.7083333333333334,192,192,88.659999993979,11954,100 trees,88507.81351119267
2,length+template,mean entropy,False,0.8252224392361112,0.5729166666666666,192,192,0.0,0,threshold,2108731.417969753
2,length+template,perplexity,False,0.8120930989583334,0.5989583333333334,192,192,0.0,0,threshold,3014128.499869444
2,length+template,n_tokens (control),False,0.5,0.953125,192,192,0.0,0,threshold,3094278.8302492695
2,length+template+entropy,FIS · stats,False,0.7419922734608049,0.7972027972027972,143,143,2005.5792999919504,173,4R/86MF/12ant,180760.96589635144
2,length+template+entropy,Mahalanobis · stats,False,0.7779353513619248,0.6853146853146853,143,143,1.562799996463582,209,19f full cov,532390.1698534106
2,length+template+entropy,OneClassSVM · stats,False,0.6781749718812655,0.9020979020979021,143,143,1.519799989182502,861,43SV,344578.31138552714
2,length+template+entropy,IsolationForest · stats,False,0.7286908895300503,0.8951048951048951,143,143,88.659999993979,11954,100 trees,90549.31149489763
2,length+template+entropy,mean entropy,False,0.58433175216392,0.7412587412587412,143,143,0.0,0,threshold,1889035.6267685646
2,length+template+entropy,perplexity,False,0.5701990317374932,0.7272727272727273,143,143,0.0,0,threshold,2417582.446686973
2,length+template+entropy,n_tokens (control),False,0.5,0.9790209790209791,143,143,0.0,0,threshold,2499999.726069893
3,length+template,FIS · stats,False,0.8693302278360057,0.5136612021857924,183,183,1006.9480000092881,65,3R/32MF/8ant,397135.4151610556
3,length+template,Mahalanobis · stats,False,0.8699274388605214,0.5355191256830601,183,183,1.5565000066999346,209,19f full cov,794788.2745431006
