family,feature,auroc,auroc_entmatch,rho_entropy,entmatch_std
centroid,L11_cos,0.5700306164611593,0.6263531024429728,0.05179534987818405,0.0987651898963325
centroid,L11_dist,0.5654810146407865,0.6304394618678194,0.0383380332200363,0.10583071771631528
centroid,L12_cos,0.5646660591559303,0.5858857828431291,0.08588152373206606,0.09371271698551527
centroid,L12_dist,0.5627653229067164,0.5914395184341285,0.0817451266332339,0.0977428178762134
centroid,L13_cos,0.5878237535873778,0.5406569541321575,0.20393380139064973,0.019768857575215692
centroid,L13_dist,0.5799878772300324,0.548587144278758,0.19171443410230657,0.005043247171187239
centroid,L14_cos,0.5751514010926456,0.5419886142471839,0.18311714673077342,0.027796580476448153
centroid,L14_dist,0.5718094098870674,0.5421034015764328,0.17293026258137914,0.021734009911321926
centroid,L15_cos,0.5860852882333363,0.5987822934023359,0.2581089450390287,0.07570390908820293
centroid,L15_dist,0.5749337842213669,0.5983750444138671,0.23708898394603595,0.06321185860197809
centroid,L16_cos,0.5896537200902029,0.6406739949721623,0.2993319353276784,0.014342875240026353
centroid,L16_dist,0.588033355474469,0.6319816264770208,0.2922680067055875,0.016228310121924414
centroid,L17_cos,0.640714840710967,0.630963046258067,0.39249643200133166,0.03525260217827819
centroid,L17_dist,0.6457988715345134,0.62296769125332,0.40035565807453044,0.0411953633252368
centroid,L18_cos,0.6479074172930777,0.6244288584444104,0.39867038238119457,0.04633538542947562
centroid,L18_dist,0.657391328885614,0.6187066731205767,0.4053423993218233,0.05561526062380031
centroid,L19_cos,0.6736568321929963,0.5701632992505506,0.4280731506608712,0.05680579795037358
centroid,L19_dist,0.6879586982458281,0.5678747968325282,0.4473936240425407,0.05341196127371985
centroid,L20_cos,0.6597321813656192,0.5643971802957173,0.3962303885690498,0.03934613586847895
centroid,L20_dist,0.6810906359356799,0.5583916490949553,0.42264192293490493,0.03618688751275043
centroid,L21_cos,0.6558149081188182,0.5687257499588767,0.3862679184326053,0.03407459291073682
centroid,L21_dist,0.6673250258226275,0.5729688470120615,0.3974086610360046,0.03755840851471396
centroid,L22_cos,0.605673563802549,0.5943782134909887,0.2971488864169927,0.0466112805957122
centroid,L22_dist,0.6120585816662651,0.5470548129043937,0.2969826353581736,0.027869157935609578
centroid,L23_cos,0.6307703093820055,0.5662707615532581,0.3174965401451992,0.04224965052012598
centroid,L23_dist,0.6317541258948824,0.5606164302651099,0.307993268401539,0.0328723198074204
centroid,L24_cos,0.5774965000792427,0.5456867984750461,0.2454929126185193,0.04420424980370457
centroid,L24_dist,0.5775161047483884,0.5496878949398531,0.24389014258356254,0.04314538913162073
centroid,L25_cos,0.5632812244614187,0.5540930151211197,0.20663089143093602,0.053370446211491784
centroid,L25_dist,0.5743224661691306,0.562428478904034,0.22023451553879686,0.05786962937100245
centroid,L26_cos,0.5280937245382537,0.5733769346002702,0.14879198934464727,0.04215795486020357
centroid,L26_dist,0.5625335613534195,0.5612775936166321,0.18764524938804894,0.04802490543788285
centroid,L27_cos,0.6863228193090164,0.6691282847980822,0.17226153816305056,0.018894465389835958
centroid,L27_dist,0.6492485863401567,0.5500573104575395,0.13380469538795764,0.033764971286486194
centroid,L28_cos,0.7719704343066561,0.7759569528588788,0.2827111648183396,0.03919738712476032
centroid,L28_dist,0.7389103096343007,0.7229735321440329,0.23649031096731712,0.044607208918768855
centroid,L29_cos,0.786042076053119,0.8353975915694042,0.29619938830853854,0.05204192899707813
centroid,L29_dist,0.7348082076966451,0.8037053150822923,0.21298690958739874,0.04424476577775281
centroid,L30_cos,0.8004224486088607,0.8733620500352363,0.3206205480840858,0.07594848232427197
centroid,L30_dist,0.765238148814502,0.834917295900841,0.2691267235020621,0.08604074890350022
centroid,L31_cos,0.8572695115635283,0.9018337487855103,0.4269833447132372,0.05297820214950335
centroid,L31_dist,0.8257840163086767,0.8734894809240554,0.38273601769005816,0.058476564173060075
centroid,L32_cos,0.8552112633282389,0.9175884734912645,0.4361848606108964,0.044372388156748356
centroid,L32_dist,0.8270178772889183,0.915923224058158,0.3858704448622329,0.04332774098610419
curve,C00_curv,0.5751922215685772,0.6791507689628815,0.050438825932694366,0.06813829472825986
curve,C01_curv,0.6766991464013741,0.5948004687720314,0.3917814842213029,0.01633378312155232
curve,C02_curv,0.5723940072007992,0.6558255132892001,0.24434209435852633,0.1322404396138716
curve,C03_curv,0.5490406920549941,0.5195846118932548,0.09451727276073375,0.021551809042203374
curve,C04_curv,0.5256522714380243,0.6308796498353373,0.16880723854245758,0.07263813335043215
curve,C05_curv,0.5239888154782039,0.6323446393292205,0.16723103857248453,0.09893673241419658
curve,C06_curv,0.526773738348926,0.6699767620239881,0.03120822335040291,0.06248058242560329
curve,C07_curv,0.5357622248604788,0.5281469611571279,0.14242396239517977,0.011548386478135962
curve,C08_curv,0.5221461967595272,0.6481254614619951,0.19618517070575553,0.03902508817684141
curve,C09_curv,0.5902369971556253,0.6028103258939033,0.25567764370325896,0.08700556703111645
curve,C10_curv,0.5753306399883328,0.6812300973295689,0.07673660104120435,0.01967956837296648
curve,C11_curv,0.5319411514977528,0.5604226049103944,0.07367097933427133,0.07609881464201071
