model,template,seed,n,auroc_entropy,auroc_fis,est_k20,est_k50,est_k100,est_k200,kg_std,kg_iqr,kg_range,kg_skew,kg_kurt,kg_mean,kg_cv,kg_bimod
smollm2,element,1,150,0.7813333333333333,0.823111111111111,0.7600000000000001,0.7808,0.7824,0.7813333333333333,0.29114328881783147,0.38464754819869995,0.7409628748893736,-0.2338823334673303,0.09552733509705646,1.163206967191778,0.2502936251064743,0.34071769730773094
smollm2,experiment,1,36,0.8240740740740742,0.9537037037037037,0.78,0.8240740740740742,0.8240740740740742,0.8240740740740742,0.29114328881783147,0.38464754819869995,0.7409628748893736,-0.2338823334673303,0.09552733509705646,1.163206967191778,0.2502936251064743,0.34071769730773094
smollm2,law,1,50,0.9743999999999999,0.792,0.9400000000000001,0.9743999999999999,0.9743999999999999,0.9743999999999999,0.29114328881783147,0.38464754819869995,0.7409628748893736,-0.2338823334673303,0.09552733509705646,1.163206967191778,0.2502936251064743,0.34071769730773094
smollm2,paradox,1,68,0.9688581314878892,0.7763840830449827,0.95,0.9904,0.9688581314878892,0.9688581314878892,0.29114328881783147,0.38464754819869995,0.7409628748893736,-0.2338823334673303,0.09552733509705646,1.163206967191778,0.2502936251064743,0.34071769730773094
smollm2,reaction,1,70,0.6302040816326531,0.7714285714285714,0.48,0.6672,0.6302040816326531,0.6302040816326531,0.29114328881783147,0.38464754819869995,0.7409628748893736,-0.2338823334673303,0.09552733509705646,1.163206967191778,0.2502936251064743,0.34071769730773094
smollm2,researcher,1,186,0.9284310324893051,0.8914325355532432,0.9400000000000001,0.9168000000000001,0.9352,0.9284310324893051,0.29114328881783147,0.38464754819869995,0.7409628748893736,-0.2338823334673303,0.09552733509705646,1.163206967191778,0.2502936251064743,0.34071769730773094
smollm2,theorem,1,70,0.9461224489795919,0.6289795918367347,0.96,0.9584,0.9461224489795919,0.9461224489795919,0.29114328881783147,0.38464754819869995,0.7409628748893736,-0.2338823334673303,0.09552733509705646,1.163206967191778,0.2502936251064743,0.34071769730773094
smollm2,algorithm,2,148,0.8825785244704164,0.8649561723886049,0.9600000000000001,0.9568000000000001,0.8548,0.8825785244704164,0.29471545597276383,0.3817650079727173,0.7322071671485899,-0.24618601250938676,0.13100287856580506,1.1646980581463091,0.25304022244939767,0.3387437168062754
smollm2,conjecture,2,50,0.8592,0.684,0.81,0.8592,0.8592,0.8592,0.29471545597276383,0.3817650079727173,0.7322071671485899,-0.24618601250938676,0.13100287856580506,1.1646980581463091,0.25304022244939767,0.3387437168062754
smollm2,constant,2,48,0.7847222222222222,0.9131944444444444,0.82,0.7847222222222222,0.7847222222222222,0.7847222222222222,0.29471545597276383,0.3817650079727173,0.7322071671485899,-0.24618601250938676,0.13100287856580506,1.1646980581463091,0.25304022244939767,0.3387437168062754
smollm2,effect,2,62,0.8085327783558793,0.9583766909469303,0.93,0.8048,0.8085327783558793,0.8085327783558793,0.29471545597276383,0.3817650079727173,0.7322071671485899,-0.24618601250938676,0.13100287856580506,1.1646980581463091,0.25304022244939767,0.3387437168062754
smollm2,element,2,152,0.8093836565096953,0.8105090027700831,0.75,0.8160000000000001,0.7696,0.8093836565096953,0.29471545597276383,0.3817650079727173,0.7322071671485899,-0.24618601250938676,0.13100287856580506,1.1646980581463091,0.25304022244939767,0.3387437168062754
smollm2,experiment,2,34,0.7750865051903113,0.8961937716262975,0.8400000000000001,0.7750865051903113,0.7750865051903113,0.7750865051903113,0.29471545597276383,0.3817650079727173,0.7322071671485899,-0.24618601250938676,0.13100287856580506,1.1646980581463091,0.25304022244939767,0.3387437168062754
smollm2,law,2,56,0.9732142857142857,0.8418367346938775,0.93,0.976,0.9732142857142857,0.9732142857142857,0.29471545597276383,0.3817650079727173,0.7322071671485899,-0.24618601250938676,0.13100287856580506,1.1646980581463091,0.25304022244939767,0.3387437168062754
smollm2,paradox,2,68,0.8641868512110726,0.6288927335640139,0.9500000000000001,0.8768,0.8641868512110726,0.8641868512110726,0.29471545597276383,0.3817650079727173,0.7322071671485899,-0.24618601250938676,0.13100287856580506,1.1646980581463091,0.25304022244939767,0.3387437168062754
smollm2,reaction,2,62,0.6753381893860562,0.7174817898022893,0.8,0.6576,0.6753381893860562,0.6753381893860562,0.29471545597276383,0.3817650079727173,0.7322071671485899,-0.24618601250938676,0.13100287856580506,1.1646980581463091,0.25304022244939767,0.3387437168062754
smollm2,researcher,2,176,0.9229080578512397,0.9073476239669421,0.8799999999999999,0.9072,0.9228000000000001,0.9229080578512397,0.29471545597276383,0.3817650079727173,0.7322071671485899,-0.24618601250938676,0.13100287856580506,1.1646980581463091,0.25304022244939767,0.3387437168062754
smollm2,theorem,2,58,0.9548156956004757,0.6040428061831153,0.91,0.952,0.9548156956004757,0.9548156956004757,0.29471545597276383,0.3817650079727173,0.7322071671485899,-0.24618601250938676,0.13100287856580506,1.1646980581463091,0.25304022244939767,0.3387437168062754
smollm2,algorithm,3,138,0.9040117622348246,0.7659105229993699,0.9,0.9263999999999999,0.8924000000000001,0.9040117622348246,0.30244324420219654,0.3696746826171875,0.776659882068634,-0.3522775497741546,0.19924986229571218,1.1720957399162621,0.2580362965620604,0.35136345084247006
smollm2,conjecture,3,66,0.8613406795224977,0.844811753902663,0.8500000000000001,0.8624,0.8613406795224977,0.8613406795224977,0.30244324420219654,0.3696746826171875,0.776659882068634,-0.3522775497741546,0.19924986229571218,1.1720957399162621,0.2580362965620604,0.35136345084247006
smollm2,constant,3,48,0.732638888888889,0.8871527777777779,0.6300000000000001,0.732638888888889,0.732638888888889,0.732638888888889,0.30244324420219654,0.3696746826171875,0.776659882068634,-0.3522775497741546,0.19924986229571218,1.1720957399162621,0.2580362965620604,0.35136345084247006
smollm2,effect,3,56,0.8903061224489796,0.8718112244897959,0.9500000000000001,0.88,0.8903061224489796,0.8903061224489796,0.30244324420219654,0.3696746826171875,0.776659882068634,-0.3522775497741546,0.19924986229571218,1.1720957399162621,0.2580362965620604,0.35136345084247006
smollm2,element,3,134,0.7124081087101805,0.723769213633326,0.62,0.672,0.7192,0.7124081087101805,0.30244324420219654,0.3696746826171875,0.776659882068634,-0.3522775497741546,0.19924986229571218,1.1720957399162621,0.2580362965620604,0.35136345084247006
smollm2,experiment,3,32,0.87109375,0.9921875,0.99,0.87109375,0.87109375,0.87109375,0.30244324420219654,0.3696746826171875,0.776659882068634,-0.3522775497741546,0.19924986229571218,1.1720957399162621,0.2580362965620604,0.35136345084247006
smollm2,law,3,64,0.984375,0.83984375,1.0,0.9824,0.984375,0.984375,0.30244324420219654,0.3696746826171875,0.776659882068634,-0.3522775497741546,0.19924986229571218,1.1720957399162621,0.2580362965620604,0.35136345084247006
smollm2,paradox,3,62,0.8990634755463058,0.7273673257023932,0.98,0.8656000000000001,0.8990634755463058,0.8990634755463058,0.30244324420219654,0.3696746826171875,0.776659882068634,-0.3522775497741546,0.19924986229571218,1.1720957399162621,0.2580362965620604,0.35136345084247006
smollm2,reaction,3,58,0.6516052318668253,0.7217598097502972,0.49,0.6351999999999999,0.6516052318668253,0.6516052318668253,0.30244324420219654,0.3696746826171875,0.776659882068634,-0.3522775497741546,0.19924986229571218,1.1720957399162621,0.2580362965620604,0.35136345084247006
smollm2,researcher,3,186,0.9470459012602612,0.9155393687131461,0.97,0.9632000000000001,0.9496,0.9470459012602612,0.30244324420219654,0.3696746826171875,0.776659882068634,-0.3522775497741546,0.19924986229571218,1.1720957399162621,0.2580362965620604,0.35136345084247006
smollm2,theorem,3,68,0.948961937716263,0.6349480968858131,1.0,0.9264,0.948961937716263,0.948961937716263,0.30244324420219654,0.3696746826171875,0.776659882068634,-0.3522775497741546,0.19924986229571218,1.1720957399162621,0.2580362965620604,0.35136345084247006
smollm2,algorithm,4,148,0.8511687363038715,0.8046932067202338,0.8400000000000001,0.8768,0.8224,0.8511687363038715,0.2976922118211108,0.37727266550064087,0.7571951508522035,-0.31047040892273403,0.009048340699860269,1.163656352572586,0.25582484975667813,0.3643649919553237
smollm2,conjecture,4,60,0.9122222222222223,0.8366666666666667,0.93,0.9184,0.9122222222222223,0.9122222222222223,0.2976922118211108,0.37727266550064087,0.7571951508522035,-0.31047040892273403,0.009048340699860269,1.163656352572586,0.25582484975667813,0.3643649919553237
smollm2,constant,4,40,0.735,0.9275000000000001,0.72,0.735,0.735,0.735,0.2976922118211108,0.37727266550064087,0.7571951508522035,-0.31047040892273403,0.009048340699860269,1.163656352572586,0.25582484975667813,0.3643649919553237
smollm2,effect,4,70,0.9110204081632653,0.9477551020408163,0.95,0.8768,0.9110204081632653,0.9110204081632653,0.2976922118211108,0.37727266550064087,0.7571951508522035,-0.31047040892273403,0.009048340699860269,1.163656352572586,0.25582484975667813,0.3643649919553237
smollm2,element,4,134,0.7807975050122522,0.794386277567387,0.8800000000000001,0.8432,0.7707999999999999,0.7807975050122522,0.2976922118211108,0.37727266550064087,0.7571951508522035,-0.31047040892273403,0.009048340699860269,1.163656352572586,0.25582484975667813,0.3643649919553237
smollm2,experiment,4,50,0.7824,0.952,0.81,0.7824,0.7824,0.7824,0.2976922118211108,0.37727266550064087,0.7571951508522035,-0.31047040892273403,0.009048340699860269,1.163656352572586,0.25582484975667813,0.3643649919553237
smollm2,law,4,56,0.971938775510204,0.8278061224489796,1.0,0.9663999999999999,0.971938775510204,0.971938775510204,0.2976922118211108,0.37727266550064087,0.7571951508522035,-0.31047040892273403,0.009048340699860269,1.163656352572586,0.25582484975667813,0.3643649919553237
smollm2,paradox,4,82,0.8465199286139203,0.7382510410469959,0.82,0.9008,0.8465199286139203,0.8465199286139203,0.2976922118211108,0.37727266550064087,0.7571951508522035,-0.31047040892273403,0.009048340699860269,1.163656352572586,0.25582484975667813,0.3643649919553237
smollm2,reaction,4,64,0.65625,0.8017578125,0.53,0.6671999999999999,0.65625,0.65625,0.2976922118211108,0.37727266550064087,0.7571951508522035,-0.31047040892273403,0.009048340699860269,1.163656352572586,0.25582484975667813,0.3643649919553237
smollm2,researcher,4,160,0.93796875,0.9695312500000001,0.95,0.9663999999999999,0.9308000000000001,0.93796875,0.2976922118211108,0.37727266550064087,0.7571951508522035,-0.31047040892273403,0.009048340699860269,1.163656352572586,0.25582484975667813,0.3643649919553237
smollm2,theorem,4,74,0.9357195032870709,0.6358655953250547,0.96,0.9152,0.9357195032870709,0.9357195032870709,0.2976922118211108,0.37727266550064087,0.7571951508522035,-0.31047040892273403,0.009048340699860269,1.163656352572586,0.25582484975667813,0.3643649919553237
smollm2,algorithm,5,138,0.8886788489813066,0.8028775467338795,0.8899999999999999,0.9536,0.9092,0.8886788489813066,0.2979522586960687,0.37940269708633423,0.7443607926368713,-0.22080270366622273,0.2078189572981719,1.1675406214897983,0.25519648135298356,0.32693672790770706
smollm2,conjecture,5,60,0.8622222222222222,0.7655555555555555,0.8099999999999999,0.8655999999999999,0.8622222222222222,0.8622222222222222,0.2979522586960687,0.37940269708633423,0.7443607926368713,-0.22080270366622273,0.2078189572981719,1.1675406214897983,0.25519648135298356,0.32693672790770706
smollm2,constant,5,44,0.768595041322314,0.9545454545454546,0.8300000000000001,0.768595041322314,0.768595041322314,0.768595041322314,0.2979522586960687,0.37940269708633423,0.7443607926368713,-0.22080270366622273,0.2078189572981719,1.1675406214897983,0.25519648135298356,0.32693672790770706
smollm2,effect,5,50,0.8448,0.9456,0.81,0.8448,0.8448,0.8448,0.2979522586960687,0.37940269708633423,0.7443607926368713,-0.22080270366622273,0.2078189572981719,1.1675406214897983,0.25519648135298356,0.32693672790770706
smollm2,element,5,128,0.772216796875,0.737548828125,0.6399999999999999,0.6719999999999999,0.7847999999999999,0.772216796875,0.2979522586960687,0.37940269708633423,0.7443607926368713,-0.22080270366622273,0.2078189572981719,1.1675406214897983,0.25519648135298356,0.32693672790770706
smollm2,experiment,5,38,0.7534626038781163,0.7590027700831026,0.77,0.7534626038781163,0.7534626038781163,0.7534626038781163,0.2979522586960687,0.37940269708633423,0.7443607926368713,-0.22080270366622273,0.2078189572981719,1.1675406214897983,0.25519648135298356,0.32693672790770706
smollm2,law,5,62,0.9802289281997919,0.9084287200832466,1.0,0.9824,0.9802289281997919,0.9802289281997919,0.2979522586960687,0.37940269708633423,0.7443607926368713,-0.22080270366622273,0.2078189572981719,1.1675406214897983,0.25519648135298356,0.32693672790770706
smollm2,paradox,5,74,0.8809349890430972,0.7355734112490869,0.91,0.8512,0.8809349890430972,0.8809349890430972,0.2979522586960687,0.37940269708633423,0.7443607926368713,-0.22080270366622273,0.2078189572981719,1.1675406214897983,0.25519648135298356,0.32693672790770706
smollm2,reaction,5,76,0.6350415512465374,0.6668975069252077,0.56,0.6416,0.6350415512465374,0.6350415512465374,0.2979522586960687,0.37940269708633423,0.7443607926368713,-0.22080270366622273,0.2078189572981719,1.1675406214897983,0.25519648135298356,0.32693672790770706
smollm2,researcher,5,192,0.9239366319444445,0.8990885416666666,0.9400000000000001,0.952,0.922,0.9239366319444445,0.2979522586960687,0.37940269708633423,0.7443607926368713,-0.22080270366622273,0.2078189572981719,1.1675406214897983,0.25519648135298356,0.32693672790770706
smollm2,theorem,5,68,0.9636678200692042,0.6583044982698962,1.0,0.952,0.9636678200692042,0.9636678200692042,0.2979522586960687,0.37940269708633423,0.7443607926368713,-0.22080270366622273,0.2078189572981719,1.1675406214897983,0.25519648135298356,0.32693672790770706
qwen,algorithm,0,152,0.8550900277008311,0.4553324099722992,0.9700000000000001,0.8767999999999999,0.8492,0.8550900277008311,0.3523770261553574,0.4453762173652649,0.8760509192943574,-0.07354811937603464,0.3975387729012465,1.3448477568455652,0.26202001237661454,0.29592284084790105
qwen,conjecture,0,64,0.7783203125,0.5029296875,0.8200000000000001,0.7808,0.7783203125,0.7783203125,0.3523770261553574,0.4453762173652649,0.8760509192943574,-0.07354811937603464,0.3975387729012465,1.3448477568455652,0.26202001237661454,0.29592284084790105
qwen,constant,0,48,0.8385416666666666,0.5633680555555556,0.89,0.8385416666666666,0.8385416666666666,0.8385416666666666,0.3523770261553574,0.4453762173652649,0.8760509192943574,-0.07354811937603464,0.3975387729012465,1.3448477568455652,0.26202001237661454,0.29592284084790105
qwen,effect,0,62,0.854318418314256,0.7060353798126953,0.85,0.8608,0.854318418314256,0.854318418314256,0.3523770261553574,0.4453762173652649,0.8760509192943574,-0.07354811937603464,0.3975387729012465,1.3448477568455652,0.26202001237661454,0.29592284084790105
qwen,element,0,144,0.6765046296296297,0.6475694444444443,0.8500000000000001,0.6,0.7228,0.6765046296296297,0.3523770261553574,0.4453762173652649,0.8760509192943574,-0.07354811937603464,0.3975387729012465,1.3448477568455652,0.26202001237661454,0.29592284084790105
qwen,experiment,0,60,0.731111111111111,0.6244444444444444,0.74,0.7216,0.731111111111111,0.731111111111111,0.3523770261553574,0.4453762173652649,0.8760509192943574,-0.07354811937603464,0.3975387729012465,1.3448477568455652,0.26202001237661454,0.29592284084790105
qwen,law,0,58,0.9429250891795482,0.5457788347205708,0.9800000000000001,0.9328,0.9429250891795482,0.9429250891795482,0.3523770261553574,0.4453762173652649,0.8760509192943574,-0.07354811937603464,0.3975387729012465,1.3448477568455652,0.26202001237661454,0.29592284084790105
