seed,condition,detector,auroc,fpr95,n_neg,n_pos,train_ms,n_params,samples_per_sec,structure
7,length+template,FIS · curve,0.4919517737659387,1.0,178,178,751.8972000107169,53,170090.77855990478,2R/26MF
7,length+template,FIS · agg,0.6152158818331018,1.0,178,178,759.5957000012277,45,171673.81963098625,2R/22MF
7,length+template,OneClassSVM · deltaref,0.5884042418886504,0.8707865168539326,178,178,2.093800008879043,343,193100.45610353115,38SV
7,length+template,Mahalanobis · stats,0.8266633000883727,0.6797752808988764,178,178,1.0425000073155388,209,475872.20539702347,19f
7,length+template,mean entropy,0.8706602701679081,0.5393258426966292,178,178,0.0,0,1162259.2629744962,threshold
7,length+template,perplexity,0.8469890165383158,0.550561797752809,178,178,0.0,0,1510394.631535613,threshold
7,length+template,n_tokens (control),0.5,0.949438202247191,178,178,0.0,0,1548499.318295384,threshold
7,length+template+entropy,FIS · centroid,0.6494978943958536,1.0,147,147,799.6964000049047,53,334813.8054238722,2R/26MF
7,length+template+entropy,FIS · delta,0.4286871211069462,1.0,147,147,767.8308000031393,43,376923.07589696883,2R/21MF
7,length+template+entropy,FIS · deltaref,0.6329770003239391,1.0,147,147,783.8658999971813,65,358361.77292743896,2R/32MF
7,length+template+entropy,FIS · geom,0.5783007080383173,1.0,147,147,758.5866999870632,39,402188.7864449884,2R/19MF
7,length+template+entropy,FIS · curve,0.506918413623953,1.0,147,147,751.8972000107169,53,317152.1032326365,2R/26MF
7,length+template+entropy,FIS · agg,0.5966264056643065,1.0,147,147,759.5957000012277,45,357881.9241898179,2R/22MF
7,length+template+entropy,OneClassSVM · deltaref,0.6293673932157897,0.7551020408163265,147,147,2.093800008879043,343,297932.7146210871,38SV
7,length+template+entropy,Mahalanobis · stats,0.77601925123791,0.6054421768707483,147,147,1.0425000073155388,209,665760.8679553086,19f
7,length+template+entropy,mean entropy,0.6570873247258087,0.6870748299319728,147,147,0.0,0,1766826.912086581,threshold
7,length+template+entropy,perplexity,0.6396408903697532,0.673469387755102,147,147,0.0,0,1936758.8131719176,threshold
7,length+template+entropy,n_tokens (control),0.5,0.9523809523809523,147,147,0.0,0,1965240.588129256,threshold
