seed,condition,detector,whitened,auroc,fpr95,n_neg,n_pos,train_ms,n_params,structure,samples_per_sec
2,length+template+entropy,mean entropy,False,0.5488028121560612,0.8270142180094787,422,422,0.0,0,threshold,2450638.873684428
2,length+template+entropy,perplexity,False,0.5437040946968846,0.8246445497630331,422,422,0.0,0,threshold,3207905.797679149
2,length+template+entropy,n_tokens (control),False,,1.0,422,422,0.0,0,threshold,3242412.563573588
3,length+template,FIS · stats,False,0.6718744063525031,0.8807829181494662,562,562,1694.9763000011444,145,2R/72MF/19ant,708076.0951972099
3,length+template,Mahalanobis · stats,False,0.6671743012373197,0.8701067615658363,562,562,1.685200011706911,209,19f full cov,1780735.0960623282
3,length+template,OneClassSVM · stats,False,0.5684831752384087,0.9555160142348754,562,562,4.327300004661083,1641,82SV,212733.74172502075
3,length+template,IsolationForest · stats,False,0.6738073226022974,0.806049822064057,562,562,109.67689999961294,10830,100 trees,138312.92676876028
3,length+template,mean entropy,False,0.720330289636656,0.7348754448398577,562,562,0.0,0,threshold,3187748.0903919064
3,length+template,perplexity,False,0.7107464444472588,0.7544483985765125,562,562,0.0,0,threshold,2823411.1710772994
3,length+template,n_tokens (control),False,0.5,0.998220640569395,562,562,0.0,0,threshold,3740432.5686901966
3,length+template+entropy,FIS · stats,False,0.6556415890794193,0.8975501113585747,449,449,1694.9763000011444,145,2R/72MF/19ant,676001.203687103
3,length+template+entropy,Mahalanobis · stats,False,0.6522884311089727,0.9175946547884187,449,449,1.685200011706911,209,19f full cov,1789557.5628844853
3,length+template+entropy,OneClassSVM · stats,False,0.5724624381823502,0.9487750556792873,449,449,4.327300004661083,1641,82SV,246304.06781062385
3,length+template+entropy,IsolationForest · stats,False,0.6205078347825657,0.8685968819599109,449,449,109.67689999961294,10830,100 trees,155581.35093902878
3,length+template+entropy,mean entropy,False,0.5434348043908512,0.8374164810690423,449,449,0.0,0,threshold,3124565.163236798
3,length+template+entropy,perplexity,False,0.5361481341858423,0.8374164810690423,449,449,0.0,0,threshold,3571996.704398111
3,length+template+entropy,n_tokens (control),False,,1.0,449,449,0.0,0,threshold,3987566.648930906
4,length+template,FIS · stats,True,0.7154575039627431,0.7883895131086143,534,534,3383.39430000633,307,4R/153MF/19ant,353970.56909408467
