variant,family,tnorm,sconorm,matched,nonfinite,auroc,auprc,fpr@95tpr
stats,TriviaQA,yager3,dombi2,False,0.0,0.6225858253614266,0.8908653518979351,1.0
stats,TriviaQA,yager3,ss2,False,0.0,,,
stats,TriviaQA,dombi2,drastic,False,0.0,,,
stats,TriviaQA,dombi2,lukasiewicz,False,0.0,,,
stats,TriviaQA,dombi2,nilpotent,False,0.0,,,
stats,TriviaQA,dombi2,einstein,False,0.0,0.6424732571589302,0.9093416834431884,1.0
stats,TriviaQA,dombi2,product,False,0.0,0.6423153976194782,0.9106315597611581,1.0
stats,TriviaQA,dombi2,hamacher,False,0.0,0.6428212656890856,0.9114073593803449,0.9348441926345609
stats,TriviaQA,dombi2,minimum,False,0.0,0.6391144366854089,0.910696699040408,1.0
stats,TriviaQA,dombi2,yager2,False,0.0,0.6367092313388498,0.9045976412695609,1.0
stats,TriviaQA,dombi2,yager3,False,0.0,0.6411221230098935,0.9103129399550967,1.0
stats,TriviaQA,dombi2,dombi2,True,0.0,0.6409786143376645,0.911057129252826,1.0
stats,TriviaQA,dombi2,ss2,False,0.0,,,
stats,TriviaQA,ss2,drastic,False,0.0,,,
stats,TriviaQA,ss2,lukasiewicz,False,0.0,,,
stats,TriviaQA,ss2,nilpotent,False,0.0,,,
stats,TriviaQA,ss2,einstein,False,0.0,0.4997467071935157,0.848237350321476,1.0
stats,TriviaQA,ss2,product,False,0.0,0.4997467071935157,0.848237350321476,1.0
stats,TriviaQA,ss2,hamacher,False,0.0,0.4997467071935157,0.848237350321476,1.0
stats,TriviaQA,ss2,minimum,False,0.0,0.4997467071935157,0.848237350321476,1.0
stats,TriviaQA,ss2,yager2,False,0.0,0.4997467071935157,0.848237350321476,1.0
stats,TriviaQA,ss2,yager3,False,0.0,0.4997467071935157,0.848237350321476,1.0
stats,TriviaQA,ss2,dombi2,False,0.0,0.4997467071935157,0.848237350321476,1.0
stats,TriviaQA,ss2,ss2,True,0.0,,,
stats,FalsePremise,drastic,drastic,True,0.0,,,
stats,FalsePremise,drastic,lukasiewicz,False,0.0,,,
stats,FalsePremise,drastic,nilpotent,False,0.0,,,
stats,FalsePremise,drastic,einstein,False,0.0,,,
stats,FalsePremise,drastic,product,False,0.0,,,
stats,FalsePremise,drastic,hamacher,False,0.0,,,
stats,FalsePremise,drastic,minimum,False,0.0,,,
stats,FalsePremise,drastic,yager2,False,0.0,,,
stats,FalsePremise,drastic,yager3,False,0.0,,,
stats,FalsePremise,drastic,dombi2,False,0.0,,,
stats,FalsePremise,drastic,ss2,False,0.0,,,
stats,FalsePremise,lukasiewicz,drastic,False,0.0,,,
stats,FalsePremise,lukasiewicz,lukasiewicz,True,0.0,,,
stats,FalsePremise,lukasiewicz,nilpotent,False,0.0,,,
stats,FalsePremise,lukasiewicz,einstein,False,0.0,0.5615593397376043,0.6983519724087579,0.8668555240793201
stats,FalsePremise,lukasiewicz,product,False,0.0,0.5381763653916154,0.68718588798806,0.9178470254957507
stats,FalsePremise,lukasiewicz,hamacher,False,0.0,0.5339587256872457,0.6852145062935999,0.9263456090651558
stats,FalsePremise,lukasiewicz,minimum,False,0.0,0.5303939101397439,0.6835563427727572,0.9348441926345609
stats,FalsePremise,lukasiewicz,yager2,False,0.0,0.5325541646224697,0.6845601825657732,0.9291784702549575
stats,FalsePremise,lukasiewicz,yager3,False,0.0,0.5303939101397439,0.6835563427727572,0.9348441926345609
stats,FalsePremise,lukasiewicz,dombi2,False,0.0,0.5303939101397439,0.6835563427727572,0.9348441926345609
stats,FalsePremise,lukasiewicz,ss2,False,0.0,,,
stats,FalsePremise,nilpotent,drastic,False,0.0,,,
stats,FalsePremise,nilpotent,lukasiewicz,False,0.0,,,
stats,FalsePremise,nilpotent,nilpotent,True,0.0,,,
stats,FalsePremise,nilpotent,einstein,False,0.0,0.7219720828651464,0.788182174793626,1.0
stats,FalsePremise,nilpotent,product,False,0.0,0.7218336050136895,0.7883572866249543,1.0
stats,FalsePremise,nilpotent,hamacher,False,0.0,0.7187910487916819,0.786447338388695,1.0
stats,FalsePremise,nilpotent,minimum,False,0.0,0.6614176966781142,0.752516870997032,0.7393767705382436
stats,FalsePremise,nilpotent,yager2,False,0.0,0.7138256286894457,0.7817435245522724,1.0
stats,FalsePremise,nilpotent,yager3,False,0.0,0.6879184009369015,0.7666926298566437,1.0
stats,FalsePremise,nilpotent,dombi2,False,0.0,0.6814178549385158,0.7642562991017176,1.0
stats,FalsePremise,nilpotent,ss2,False,0.0,,,
stats,FalsePremise,einstein,drastic,False,0.0,,,
stats,FalsePremise,einstein,lukasiewicz,False,0.0,,,
stats,FalsePremise,einstein,nilpotent,False,0.0,,,
stats,FalsePremise,einstein,einstein,True,0.0,0.7825462516023866,0.8497264520416984,0.6062322946175638
stats,FalsePremise,einstein,product,False,0.0,0.7815215155016064,0.849364052230591,0.6118980169971672
stats,FalsePremise,einstein,hamacher,False,0.0,0.7796342602117524,0.848705164930607,0.6175637393767706
stats,FalsePremise,einstein,minimum,False,0.0,0.7738458860208587,0.8464158862641055,0.6515580736543909
stats,FalsePremise,einstein,yager2,False,0.0,0.7792208049124029,0.8486547377346427,0.623229461756374
stats,FalsePremise,einstein,yager3,False,0.0,0.7770506591545729,0.8479062290311816,0.6543909348441926
stats,FalsePremise,einstein,dombi2,False,0.0,0.7764730086884961,0.8476130498840484,0.660056657223796
stats,FalsePremise,einstein,ss2,False,0.0,,,
stats,FalsePremise,product,drastic,False,0.0,,,
stats,FalsePremise,product,lukasiewicz,False,0.0,,,
stats,FalsePremise,product,nilpotent,False,0.0,,,
stats,FalsePremise,product,einstein,False,0.0,0.7871872378812098,0.8544803673435628,0.5977337110481586
stats,FalsePremise,product,product,True,0.0,0.7862455884913037,0.8542388501156822,0.5949008498583569
stats,FalsePremise,product,hamacher,False,0.0,0.7845798977637806,0.8536985696304998,0.5977337110481586
stats,FalsePremise,product,minimum,False,0.0,0.7785343504201814,0.851167946935434,0.6657223796033994
stats,FalsePremise,product,yager2,False,0.0,0.7843326158861791,0.8536416985257023,0.603399433427762
stats,FalsePremise,product,yager3,False,0.0,0.782300947979806,0.8530556033807749,0.6373937677053825
stats,FalsePremise,product,dombi2,False,0.0,0.7817391235538957,0.8528330217304683,0.6430594900849859
stats,FalsePremise,product,ss2,False,0.0,,,
stats,FalsePremise,hamacher,drastic,False,0.0,,,
stats,FalsePremise,hamacher,lukasiewicz,False,0.0,,,
stats,FalsePremise,hamacher,nilpotent,False,0.0,,,
stats,FalsePremise,hamacher,einstein,False,0.0,0.8059430737335211,0.8766052498769819,0.6090651558073654
stats,FalsePremise,hamacher,product,False,0.0,0.8049757070283443,0.8762356781894522,0.6147308781869688
stats,FalsePremise,hamacher,hamacher,True,0.0,0.8024554101318309,0.8752489235349671,0.6118980169971672
stats,FalsePremise,hamacher,minimum,False,0.0,0.7909973570512923,0.8697773806223917,0.6742209631728046
stats,FalsePremise,hamacher,yager2,False,0.0,0.8037254498551916,0.8756912203369636,0.6260623229461756
stats,FalsePremise,hamacher,yager3,False,0.0,0.8014346305410924,0.8750092901376958,0.6402266288951841
stats,FalsePremise,hamacher,dombi2,False,0.0,0.798617595391457,0.8738150514378791,0.6373937677053825
stats,FalsePremise,hamacher,ss2,False,0.0,,,
stats,FalsePremise,minimum,drastic,False,0.0,,,
stats,FalsePremise,minimum,lukasiewicz,False,0.0,,,
stats,FalsePremise,minimum,nilpotent,False,0.0,,,
stats,FalsePremise,minimum,einstein,False,0.0,0.8054940098437968,0.8752803089642761,1.0
stats,FalsePremise,minimum,product,False,0.0,0.8072942219127351,0.8774689147084901,0.6430594900849859
stats,FalsePremise,minimum,hamacher,False,0.0,0.8049658157532402,0.8772458233378906,0.6657223796033994
stats,FalsePremise,minimum,minimum,True,0.0,0.7915631379872443,0.8716268851629889,0.7393767705382436
stats,FalsePremise,minimum,yager2,False,0.0,0.7923386139554023,0.8641270562012346,1.0
stats,FalsePremise,minimum,yager3,False,0.0,0.8020755851678352,0.8735295716987806,1.0
stats,FalsePremise,minimum,dombi2,False,0.0,0.7975335116400525,0.8738568117325201,1.0
stats,FalsePremise,minimum,ss2,False,0.0,,,
stats,FalsePremise,yager2,drastic,False,0.0,,,
stats,FalsePremise,yager2,lukasiewicz,False,0.0,,,
stats,FalsePremise,yager2,nilpotent,False,0.0,,,
stats,FalsePremise,yager2,einstein,False,0.0,0.7449000585563487,0.8061060458848653,0.6260623229461756
stats,FalsePremise,yager2,product,False,0.0,0.7415291120008862,0.8039254620804153,0.6317280453257791
stats,FalsePremise,yager2,hamacher,False,0.0,0.7368841692120214,0.8009853915249124,0.6543909348441926
stats,FalsePremise,yager2,minimum,False,0.0,0.723244100843528,0.7922873227136517,0.6742209631728046
stats,FalsePremise,yager2,yager2,True,0.0,0.7323935303147799,0.7975525239558221,0.6657223796033994
stats,FalsePremise,yager2,yager3,False,0.0,0.7282787598714926,0.7953135656861311,0.6628895184135978
stats,FalsePremise,yager2,dombi2,False,0.0,0.7274953708832513,0.7948183119529407,0.6572237960339944
stats,FalsePremise,yager2,ss2,False,0.0,,,
stats,FalsePremise,yager3,drastic,False,0.0,,,
stats,FalsePremise,yager3,lukasiewicz,False,0.0,,,
stats,FalsePremise,yager3,nilpotent,False,0.0,,,
stats,FalsePremise,yager3,einstein,False,0.0,0.7770823112349059,0.832871971855996,0.6005665722379604
stats,FalsePremise,yager3,product,False,0.0,0.776474986943517,0.8329591435766178,0.6147308781869688
stats,FalsePremise,yager3,hamacher,False,0.0,0.7759645971481475,0.8335896895411721,0.6770538243626062
stats,FalsePremise,yager3,minimum,False,0.0,0.7707973950337886,0.8328601351662185,0.6657223796033994
stats,FalsePremise,yager3,yager2,False,0.0,0.774334515010999,0.8313535361313917,1.0
stats,FalsePremise,yager3,yager3,True,0.0,0.774817209236077,0.834423301706709,0.6827195467422096
stats,FalsePremise,yager3,dombi2,False,0.0,0.7734166046813427,0.8337036678697488,0.6798866855524079
stats,FalsePremise,yager3,ss2,False,0.0,,,
stats,FalsePremise,dombi2,drastic,False,0.0,,,
stats,FalsePremise,dombi2,lukasiewicz,False,0.0,,,
stats,FalsePremise,dombi2,nilpotent,False,0.0,,,
stats,FalsePremise,dombi2,einstein,False,0.0,0.8088115435136974,0.8780468922974636,0.603399433427762
stats,FalsePremise,dombi2,product,False,0.0,0.8063466377577667,0.8780685577106522,0.6203966005665722
stats,FalsePremise,dombi2,hamacher,False,0.0,0.8057729438017314,0.8781552360480561,0.660056657223796
stats,FalsePremise,dombi2,minimum,False,0.0,0.7941981736749648,0.8727532301753397,0.6855524079320113
stats,FalsePremise,dombi2,yager2,False,0.0,0.8038243626062324,0.872720069442509,1.0
stats,FalsePremise,dombi2,yager3,False,0.0,0.8044415781727254,0.8772720298254091,0.6742209631728046
stats,FalsePremise,dombi2,dombi2,True,0.0,0.800536502761644,0.876058630403048,0.6855524079320113
stats,FalsePremise,dombi2,ss2,False,0.0,,,
stats,FalsePremise,ss2,drastic,False,0.0,,,
stats,FalsePremise,ss2,lukasiewicz,False,0.0,,,
stats,FalsePremise,ss2,nilpotent,False,0.0,,,
stats,FalsePremise,ss2,einstein,False,0.0,,,
stats,FalsePremise,ss2,product,False,0.0,,,
stats,FalsePremise,ss2,hamacher,False,0.0,,,
stats,FalsePremise,ss2,minimum,False,0.0,,,
stats,FalsePremise,ss2,yager2,False,0.0,,,
stats,FalsePremise,ss2,yager3,False,0.0,,,
stats,FalsePremise,ss2,dombi2,False,0.0,,,
stats,FalsePremise,ss2,ss2,True,0.0,,,
hidden,TriviaQA,drastic,drastic,True,0.0,,,
hidden,TriviaQA,drastic,lukasiewicz,False,0.0,,,
hidden,TriviaQA,drastic,nilpotent,False,0.0,,,
hidden,TriviaQA,drastic,einstein,False,0.0,,,
hidden,TriviaQA,drastic,product,False,0.0,,,
hidden,TriviaQA,drastic,hamacher,False,0.0,,,
hidden,TriviaQA,drastic,minimum,False,0.0,,,
hidden,TriviaQA,drastic,yager2,False,0.0,,,
hidden,TriviaQA,drastic,yager3,False,0.0,,,
hidden,TriviaQA,drastic,dombi2,False,0.0,,,
hidden,TriviaQA,drastic,ss2,False,0.0,,,
hidden,TriviaQA,lukasiewicz,drastic,False,0.0,,,
hidden,TriviaQA,lukasiewicz,lukasiewicz,True,0.0,,,
hidden,TriviaQA,lukasiewicz,nilpotent,False,0.0,,,
hidden,TriviaQA,lukasiewicz,einstein,False,0.0,0.5154752576698209,0.8523713442828151,0.9263456090651558
hidden,TriviaQA,lukasiewicz,product,False,0.0,0.5161777326203821,0.8525621681420779,0.9263456090651558
hidden,TriviaQA,lukasiewicz,hamacher,False,0.0,0.5155190278148507,0.8523843671983051,0.9291784702549575
hidden,TriviaQA,lukasiewicz,minimum,False,0.0,0.5157730381646962,0.8524575766580708,0.9320113314447592
hidden,TriviaQA,lukasiewicz,yager2,False,0.0,0.515569255850131,0.8523876189893338,0.9291784702549575
hidden,TriviaQA,lukasiewicz,yager3,False,0.0,0.516942633843363,0.8527672162391473,0.9291784702549575
hidden,TriviaQA,lukasiewicz,dombi2,False,0.0,0.515795999552253,0.8524605841565208,0.9320113314447592
hidden,TriviaQA,lukasiewicz,ss2,False,0.0,,,
hidden,TriviaQA,nilpotent,drastic,False,0.0,,,
hidden,TriviaQA,nilpotent,lukasiewicz,False,0.0,,,
hidden,TriviaQA,nilpotent,nilpotent,True,0.0,,,
hidden,TriviaQA,nilpotent,einstein,False,0.0,0.5486551802325413,0.8627115604816205,1.0
hidden,TriviaQA,nilpotent,product,False,0.0,0.5477596861178322,0.8622671886812484,1.0
hidden,TriviaQA,nilpotent,hamacher,False,0.0,0.5440707956981842,0.8607545366888832,0.9886685552407932
hidden,TriviaQA,nilpotent,minimum,False,0.0,0.5484671838719215,0.8622427655414862,1.0
hidden,TriviaQA,nilpotent,yager2,False,0.0,0.5403790351050913,0.8594747038932606,1.0
hidden,TriviaQA,nilpotent,yager3,False,0.0,0.5476133072721584,0.8616003407237105,1.0
hidden,TriviaQA,nilpotent,dombi2,False,0.0,0.549260786829348,0.8623831608187353,1.0
hidden,TriviaQA,nilpotent,ss2,False,0.0,,,
hidden,TriviaQA,einstein,drastic,False,0.0,,,
hidden,TriviaQA,einstein,lukasiewicz,False,0.0,,,
hidden,TriviaQA,einstein,nilpotent,False,0.0,,,
hidden,TriviaQA,einstein,einstein,True,0.0,0.5774315391879131,0.8834569390189586,0.9263456090651558
hidden,TriviaQA,einstein,product,False,0.0,0.5779051178062691,0.8837079883338594,0.9263456090651558
hidden,TriviaQA,einstein,hamacher,False,0.0,0.5787561242325874,0.8840897729559958,0.9206798866855525
hidden,TriviaQA,einstein,minimum,False,0.0,0.5801754250009328,0.8850460389934236,0.9206798866855525
hidden,TriviaQA,einstein,yager2,False,0.0,0.5785810436524679,0.8840654678765352,0.9235127478753541
hidden,TriviaQA,einstein,yager3,False,0.0,0.579188802879358,0.8843559547242351,0.9206798866855525
hidden,TriviaQA,einstein,dombi2,False,0.0,0.5793760816966169,0.8843997872097945,0.9206798866855525
hidden,TriviaQA,einstein,ss2,False,0.0,,,
hidden,TriviaQA,product,drastic,False,0.0,,,
hidden,TriviaQA,product,lukasiewicz,False,0.0,,,
hidden,TriviaQA,product,nilpotent,False,0.0,,,
hidden,TriviaQA,product,einstein,False,0.0,0.5784884805588801,0.8841558748447543,0.9291784702549575
hidden,TriviaQA,product,product,True,0.0,0.5788343364589523,0.8843321843934409,0.9291784702549575
hidden,TriviaQA,product,hamacher,False,0.0,0.5797420288108011,0.8846496028784642,0.9206798866855525
hidden,TriviaQA,product,minimum,False,0.0,0.5820596938673005,0.8858777977217382,0.9263456090651558
hidden,TriviaQA,product,yager2,False,0.0,0.5791500555378561,0.8845139022114112,0.9263456090651558
hidden,TriviaQA,product,yager3,False,0.0,0.5797291130303004,0.884745363560508,0.9263456090651558
hidden,TriviaQA,product,dombi2,False,0.0,0.5803906880092764,0.8848771477429456,0.9206798866855525
hidden,TriviaQA,product,ss2,False,0.0,,,
hidden,TriviaQA,hamacher,drastic,False,0.0,,,
hidden,TriviaQA,hamacher,lukasiewicz,False,0.0,,,
hidden,TriviaQA,hamacher,nilpotent,False,0.0,,,
hidden,TriviaQA,hamacher,einstein,False,0.0,0.5759038893720347,0.8829965354976799,0.9348441926345609
hidden,TriviaQA,hamacher,product,False,0.0,0.5765145187723694,0.8831791167219524,0.9320113314447592
hidden,TriviaQA,hamacher,hamacher,True,0.0,0.5783270333026225,0.8836082060036395,0.9291784702549575
hidden,TriviaQA,hamacher,minimum,False,0.0,0.5842725975930725,0.8860699995744976,0.9291784702549575
hidden,TriviaQA,hamacher,yager2,False,0.0,0.5772047954857912,0.8821743461697134,1.0
hidden,TriviaQA,hamacher,yager3,False,0.0,0.576359529406362,0.883188041455901,1.0
hidden,TriviaQA,hamacher,dombi2,False,0.0,0.5804093441366662,0.8841603684304419,0.9291784702549575
hidden,TriviaQA,hamacher,ss2,False,0.0,,,
hidden,TriviaQA,minimum,drastic,False,0.0,,,
hidden,TriviaQA,minimum,lukasiewicz,False,0.0,,,
hidden,TriviaQA,minimum,nilpotent,False,0.0,,,
hidden,TriviaQA,minimum,einstein,False,0.0,0.5739945064880272,0.8819911047405176,1.0
hidden,TriviaQA,minimum,product,False,0.0,0.5745922201078612,0.8822690059824743,1.0
hidden,TriviaQA,minimum,hamacher,False,0.0,0.578655668162027,0.8833164365506443,0.9518413597733711
hidden,TriviaQA,minimum,minimum,True,0.0,0.5793445097887265,0.8837627285776352,1.0
hidden,TriviaQA,minimum,yager2,False,0.0,0.571203980356533,0.8758791547706075,1.0
hidden,TriviaQA,minimum,yager3,False,0.0,0.5717514659410867,0.8795346462003426,1.0
hidden,TriviaQA,minimum,dombi2,False,0.0,0.5786011348665799,0.8831489337124101,1.0
hidden,TriviaQA,minimum,ss2,False,0.0,,,
hidden,TriviaQA,yager2,drastic,False,0.0,,,
hidden,TriviaQA,yager2,lukasiewicz,False,0.0,,,
hidden,TriviaQA,yager2,nilpotent,False,0.0,,,
hidden,TriviaQA,yager2,einstein,False,0.0,0.5725508092454027,0.8731446745079655,0.9291784702549575
hidden,TriviaQA,yager2,product,False,0.0,0.5722989515256407,0.8731223373838112,0.9291784702549575
hidden,TriviaQA,yager2,hamacher,False,0.0,0.5729067107525307,0.8732227514565486,0.9263456090651558
hidden,TriviaQA,yager2,minimum,False,0.0,0.5706916543966752,0.8718791720549548,0.9291784702549575
hidden,TriviaQA,yager2,yager2,True,0.0,0.5705459930943627,0.8717533857177278,1.0
hidden,TriviaQA,yager2,yager3,False,0.0,0.5698829830286645,0.8719094518128916,1.0
hidden,TriviaQA,yager2,dombi2,False,0.0,0.5713259627279277,0.8722396517630917,0.9320113314447592
hidden,TriviaQA,yager2,ss2,False,0.0,,,
hidden,TriviaQA,yager3,drastic,False,0.0,,,
hidden,TriviaQA,yager3,lukasiewicz,False,0.0,,,
hidden,TriviaQA,yager3,nilpotent,False,0.0,,,
hidden,TriviaQA,yager3,einstein,False,0.0,0.5762590733358016,0.8775500651059146,1.0
hidden,TriviaQA,yager3,product,False,0.0,0.5774781795063876,0.8781104830738468,1.0
hidden,TriviaQA,yager3,hamacher,False,0.0,0.5789434030498463,0.8783721293900804,0.9858356940509915
hidden,TriviaQA,yager3,minimum,False,0.0,0.5818616518996242,0.879351065858412,1.0
hidden,TriviaQA,yager3,yager2,False,0.0,0.5789728223276533,0.8769975313351132,1.0
hidden,TriviaQA,yager3,yager3,True,0.0,0.5779768721423836,0.8779497838371493,1.0
hidden,TriviaQA,yager3,dombi2,False,0.0,0.5804193897437222,0.8788049403602668,1.0
hidden,TriviaQA,yager3,ss2,False,0.0,,,
hidden,TriviaQA,dombi2,drastic,False,0.0,,,
hidden,TriviaQA,dombi2,lukasiewicz,False,0.0,,,
hidden,TriviaQA,dombi2,nilpotent,False,0.0,,,
hidden,TriviaQA,dombi2,einstein,False,0.0,0.5743618886889335,0.8826651777709094,1.0
hidden,TriviaQA,dombi2,product,False,0.0,0.5747335761500068,0.8828461091081323,1.0
hidden,TriviaQA,dombi2,hamacher,False,0.0,0.5778814388753513,0.88349008444977,0.9858356940509915
hidden,TriviaQA,dombi2,minimum,False,0.0,0.5814713083111612,0.884965127386462,1.0
hidden,TriviaQA,dombi2,yager2,False,0.0,0.5724560935217314,0.8778397857360312,1.0
hidden,TriviaQA,dombi2,yager3,False,0.0,0.5745384043557753,0.8814167126588619,1.0
hidden,TriviaQA,dombi2,dombi2,True,0.0,0.5792813659729458,0.8838514578249483,1.0
hidden,TriviaQA,dombi2,ss2,False,0.0,,,
hidden,TriviaQA,ss2,drastic,False,0.0,,,
hidden,TriviaQA,ss2,lukasiewicz,False,0.0,,,
hidden,TriviaQA,ss2,nilpotent,False,0.0,,,
hidden,TriviaQA,ss2,einstein,False,0.0,0.5000502280352802,0.8483150401084766,0.9943342776203966
hidden,TriviaQA,ss2,product,False,0.0,0.5005539434748042,0.8484453324568909,0.9943342776203966
hidden,TriviaQA,ss2,hamacher,False,0.0,0.5005539434748042,0.8484453324568909,0.9943342776203966
hidden,TriviaQA,ss2,minimum,False,0.0,0.5005539434748042,0.8484453324568909,0.9943342776203966
hidden,TriviaQA,ss2,yager2,False,0.0,0.500301368211681,0.8483801120854232,0.9943342776203966
hidden,TriviaQA,ss2,yager3,False,0.0,0.5005539434748042,0.8484453324568909,0.9943342776203966
hidden,TriviaQA,ss2,dombi2,False,0.0,0.5005539434748042,0.8484453324568909,0.9943342776203966
hidden,TriviaQA,ss2,ss2,True,0.0,,,
hidden,FalsePremise,drastic,drastic,True,0.0,,,
hidden,FalsePremise,drastic,lukasiewicz,False,0.0,,,
hidden,FalsePremise,drastic,nilpotent,False,0.0,,,
hidden,FalsePremise,drastic,einstein,False,0.0,,,
hidden,FalsePremise,drastic,product,False,0.0,,,
hidden,FalsePremise,drastic,hamacher,False,0.0,,,
hidden,FalsePremise,drastic,minimum,False,0.0,,,
hidden,FalsePremise,drastic,yager2,False,0.0,,,
hidden,FalsePremise,drastic,yager3,False,0.0,,,
hidden,FalsePremise,drastic,dombi2,False,0.0,,,
hidden,FalsePremise,drastic,ss2,False,0.0,,,
hidden,FalsePremise,lukasiewicz,drastic,False,0.0,,,
hidden,FalsePremise,lukasiewicz,lukasiewicz,True,0.0,,,
hidden,FalsePremise,lukasiewicz,nilpotent,False,0.0,,,
hidden,FalsePremise,lukasiewicz,einstein,False,0.0,0.5368271954674221,0.6864813039309684,0.9263456090651558
hidden,FalsePremise,lukasiewicz,product,False,0.0,0.5368271954674221,0.6864813039309684,0.9263456090651558
hidden,FalsePremise,lukasiewicz,hamacher,False,0.0,0.5354107648725213,0.685823754789272,0.9291784702549575
hidden,FalsePremise,lukasiewicz,minimum,False,0.0,0.5339943342776203,0.6851674641148325,0.9320113314447592
hidden,FalsePremise,lukasiewicz,yager2,False,0.0,0.5354107648725213,0.685823754789272,0.9291784702549575
hidden,FalsePremise,lukasiewicz,yager3,False,0.0,0.5354107648725213,0.685823754789272,0.9291784702549575
hidden,FalsePremise,lukasiewicz,dombi2,False,0.0,0.5339943342776203,0.6851674641148325,0.9320113314447592
hidden,FalsePremise,lukasiewicz,ss2,False,0.0,,,
hidden,FalsePremise,nilpotent,drastic,False,0.0,,,
hidden,FalsePremise,nilpotent,lukasiewicz,False,0.0,,,
hidden,FalsePremise,nilpotent,nilpotent,True,0.0,,,
hidden,FalsePremise,nilpotent,einstein,False,0.0,0.6645077310206213,0.7527128672799384,0.6628895184135978
hidden,FalsePremise,nilpotent,product,False,0.0,0.6605156123886242,0.7503309038292595,0.6628895184135978
hidden,FalsePremise,nilpotent,hamacher,False,0.0,0.6510298795638343,0.744917579293975,0.6770538243626062
hidden,FalsePremise,nilpotent,minimum,False,0.0,0.646620349122446,0.7425230658931322,0.6855524079320113
hidden,FalsePremise,nilpotent,yager2,False,0.0,0.6449091585294443,0.7414818556118715,1.0
hidden,FalsePremise,nilpotent,yager3,False,0.0,0.6479062148859733,0.7430591139943395,0.6798866855524079
hidden,FalsePremise,nilpotent,dombi2,False,0.0,0.6489131466915663,0.7437957098143904,0.6827195467422096
hidden,FalsePremise,nilpotent,ss2,False,0.0,,,
hidden,FalsePremise,einstein,drastic,False,0.0,,,
hidden,FalsePremise,einstein,lukasiewicz,False,0.0,,,
hidden,FalsePremise,einstein,nilpotent,False,0.0,,,
hidden,FalsePremise,einstein,einstein,True,0.0,0.8000419390064412,0.8798542838791144,0.5212464589235127
hidden,FalsePremise,einstein,product,False,0.0,0.8005879373921851,0.8803021435302041,0.5184135977337111
hidden,FalsePremise,einstein,hamacher,False,0.0,0.8006116764524348,0.8806013982088607,0.5240793201133145
hidden,FalsePremise,einstein,minimum,False,0.0,0.7903366198743412,0.8769806023219424,0.5609065155807366
hidden,FalsePremise,einstein,yager2,False,0.0,0.7999984173959834,0.8803818181504227,0.5240793201133145
hidden,FalsePremise,einstein,yager3,False,0.0,0.8000419390064412,0.8806974938161388,0.5269121813031161
hidden,FalsePremise,einstein,dombi2,False,0.0,0.7997887223637773,0.8806973417207044,0.5354107648725213
hidden,FalsePremise,einstein,ss2,False,0.0,,,
hidden,FalsePremise,product,drastic,False,0.0,,,
hidden,FalsePremise,product,lukasiewicz,False,0.0,,,
hidden,FalsePremise,product,nilpotent,False,0.0,,,
hidden,FalsePremise,product,einstein,False,0.0,0.7933989586465571,0.8758066329536103,0.5240793201133145
hidden,FalsePremise,product,product,True,0.0,0.7932486112649755,0.8759331702722297,0.5269121813031161
hidden,FalsePremise,product,hamacher,False,0.0,0.7928885688511877,0.8761029109730271,0.5325779036827195
hidden,FalsePremise,product,minimum,False,0.0,0.7775570924399005,0.8701697369574017,0.5920679886685553
hidden,FalsePremise,product,yager2,False,0.0,0.7930270467026446,0.8761471195133588,0.5354107648725213
hidden,FalsePremise,product,yager3,False,0.0,0.7924217006662764,0.8761319490254258,0.5410764872521246
hidden,FalsePremise,product,dombi2,False,0.0,0.7908232706094609,0.8756253414133194,0.5524079320113314
hidden,FalsePremise,product,ss2,False,0.0,,,
hidden,FalsePremise,hamacher,drastic,False,0.0,,,
hidden,FalsePremise,hamacher,lukasiewicz,False,0.0,,,
hidden,FalsePremise,hamacher,nilpotent,False,0.0,,,
hidden,FalsePremise,hamacher,einstein,False,0.0,0.763843828635637,0.8570726444407071,0.56657223796034
hidden,FalsePremise,hamacher,product,False,0.0,0.7636776552138889,0.8570439017066858,0.56657223796034
hidden,FalsePremise,hamacher,hamacher,True,0.0,0.7620119644863659,0.8565013523117356,0.5722379603399433
hidden,FalsePremise,hamacher,minimum,False,0.0,0.7468268789466188,0.8538686078423765,0.6515580736543909
hidden,FalsePremise,hamacher,yager2,False,0.0,0.7635114817921409,0.8569045357254477,0.56657223796034
hidden,FalsePremise,hamacher,yager3,False,0.0,0.7625896149524427,0.8566540782964503,0.5694050991501416
hidden,FalsePremise,hamacher,dombi2,False,0.0,0.7587794957823603,0.8555162033178693,0.5835694050991501
hidden,FalsePremise,hamacher,ss2,False,0.0,,,
hidden,FalsePremise,minimum,drastic,False,0.0,,,
hidden,FalsePremise,minimum,lukasiewicz,False,0.0,,,
hidden,FalsePremise,minimum,nilpotent,False,0.0,,,
hidden,FalsePremise,minimum,einstein,False,0.0,0.7099601183787805,0.8318144366637575,0.5977337110481586
hidden,FalsePremise,minimum,product,False,0.0,0.7095427065693893,0.8318450224137242,0.5949008498583569
hidden,FalsePremise,minimum,hamacher,False,0.0,0.7078216247012835,0.8318636001337502,0.6062322946175638
hidden,FalsePremise,minimum,minimum,True,0.0,0.7048680899552123,0.8336716318197119,0.6430594900849859
hidden,FalsePremise,minimum,yager2,False,0.0,0.6409922135882381,0.7958415645092252,1.0
