arm,init,seed,eval,seconds,best_cv_mse
scipy-lbfgsb,cold,9,1441,21.8523,0.005490
scipy-lbfgsb,cold,9,1451,22.0230,0.005464
scipy-lbfgsb,cold,9,1454,22.1013,0.005464
scipy-lbfgsb,cold,9,1487,22.5922,0.005464
scipy-lbfgsb,cold,9,1504,22.8458,0.005464
scipy-lbfgsb,cold,9,1546,23.4770,0.005464
scipy-lbfgsb,cold,9,1550,23.5369,0.005464
scipy-lbfgsb,cold,9,1582,24.0334,0.005464
scipy-lbfgsb,cold,9,1596,24.2705,0.005436
scipy-lbfgsb,cold,9,1599,24.3701,0.005436
scipy-lbfgsb,cold,9,1631,24.8632,0.005436
scipy-lbfgsb,cold,9,1632,24.8795,0.005436
scipy-lbfgsb,cold,9,1634,24.9132,0.005436
scipy-lbfgsb,cold,9,1649,25.1514,0.005436
scipy-lbfgsb,cold,9,1695,25.8753,0.005436
scipy-lbfgsb,cold,9,1731,26.3856,0.005436
scipy-lbfgsb,cold,9,1741,26.5385,0.005408
scipy-lbfgsb,cold,9,1744,26.6174,0.005408
scipy-lbfgsb,cold,9,1776,27.0400,0.005408
scipy-lbfgsb,cold,9,1794,27.2622,0.005408
scipy-lbfgsb,cold,9,1874,28.2850,0.005408
scipy-lbfgsb,cold,9,1875,28.2965,0.005408
scipy-lbfgsb,cold,9,1886,28.4425,0.005365
scipy-lbfgsb,cold,9,1889,28.5142,0.005365
scipy-lbfgsb,cold,9,1922,28.9469,0.005365
scipy-lbfgsb,cold,9,1939,29.1720,0.005365
scipy-lbfgsb,cold,9,1981,29.7205,0.005365
none,kmeans,0,0,0.0000,0.006495
none,kmeans,1,0,0.0000,0.005449
none,kmeans,2,0,0.0000,0.006190
none,kmeans,3,0,0.0000,0.006129
none,kmeans,4,0,0.0000,0.007274
none,kmeans,5,0,0.0000,0.005857
none,kmeans,6,0,0.0000,0.006787
none,kmeans,7,0,0.0000,0.006489
none,kmeans,8,0,0.0000,0.006376
none,kmeans,9,0,0.0000,0.006096
opt-ga,kmeans,0,0,0.0000,0.006495
opt-ga,kmeans,0,1,0.0610,0.005616
opt-ga,kmeans,0,57,0.8630,0.005496
opt-ga,kmeans,0,115,1.6937,0.005456
opt-ga,kmeans,0,165,2.3981,0.005335
opt-ga,kmeans,0,225,3.3981,0.005261
opt-ga,kmeans,0,294,4.4446,0.005259
opt-ga,kmeans,0,300,4.5363,0.005242
opt-ga,kmeans,0,370,5.5829,0.005225
opt-ga,kmeans,0,455,6.8094,0.005209
opt-ga,kmeans,0,457,6.8366,0.005171
opt-ga,kmeans,0,551,8.2256,0.005161
opt-ga,kmeans,0,582,8.6851,0.005139
opt-ga,kmeans,0,663,9.8701,0.005000
opt-ga,kmeans,0,919,13.7505,0.004913
opt-ga,kmeans,0,923,13.8080,0.004903
opt-ga,kmeans,0,1013,15.1361,0.004826
opt-ga,kmeans,0,1115,16.6373,0.004819
opt-ga,kmeans,0,1127,16.8223,0.004816
opt-ga,kmeans,0,1133,16.9075,0.004813
opt-ga,kmeans,0,1138,16.9759,0.004792
opt-ga,kmeans,0,1214,18.0821,0.004787
opt-ga,kmeans,0,1304,19.4311,0.004781
opt-ga,kmeans,0,1325,19.7474,0.004776
opt-ga,kmeans,0,1363,20.3289,0.004752
opt-ga,kmeans,0,1388,20.7034,0.004732
opt-ga,kmeans,0,1398,20.8637,0.004694
opt-ga,kmeans,0,1469,21.9271,0.004680
opt-ga,kmeans,0,1485,22.1670,0.004677
opt-ga,kmeans,0,1600,24.0154,0.004675
opt-ga,kmeans,0,1682,25.2120,0.004642
opt-ga,kmeans,0,1863,27.8697,0.004633
opt-ga,kmeans,0,1878,28.0847,0.004618
opt-ga,kmeans,0,1885,28.1811,0.004604
opt-ga,kmeans,0,1941,29.0225,0.004593
opt-ga,kmeans,0,1986,29.7322,0.004590
opt-ga,kmeans,0,1990,29.7932,0.004588
opt-ga,kmeans,1,0,0.0000,0.005449
opt-ga,kmeans,1,26,0.4629,0.005226
opt-ga,kmeans,1,243,3.8240,0.005170
opt-ga,kmeans,1,301,4.7092,0.005116
opt-ga,kmeans,1,394,6.1028,0.005040
opt-ga,kmeans,1,467,7.2222,0.005031
opt-ga,kmeans,1,528,8.1271,0.004946
opt-ga,kmeans,1,669,10.1950,0.004917
opt-ga,kmeans,1,744,11.3125,0.004896
opt-ga,kmeans,1,783,11.9034,0.004849
opt-ga,kmeans,1,833,12.6600,0.004848
opt-ga,kmeans,1,854,12.9918,0.004743
opt-ga,kmeans,1,1039,15.9959,0.004734
opt-ga,kmeans,1,1066,16.4141,0.004710
opt-ga,kmeans,1,1123,17.2819,0.004707
opt-ga,kmeans,1,1144,17.5925,0.004664
opt-ga,kmeans,1,1182,18.1617,0.004636
opt-ga,kmeans,1,1227,18.8211,0.004623
opt-ga,kmeans,1,1264,19.3680,0.004602
opt-ga,kmeans,1,1368,20.9007,0.004585
opt-ga,kmeans,1,1464,22.3676,0.004584
opt-ga,kmeans,1,1480,22.6064,0.004532
opt-ga,kmeans,1,1611,24.5480,0.004516
opt-ga,kmeans,1,1618,24.6513,0.004488
opt-ga,kmeans,1,1754,26.6234,0.004464
opt-ga,kmeans,1,1778,26.9690,0.004441
opt-ga,kmeans,1,1820,27.5744,0.004439
opt-ga,kmeans,1,1883,28.4824,0.004411
opt-ga,kmeans,1,1921,29.0357,0.004410
opt-ga,kmeans,1,1924,29.0780,0.004410
opt-ga,kmeans,1,1971,29.7655,0.004380
opt-ga,kmeans,1,1987,29.9996,0.004362
opt-ga,kmeans,2,0,0.0000,0.006190
opt-ga,kmeans,2,1,0.0624,0.005669
opt-ga,kmeans,2,17,0.3075,0.005661
opt-ga,kmeans,2,67,1.0944,0.005574
opt-ga,kmeans,2,91,1.4656,0.005513
opt-ga,kmeans,2,138,2.1798,0.005246
opt-ga,kmeans,2,403,6.3245,0.005241
opt-ga,kmeans,2,417,6.5335,0.005192
opt-ga,kmeans,2,432,6.7497,0.005112
opt-ga,kmeans,2,462,7.2060,0.005057
opt-ga,kmeans,2,533,8.2750,0.004794
opt-ga,kmeans,2,845,13.1119,0.004734
opt-ga,kmeans,2,941,14.5592,0.004600
opt-ga,kmeans,2,1003,15.5025,0.004593
opt-ga,kmeans,2,1029,15.8960,0.004572
opt-ga,kmeans,2,1030,15.9119,0.004563
opt-ga,kmeans,2,1140,17.6207,0.004525
opt-ga,kmeans,2,1254,19.4095,0.004518
opt-ga,kmeans,2,1302,20.1604,0.004472
opt-ga,kmeans,2,1554,23.9717,0.004458
opt-ga,kmeans,2,1685,26.1101,0.004449
opt-ga,kmeans,2,1701,26.3486,0.004411
opt-ga,kmeans,2,1987,30.9559,0.004365
opt-ga,kmeans,3,0,0.0000,0.006129
opt-ga,kmeans,3,4,0.1276,0.005722
opt-ga,kmeans,3,23,0.4767,0.005496
opt-ga,kmeans,3,152,2.5421,0.005474
opt-ga,kmeans,3,186,3.0723,0.005469
opt-ga,kmeans,3,291,4.7647,0.005438
opt-ga,kmeans,3,307,5.0207,0.005425
opt-ga,kmeans,3,334,5.4545,0.005383
opt-ga,kmeans,3,429,6.9493,0.005365
opt-ga,kmeans,3,462,7.5045,0.005195
opt-ga,kmeans,3,661,10.6678,0.005110
opt-ga,kmeans,3,814,13.0501,0.005070
opt-ga,kmeans,3,919,14.7880,0.005059
opt-ga,kmeans,3,949,15.4236,0.005057
opt-ga,kmeans,3,950,15.4415,0.005014
opt-ga,kmeans,3,1038,16.8855,0.004972
opt-ga,kmeans,3,1045,16.9950,0.004831
opt-ga,kmeans,3,1084,17.6122,0.004729
opt-ga,kmeans,3,1142,18.5534,0.004728
opt-ga,kmeans,3,1252,20.3020,0.004718
opt-ga,kmeans,3,1307,21.1952,0.004711
opt-ga,kmeans,3,1393,22.6203,0.004704
opt-ga,kmeans,3,1538,24.9585,0.004700
opt-ga,kmeans,3,1546,25.0904,0.004690
opt-ga,kmeans,3,1585,25.7041,0.004671
opt-ga,kmeans,3,1614,26.1764,0.004639
opt-ga,kmeans,3,1738,28.2536,0.004632
opt-ga,kmeans,3,1805,29.4907,0.004578
opt-ga,kmeans,3,1905,31.1845,0.004547
opt-ga,kmeans,4,0,0.0000,0.007274
opt-ga,kmeans,4,1,0.0672,0.006125
opt-ga,kmeans,4,6,0.1544,0.006074
opt-ga,kmeans,4,7,0.1720,0.005989
opt-ga,kmeans,4,10,0.2236,0.005593
opt-ga,kmeans,4,16,0.3291,0.005505
opt-ga,kmeans,4,47,0.8518,0.005363
opt-ga,kmeans,4,198,3.3345,0.005345
opt-ga,kmeans,4,281,4.6590,0.005338
opt-ga,kmeans,4,317,5.2145,0.005334
opt-ga,kmeans,4,321,5.3911,0.005265
opt-ga,kmeans,4,324,5.4358,0.005241
opt-ga,kmeans,4,345,5.7716,0.005188
opt-ga,kmeans,4,433,7.3502,0.005179
opt-ga,kmeans,4,462,7.8373,0.005149
opt-ga,kmeans,4,522,9.0831,0.005128
opt-ga,kmeans,4,573,9.9073,0.005121
opt-ga,kmeans,4,581,10.0460,0.004992
opt-ga,kmeans,4,602,10.3991,0.004970
opt-ga,kmeans,4,636,10.9318,0.004894
opt-ga,kmeans,4,724,12.5402,0.004858
opt-ga,kmeans,4,755,13.1922,0.004794
opt-ga,kmeans,4,844,14.9619,0.004791
opt-ga,kmeans,4,893,15.7391,0.004776
opt-ga,kmeans,4,966,16.9163,0.004769
opt-ga,kmeans,4,1008,17.5837,0.004750
opt-ga,kmeans,4,1130,19.5341,0.004737
opt-ga,kmeans,4,1142,19.7188,0.004701
opt-ga,kmeans,4,1232,21.1555,0.004661
opt-ga,kmeans,4,1297,22.2154,0.004658
opt-ga,kmeans,4,1384,23.6166,0.004635
opt-ga,kmeans,4,1393,23.7544,0.004594
opt-ga,kmeans,4,1515,25.6245,0.004593
opt-ga,kmeans,4,1560,26.3428,0.004561
opt-ga,kmeans,4,1663,28.1196,0.004548
opt-ga,kmeans,4,1893,31.7409,0.004547
opt-ga,kmeans,4,1899,31.8340,0.004541
opt-ga,kmeans,4,1939,32.4512,0.004540
opt-ga,kmeans,4,1945,32.5419,0.004537
opt-ga,kmeans,4,1969,32.9101,0.004528
opt-ga,kmeans,5,0,0.0000,0.005857
opt-ga,kmeans,5,1,0.0649,0.005702
opt-ga,kmeans,5,3,0.0949,0.005695
opt-ga,kmeans,5,11,0.2182,0.005662
opt-ga,kmeans,5,34,0.5813,0.005553
opt-ga,kmeans,5,84,1.3570,0.005254
opt-ga,kmeans,5,358,5.5016,0.005244
opt-ga,kmeans,5,437,6.6734,0.005243
opt-ga,kmeans,5,440,6.7185,0.005216
opt-ga,kmeans,5,537,8.2414,0.005148
opt-ga,kmeans,5,579,8.9019,0.005134
opt-ga,kmeans,5,769,11.8294,0.005100
opt-ga,kmeans,5,895,13.7826,0.005090
opt-ga,kmeans,5,986,15.1897,0.005065
opt-ga,kmeans,5,1065,16.4430,0.005031
opt-ga,kmeans,5,1170,18.1399,0.005028
opt-ga,kmeans,5,1219,18.8886,0.005027
opt-ga,kmeans,5,1232,19.0797,0.005003
opt-ga,kmeans,5,1330,20.5673,0.005000
opt-ga,kmeans,5,1348,20.8353,0.004993
opt-ga,kmeans,5,1380,21.3257,0.004979
opt-ga,kmeans,5,1432,22.1045,0.004948
opt-ga,kmeans,5,1613,24.8755,0.004942
opt-ga,kmeans,5,1622,25.0162,0.004904
opt-ga,kmeans,5,1736,26.7745,0.004898
opt-ga,kmeans,5,1750,26.9924,0.004829
opt-ga,kmeans,5,1851,28.5484,0.004825
opt-ga,kmeans,6,0,0.0000,0.006787
opt-ga,kmeans,6,1,0.0642,0.006399
opt-ga,kmeans,6,2,0.0800,0.006269
opt-ga,kmeans,6,4,0.1096,0.006248
opt-ga,kmeans,6,8,0.1708,0.006030
opt-ga,kmeans,6,16,0.2956,0.005949
opt-ga,kmeans,6,21,0.3712,0.005715
opt-ga,kmeans,6,45,0.7470,0.005700
opt-ga,kmeans,6,66,1.0997,0.005668
opt-ga,kmeans,6,127,2.1062,0.005586
opt-ga,kmeans,6,173,2.8362,0.005574
opt-ga,kmeans,6,224,3.6790,0.005510
opt-ga,kmeans,6,228,3.7579,0.005406
opt-ga,kmeans,6,452,7.4379,0.005354
opt-ga,kmeans,6,541,9.0465,0.005335
opt-ga,kmeans,6,553,9.2331,0.005246
opt-ga,kmeans,6,700,11.6066,0.005243
opt-ga,kmeans,6,761,12.5806,0.005211
opt-ga,kmeans,6,894,14.7447,0.005206
opt-ga,kmeans,6,910,14.9959,0.005200
opt-ga,kmeans,6,945,15.5524,0.005092
opt-ga,kmeans,6,988,16.2265,0.005079
opt-ga,kmeans,6,1095,17.8934,0.005071
opt-ga,kmeans,6,1103,18.0218,0.005041
opt-ga,kmeans,6,1125,18.3944,0.005019
opt-ga,kmeans,6,1255,20.3750,0.004988
opt-ga,kmeans,6,1347,21.8224,0.004988
opt-ga,kmeans,6,1370,22.1755,0.004970
opt-ga,kmeans,6,1403,22.6796,0.004962
opt-ga,kmeans,6,1430,23.1258,0.004958
opt-ga,kmeans,6,1446,23.3685,0.004940
opt-ga,kmeans,6,1452,23.4623,0.004899
opt-ga,kmeans,6,1463,23.6354,0.004852
opt-ga,kmeans,6,1516,24.4575,0.004835
opt-ga,kmeans,6,1520,24.5176,0.004835
opt-ga,kmeans,6,1541,24.8386,0.004823
opt-ga,kmeans,6,1558,25.1043,0.004823
opt-ga,kmeans,6,1604,25.8537,0.004822
opt-ga,kmeans,6,1679,26.9928,0.004796
opt-ga,kmeans,6,1807,28.9647,0.004786
opt-ga,kmeans,6,1821,29.1763,0.004773
opt-ga,kmeans,6,1829,29.2956,0.004763
opt-ga,kmeans,6,1861,29.7851,0.004735
opt-ga,kmeans,6,1975,31.6626,0.004682
opt-ga,kmeans,7,0,0.0000,0.006489
opt-ga,kmeans,7,1,0.0615,0.005992
opt-ga,kmeans,7,2,0.0770,0.005881
opt-ga,kmeans,7,4,0.1050,0.005647
opt-ga,kmeans,7,13,0.2402,0.005588
opt-ga,kmeans,7,57,0.9158,0.005548
opt-ga,kmeans,7,112,1.7814,0.005506
opt-ga,kmeans,7,180,2.8523,0.005490
opt-ga,kmeans,7,219,3.4562,0.005428
opt-ga,kmeans,7,231,3.6540,0.005418
opt-ga,kmeans,7,259,4.1042,0.005321
opt-ga,kmeans,7,291,4.6493,0.005274
opt-ga,kmeans,7,344,5.5834,0.005227
opt-ga,kmeans,7,346,5.6160,0.005166
opt-ga,kmeans,7,452,7.2034,0.005146
opt-ga,kmeans,7,463,7.3759,0.005087
opt-ga,kmeans,7,541,8.5864,0.005042
opt-ga,kmeans,7,593,9.4033,0.005032
opt-ga,kmeans,7,628,9.9399,0.004668
opt-ga,kmeans,7,894,14.0173,0.004595
opt-ga,kmeans,7,957,14.9695,0.004585
opt-ga,kmeans,7,1026,16.0406,0.004556
opt-ga,kmeans,7,1178,18.4012,0.004544
opt-ga,kmeans,7,1185,18.5212,0.004525
opt-ga,kmeans,7,1276,19.9591,0.004506
opt-ga,kmeans,7,1333,20.8655,0.004427
opt-ga,kmeans,7,1417,22.3178,0.004398
opt-ga,kmeans,7,1597,25.3165,0.004373
opt-ga,kmeans,7,1604,25.4450,0.004362
opt-ga,kmeans,7,1665,26.4498,0.004332
opt-ga,kmeans,7,1796,28.5383,0.004302
opt-ga,kmeans,7,1952,31.0065,0.004230
opt-ga,kmeans,8,0,0.0000,0.006376
opt-ga,kmeans,8,1,0.0645,0.005884
opt-ga,kmeans,8,14,0.2997,0.005811
opt-ga,kmeans,8,123,2.0606,0.005773
opt-ga,kmeans,8,134,2.2291,0.005707
opt-ga,kmeans,8,193,3.1646,0.005514
opt-ga,kmeans,8,312,5.0532,0.005415
opt-ga,kmeans,8,348,5.6206,0.005365
opt-ga,kmeans,8,417,6.7137,0.005105
opt-ga,kmeans,8,541,8.5799,0.005104
opt-ga,kmeans,8,663,10.4075,0.005096
opt-ga,kmeans,8,687,10.7745,0.005082
opt-ga,kmeans,8,689,10.8055,0.004906
opt-ga,kmeans,8,904,14.2983,0.004734
opt-ga,kmeans,8,995,15.6852,0.004728
opt-ga,kmeans,8,1105,17.4011,0.004726
opt-ga,kmeans,8,1191,18.7750,0.004718
opt-ga,kmeans,8,1198,18.8843,0.004713
opt-ga,kmeans,8,1213,19.1288,0.004697
opt-ga,kmeans,8,1331,20.9629,0.004664
opt-ga,kmeans,8,1347,21.2020,0.004642
opt-ga,kmeans,8,1382,21.7391,0.004610
opt-ga,kmeans,8,1447,22.7144,0.004576
opt-ga,kmeans,8,1497,23.4727,0.004567
opt-ga,kmeans,8,1549,24.2745,0.004553
opt-ga,kmeans,8,1579,24.7106,0.004536
opt-ga,kmeans,8,1613,25.2111,0.004516
opt-ga,kmeans,8,1667,25.9786,0.004480
opt-ga,kmeans,8,1758,27.3000,0.004455
opt-ga,kmeans,8,1771,27.5012,0.004440
opt-ga,kmeans,8,1961,30.2853,0.004435
opt-ga,kmeans,8,1967,30.3701,0.004430
opt-ga,kmeans,9,0,0.0000,0.006096
opt-ga,kmeans,9,4,0.1073,0.006040
opt-ga,kmeans,9,11,0.2134,0.006019
opt-ga,kmeans,9,24,0.4027,0.005457
opt-ga,kmeans,9,127,1.9254,0.005428
opt-ga,kmeans,9,160,2.3999,0.005239
opt-ga,kmeans,9,462,6.9603,0.005165
opt-ga,kmeans,9,594,8.9552,0.005102
opt-ga,kmeans,9,742,11.1902,0.005048
opt-ga,kmeans,9,903,13.6365,0.005025
opt-ga,kmeans,9,938,14.1640,0.005021
opt-ga,kmeans,9,946,14.2929,0.004983
opt-ga,kmeans,9,1096,16.5822,0.004972
opt-ga,kmeans,9,1246,18.8201,0.004878
opt-ga,kmeans,9,1386,20.8910,0.004868
opt-ga,kmeans,9,1517,22.8746,0.004864
opt-ga,kmeans,9,1544,23.2887,0.004853
opt-ga,kmeans,9,1621,24.4464,0.004830
opt-ga,kmeans,9,1890,28.5679,0.004821
opt-ga,kmeans,9,1919,29.1405,0.004817
scipy-lbfgsb,kmeans,0,0,0.0000,0.006495
scipy-lbfgsb,kmeans,0,2,0.0512,0.006495
scipy-lbfgsb,kmeans,0,7,0.1342,0.006495
scipy-lbfgsb,kmeans,0,56,0.9424,0.006495
scipy-lbfgsb,kmeans,0,69,1.1563,0.006495
scipy-lbfgsb,kmeans,0,146,2.3629,0.005985
scipy-lbfgsb,kmeans,0,147,2.3779,0.005985
scipy-lbfgsb,kmeans,0,148,2.3931,0.005985
scipy-lbfgsb,kmeans,0,150,2.4262,0.005984
scipy-lbfgsb,kmeans,0,156,2.5212,0.005977
scipy-lbfgsb,kmeans,0,175,2.8201,0.005976
scipy-lbfgsb,kmeans,0,176,2.8354,0.005976
scipy-lbfgsb,kmeans,0,291,4.6742,0.005563
scipy-lbfgsb,kmeans,0,292,4.6896,0.005563
scipy-lbfgsb,kmeans,0,297,4.7685,0.005562
scipy-lbfgsb,kmeans,0,322,5.1742,0.005562
scipy-lbfgsb,kmeans,0,334,5.3609,0.005562
scipy-lbfgsb,kmeans,0,436,6.8954,0.005277
scipy-lbfgsb,kmeans,0,438,6.9266,0.005277
scipy-lbfgsb,kmeans,0,442,6.9891,0.005277
scipy-lbfgsb,kmeans,0,475,7.5013,0.005277
scipy-lbfgsb,kmeans,0,479,7.5640,0.005277
scipy-lbfgsb,kmeans,0,540,8.5220,0.005276
scipy-lbfgsb,kmeans,0,726,11.5015,0.005232
scipy-lbfgsb,kmeans,0,728,11.5331,0.005232
scipy-lbfgsb,kmeans,0,732,11.5941,0.005232
scipy-lbfgsb,kmeans,0,765,12.1379,0.005232
scipy-lbfgsb,kmeans,0,769,12.2052,0.005232
scipy-lbfgsb,kmeans,0,830,13.1750,0.005232
scipy-lbfgsb,kmeans,0,1161,18.2573,0.005229
scipy-lbfgsb,kmeans,0,1163,18.2909,0.005229
scipy-lbfgsb,kmeans,0,1167,18.3503,0.005229
scipy-lbfgsb,kmeans,0,1189,18.6938,0.005229
scipy-lbfgsb,kmeans,0,1200,18.8733,0.005229
scipy-lbfgsb,kmeans,0,1204,18.9354,0.005228
scipy-lbfgsb,kmeans,0,1265,19.9762,0.005228
scipy-lbfgsb,kmeans,0,1306,20.6433,0.005189
scipy-lbfgsb,kmeans,0,1308,20.6747,0.005189
scipy-lbfgsb,kmeans,0,1312,20.7379,0.005189
scipy-lbfgsb,kmeans,0,1334,21.0857,0.005189
scipy-lbfgsb,kmeans,0,1345,21.2727,0.005189
scipy-lbfgsb,kmeans,0,1349,21.3386,0.005188
scipy-lbfgsb,kmeans,0,1410,22.4180,0.005188
scipy-lbfgsb,kmeans,0,1451,23.0650,0.005146
scipy-lbfgsb,kmeans,0,1453,23.0958,0.005146
scipy-lbfgsb,kmeans,0,1457,23.1580,0.005146
scipy-lbfgsb,kmeans,0,1479,23.5082,0.005146
scipy-lbfgsb,kmeans,0,1490,23.6806,0.005146
scipy-lbfgsb,kmeans,0,1494,23.7440,0.005145
scipy-lbfgsb,kmeans,0,1524,24.2239,0.005145
scipy-lbfgsb,kmeans,0,1555,24.7292,0.005145
scipy-lbfgsb,kmeans,1,0,0.0000,0.005449
scipy-lbfgsb,kmeans,1,2,0.0461,0.005449
scipy-lbfgsb,kmeans,1,11,0.1860,0.005449
scipy-lbfgsb,kmeans,1,13,0.2155,0.005449
scipy-lbfgsb,kmeans,1,61,0.9772,0.005449
scipy-lbfgsb,kmeans,1,141,2.2048,0.005448
scipy-lbfgsb,kmeans,1,144,2.2515,0.005051
scipy-lbfgsb,kmeans,1,145,2.2667,0.005051
scipy-lbfgsb,kmeans,1,154,2.4071,0.005051
scipy-lbfgsb,kmeans,1,260,4.0408,0.005051
scipy-lbfgsb,kmeans,1,287,4.4874,0.004780
scipy-lbfgsb,kmeans,1,288,4.5036,0.004780
scipy-lbfgsb,kmeans,1,290,4.5352,0.004780
scipy-lbfgsb,kmeans,1,291,4.5514,0.004780
scipy-lbfgsb,kmeans,1,303,4.7454,0.004779
scipy-lbfgsb,kmeans,1,317,4.9840,0.004779
scipy-lbfgsb,kmeans,1,351,5.5342,0.004779
scipy-lbfgsb,kmeans,1,430,6.8304,0.004134
scipy-lbfgsb,kmeans,1,432,6.8609,0.004134
scipy-lbfgsb,kmeans,1,433,6.8785,0.004134
scipy-lbfgsb,kmeans,1,434,6.8975,0.004133
scipy-lbfgsb,kmeans,1,573,9.2173,0.003870
scipy-lbfgsb,kmeans,1,575,9.2651,0.003870
scipy-lbfgsb,kmeans,1,576,9.2893,0.003870
scipy-lbfgsb,kmeans,1,577,9.3052,0.003870
scipy-lbfgsb,kmeans,1,581,9.3687,0.003869
scipy-lbfgsb,kmeans,1,716,11.7273,0.003699
scipy-lbfgsb,kmeans,1,718,11.7633,0.003699
scipy-lbfgsb,kmeans,1,719,11.7802,0.003699
scipy-lbfgsb,kmeans,1,726,11.8956,0.003699
scipy-lbfgsb,kmeans,1,736,12.0672,0.003699
scipy-lbfgsb,kmeans,1,759,12.4586,0.003698
scipy-lbfgsb,kmeans,1,822,13.5033,0.003698
scipy-lbfgsb,kmeans,1,859,14.1462,0.003582
scipy-lbfgsb,kmeans,1,861,14.1932,0.003582
scipy-lbfgsb,kmeans,1,862,14.2177,0.003582
scipy-lbfgsb,kmeans,1,863,14.2401,0.003582
scipy-lbfgsb,kmeans,1,866,14.2946,0.003582
scipy-lbfgsb,kmeans,1,869,14.3485,0.003582
scipy-lbfgsb,kmeans,1,879,14.5391,0.003582
scipy-lbfgsb,kmeans,1,888,14.6971,0.003582
scipy-lbfgsb,kmeans,1,889,14.7143,0.003581
scipy-lbfgsb,kmeans,1,1145,19.1297,0.003525
scipy-lbfgsb,kmeans,1,1147,19.1637,0.003525
scipy-lbfgsb,kmeans,1,1148,19.1805,0.003525
scipy-lbfgsb,kmeans,1,1149,19.1966,0.003525
scipy-lbfgsb,kmeans,1,1152,19.2475,0.003525
scipy-lbfgsb,kmeans,1,1174,19.6085,0.003525
scipy-lbfgsb,kmeans,1,1175,19.6242,0.003525
scipy-lbfgsb,kmeans,1,1189,19.8438,0.003525
scipy-lbfgsb,kmeans,1,1431,23.8282,0.003494
scipy-lbfgsb,kmeans,1,1433,23.8587,0.003494
scipy-lbfgsb,kmeans,1,1434,23.8758,0.003494
scipy-lbfgsb,kmeans,1,1435,23.8926,0.003493
scipy-lbfgsb,kmeans,1,1438,23.9393,0.003493
scipy-lbfgsb,kmeans,1,1461,24.3039,0.003493
scipy-lbfgsb,kmeans,1,1475,24.5268,0.003493
scipy-lbfgsb,kmeans,1,1574,26.1452,0.003488
scipy-lbfgsb,kmeans,1,1575,26.1690,0.003488
scipy-lbfgsb,kmeans,1,1577,26.2173,0.003488
scipy-lbfgsb,kmeans,1,1578,26.2340,0.003488
scipy-lbfgsb,kmeans,1,1582,26.3023,0.003487
scipy-lbfgsb,kmeans,1,1860,30.9197,0.003482
scipy-lbfgsb,kmeans,1,1861,30.9357,0.003482
scipy-lbfgsb,kmeans,1,1863,30.9689,0.003482
scipy-lbfgsb,kmeans,1,1864,30.9851,0.003482
scipy-lbfgsb,kmeans,1,1868,31.0484,0.003481
scipy-lbfgsb,kmeans,2,0,0.0000,0.006190
scipy-lbfgsb,kmeans,2,3,0.0624,0.006190
scipy-lbfgsb,kmeans,2,6,0.1071,0.006190
scipy-lbfgsb,kmeans,2,9,0.1532,0.006190
scipy-lbfgsb,kmeans,2,12,0.1995,0.006190
scipy-lbfgsb,kmeans,2,26,0.4130,0.006190
scipy-lbfgsb,kmeans,2,69,1.0649,0.006189
scipy-lbfgsb,kmeans,2,146,2.2335,0.005619
scipy-lbfgsb,kmeans,2,147,2.2487,0.005619
scipy-lbfgsb,kmeans,2,151,2.3119,0.005619
scipy-lbfgsb,kmeans,2,171,2.6404,0.005619
scipy-lbfgsb,kmeans,2,174,2.6866,0.005619
scipy-lbfgsb,kmeans,2,214,3.3187,0.005619
scipy-lbfgsb,kmeans,2,436,6.9927,0.005524
scipy-lbfgsb,kmeans,2,437,7.0079,0.005524
scipy-lbfgsb,kmeans,2,441,7.0689,0.005524
scipy-lbfgsb,kmeans,2,464,7.4488,0.005524
scipy-lbfgsb,kmeans,2,504,8.1031,0.005524
scipy-lbfgsb,kmeans,2,726,11.9600,0.005507
scipy-lbfgsb,kmeans,2,727,11.9772,0.005507
scipy-lbfgsb,kmeans,2,731,12.0447,0.005507
scipy-lbfgsb,kmeans,2,754,12.4316,0.005507
scipy-lbfgsb,kmeans,2,794,13.1273,0.005507
scipy-lbfgsb,kmeans,2,1016,17.0342,0.005500
scipy-lbfgsb,kmeans,2,1017,17.0533,0.005500
scipy-lbfgsb,kmeans,2,1021,17.1200,0.005500
scipy-lbfgsb,kmeans,2,1044,17.5351,0.005500
scipy-lbfgsb,kmeans,2,1084,18.2575,0.005500
scipy-lbfgsb,kmeans,2,1306,21.9284,0.005494
scipy-lbfgsb,kmeans,2,1307,21.9450,0.005494
scipy-lbfgsb,kmeans,2,1311,22.0110,0.005494
scipy-lbfgsb,kmeans,2,1334,22.3939,0.005494
scipy-lbfgsb,kmeans,2,1374,23.0896,0.005494
scipy-lbfgsb,kmeans,2,1451,24.4736,0.005399
scipy-lbfgsb,kmeans,2,1452,24.4925,0.005399
scipy-lbfgsb,kmeans,2,1456,24.5667,0.005399
scipy-lbfgsb,kmeans,2,1460,24.6364,0.005399
scipy-lbfgsb,kmeans,2,1479,24.9646,0.005399
scipy-lbfgsb,kmeans,2,1519,25.6629,0.005399
scipy-lbfgsb,kmeans,2,1524,25.7468,0.005399
scipy-lbfgsb,kmeans,2,1886,31.8230,0.005390
scipy-lbfgsb,kmeans,2,1887,31.8403,0.005390
scipy-lbfgsb,kmeans,2,1891,31.9040,0.005390
scipy-lbfgsb,kmeans,2,1895,31.9653,0.005390
