arm,init,seed,eval,seconds,best_cv_mse
scipy-lbfgsb,kmeans,2,1914,32.3909,0.005390
scipy-lbfgsb,kmeans,2,1935,32.7332,0.005390
scipy-lbfgsb,kmeans,2,1954,33.0330,0.005390
scipy-lbfgsb,kmeans,2,1959,33.1126,0.005390
scipy-lbfgsb,kmeans,3,0,0.0000,0.006129
scipy-lbfgsb,kmeans,3,3,0.0676,0.006127
scipy-lbfgsb,kmeans,3,142,2.3724,0.005367
scipy-lbfgsb,kmeans,3,147,2.4544,0.005367
scipy-lbfgsb,kmeans,3,151,2.5226,0.005367
scipy-lbfgsb,kmeans,3,156,2.6155,0.005367
scipy-lbfgsb,kmeans,3,162,2.7126,0.005367
scipy-lbfgsb,kmeans,3,176,2.9398,0.005367
scipy-lbfgsb,kmeans,3,190,3.1668,0.005367
scipy-lbfgsb,kmeans,3,211,3.5091,0.005366
scipy-lbfgsb,kmeans,3,212,3.5248,0.005366
scipy-lbfgsb,kmeans,3,214,3.5578,0.005366
scipy-lbfgsb,kmeans,3,283,4.7002,0.004808
scipy-lbfgsb,kmeans,3,288,4.7811,0.004807
scipy-lbfgsb,kmeans,3,289,4.7974,0.004807
scipy-lbfgsb,kmeans,3,295,4.8935,0.004807
scipy-lbfgsb,kmeans,3,296,4.9091,0.004807
scipy-lbfgsb,kmeans,3,421,6.8746,0.004807
scipy-lbfgsb,kmeans,3,424,6.9260,0.004460
scipy-lbfgsb,kmeans,3,428,6.9878,0.004460
scipy-lbfgsb,kmeans,3,429,7.0027,0.004460
scipy-lbfgsb,kmeans,3,430,7.0178,0.004460
scipy-lbfgsb,kmeans,3,436,7.1071,0.004460
scipy-lbfgsb,kmeans,3,437,7.1224,0.004460
scipy-lbfgsb,kmeans,3,456,7.4202,0.004460
scipy-lbfgsb,kmeans,3,487,7.9189,0.004460
scipy-lbfgsb,kmeans,3,565,9.1536,0.004203
scipy-lbfgsb,kmeans,3,566,9.1775,0.004203
scipy-lbfgsb,kmeans,3,570,9.2592,0.004203
scipy-lbfgsb,kmeans,3,575,9.3398,0.004202
scipy-lbfgsb,kmeans,3,641,10.4194,0.004202
scipy-lbfgsb,kmeans,3,706,11.4775,0.003988
scipy-lbfgsb,kmeans,3,707,11.5016,0.003988
scipy-lbfgsb,kmeans,3,716,11.6598,0.003987
scipy-lbfgsb,kmeans,3,847,13.7777,0.003892
scipy-lbfgsb,kmeans,3,848,13.8015,0.003892
scipy-lbfgsb,kmeans,3,852,13.8824,0.003892
scipy-lbfgsb,kmeans,3,856,13.9518,0.003891
scipy-lbfgsb,kmeans,3,868,14.2057,0.003891
scipy-lbfgsb,kmeans,3,886,14.4943,0.003891
scipy-lbfgsb,kmeans,3,988,16.2052,0.003777
scipy-lbfgsb,kmeans,3,989,16.2297,0.003777
scipy-lbfgsb,kmeans,3,993,16.3119,0.003777
scipy-lbfgsb,kmeans,3,1009,16.5721,0.003777
scipy-lbfgsb,kmeans,3,1012,16.6205,0.003777
scipy-lbfgsb,kmeans,3,1028,16.8820,0.003776
scipy-lbfgsb,kmeans,3,1129,18.6022,0.003693
scipy-lbfgsb,kmeans,3,1130,18.6259,0.003693
scipy-lbfgsb,kmeans,3,1134,18.7073,0.003693
scipy-lbfgsb,kmeans,3,1151,19.0067,0.003693
scipy-lbfgsb,kmeans,3,1270,20.9893,0.003615
scipy-lbfgsb,kmeans,3,1271,21.0133,0.003615
scipy-lbfgsb,kmeans,3,1275,21.0936,0.003615
scipy-lbfgsb,kmeans,3,1279,21.1568,0.003615
scipy-lbfgsb,kmeans,3,1350,22.4292,0.003615
scipy-lbfgsb,kmeans,3,1411,23.5293,0.003567
scipy-lbfgsb,kmeans,3,1412,23.5533,0.003567
scipy-lbfgsb,kmeans,3,1416,23.6314,0.003567
scipy-lbfgsb,kmeans,3,1420,23.6942,0.003566
scipy-lbfgsb,kmeans,3,1457,24.2671,0.003566
scipy-lbfgsb,kmeans,3,1507,25.0122,0.003566
scipy-lbfgsb,kmeans,3,1552,25.6853,0.003488
scipy-lbfgsb,kmeans,3,1553,25.7095,0.003488
scipy-lbfgsb,kmeans,3,1557,25.7883,0.003488
scipy-lbfgsb,kmeans,3,1561,25.8538,0.003488
scipy-lbfgsb,kmeans,3,1648,27.2132,0.003487
scipy-lbfgsb,kmeans,3,1693,27.9175,0.003438
scipy-lbfgsb,kmeans,3,1694,27.9419,0.003438
scipy-lbfgsb,kmeans,3,1703,28.1021,0.003436
scipy-lbfgsb,kmeans,3,1834,30.2547,0.003398
scipy-lbfgsb,kmeans,3,1835,30.2707,0.003398
scipy-lbfgsb,kmeans,3,1839,30.3347,0.003398
scipy-lbfgsb,kmeans,3,1844,30.4170,0.003397
scipy-lbfgsb,kmeans,3,1930,31.7494,0.003397
scipy-lbfgsb,kmeans,3,1975,32.4653,0.003377
scipy-lbfgsb,kmeans,3,1976,32.4892,0.003377
scipy-lbfgsb,kmeans,3,1981,32.5835,0.003377
scipy-lbfgsb,kmeans,3,1985,32.6493,0.003377
scipy-lbfgsb,kmeans,4,0,0.0000,0.007274
scipy-lbfgsb,kmeans,4,2,0.0449,0.007274
scipy-lbfgsb,kmeans,4,12,0.2029,0.007274
scipy-lbfgsb,kmeans,4,14,0.2347,0.007273
scipy-lbfgsb,kmeans,4,23,0.3751,0.007273
scipy-lbfgsb,kmeans,4,60,0.9577,0.007273
scipy-lbfgsb,kmeans,4,146,2.2450,0.007219
scipy-lbfgsb,kmeans,4,147,2.2606,0.007219
scipy-lbfgsb,kmeans,4,150,2.3064,0.007219
scipy-lbfgsb,kmeans,4,159,2.4450,0.007219
scipy-lbfgsb,kmeans,4,285,4.4592,0.006863
scipy-lbfgsb,kmeans,4,286,4.4768,0.006862
scipy-lbfgsb,kmeans,4,291,4.5612,0.005054
scipy-lbfgsb,kmeans,4,292,4.5788,0.005054
scipy-lbfgsb,kmeans,4,295,4.6277,0.005054
scipy-lbfgsb,kmeans,4,298,4.6799,0.005054
scipy-lbfgsb,kmeans,4,304,4.7774,0.005054
scipy-lbfgsb,kmeans,4,313,4.9155,0.005054
scipy-lbfgsb,kmeans,4,334,5.2541,0.005054
scipy-lbfgsb,kmeans,4,358,5.6382,0.005054
scipy-lbfgsb,kmeans,4,1161,19.1896,0.004903
scipy-lbfgsb,kmeans,4,1162,19.2081,0.004903
scipy-lbfgsb,kmeans,4,1167,19.2928,0.004903
scipy-lbfgsb,kmeans,4,1168,19.3099,0.004902
scipy-lbfgsb,kmeans,4,1171,19.3614,0.004902
scipy-lbfgsb,kmeans,4,1173,19.3962,0.004902
scipy-lbfgsb,kmeans,4,1207,19.9737,0.004902
scipy-lbfgsb,kmeans,4,1221,20.2161,0.004902
scipy-lbfgsb,kmeans,4,1306,21.6241,0.004515
scipy-lbfgsb,kmeans,4,1307,21.6493,0.004515
scipy-lbfgsb,kmeans,4,1313,21.7676,0.004515
scipy-lbfgsb,kmeans,4,1324,21.9629,0.004514
scipy-lbfgsb,kmeans,4,1406,23.3152,0.004512
scipy-lbfgsb,kmeans,4,1451,24.0528,0.004341
scipy-lbfgsb,kmeans,4,1453,24.1001,0.004341
scipy-lbfgsb,kmeans,4,1454,24.1242,0.004341
scipy-lbfgsb,kmeans,4,1457,24.1724,0.004341
scipy-lbfgsb,kmeans,4,1458,24.1897,0.004341
scipy-lbfgsb,kmeans,4,1459,24.2066,0.004341
scipy-lbfgsb,kmeans,4,1460,24.2241,0.004340
scipy-lbfgsb,kmeans,4,1469,24.3875,0.004340
scipy-lbfgsb,kmeans,4,1596,26.5371,0.004276
scipy-lbfgsb,kmeans,4,1598,26.5851,0.004276
scipy-lbfgsb,kmeans,4,1599,26.6089,0.004276
scipy-lbfgsb,kmeans,4,1602,26.6648,0.004276
scipy-lbfgsb,kmeans,4,1603,26.6821,0.004276
scipy-lbfgsb,kmeans,4,1604,26.7004,0.004276
scipy-lbfgsb,kmeans,4,1677,27.9399,0.004276
scipy-lbfgsb,kmeans,4,1695,28.2469,0.004276
scipy-lbfgsb,kmeans,4,1698,28.2997,0.004276
scipy-lbfgsb,kmeans,4,1720,28.6780,0.004276
scipy-lbfgsb,kmeans,4,1741,29.0366,0.004179
scipy-lbfgsb,kmeans,4,1743,29.0844,0.004179
scipy-lbfgsb,kmeans,4,1747,29.1604,0.004179
scipy-lbfgsb,kmeans,4,1748,29.1766,0.004179
scipy-lbfgsb,kmeans,4,1749,29.1927,0.004179
scipy-lbfgsb,kmeans,4,1823,30.4531,0.004179
scipy-lbfgsb,kmeans,4,1840,30.7531,0.004179
scipy-lbfgsb,kmeans,4,1886,31.5443,0.004089
scipy-lbfgsb,kmeans,4,1888,31.5928,0.004089
scipy-lbfgsb,kmeans,4,1889,31.6165,0.004089
scipy-lbfgsb,kmeans,4,1890,31.6325,0.004089
scipy-lbfgsb,kmeans,4,1893,31.6834,0.004089
scipy-lbfgsb,kmeans,4,1903,31.8492,0.004089
scipy-lbfgsb,kmeans,4,1953,32.7021,0.004089
scipy-lbfgsb,kmeans,4,1967,32.9356,0.004089
scipy-lbfgsb,kmeans,5,0,0.0000,0.005857
scipy-lbfgsb,kmeans,5,2,0.0524,0.005857
scipy-lbfgsb,kmeans,5,8,0.1600,0.005857
scipy-lbfgsb,kmeans,5,15,0.2818,0.005857
scipy-lbfgsb,kmeans,5,17,0.3165,0.005855
scipy-lbfgsb,kmeans,5,142,2.5290,0.005263
scipy-lbfgsb,kmeans,5,143,2.5455,0.005263
scipy-lbfgsb,kmeans,5,146,2.5993,0.005263
scipy-lbfgsb,kmeans,5,162,2.8637,0.005263
scipy-lbfgsb,kmeans,5,198,3.4683,0.005263
scipy-lbfgsb,kmeans,5,283,4.8899,0.004921
scipy-lbfgsb,kmeans,5,284,4.9081,0.004921
scipy-lbfgsb,kmeans,5,287,4.9616,0.004921
scipy-lbfgsb,kmeans,5,288,4.9784,0.004921
scipy-lbfgsb,kmeans,5,289,4.9947,0.004920
scipy-lbfgsb,kmeans,5,345,5.9128,0.004920
scipy-lbfgsb,kmeans,5,424,7.2100,0.004517
scipy-lbfgsb,kmeans,5,425,7.2267,0.004517
scipy-lbfgsb,kmeans,5,428,7.2748,0.004517
scipy-lbfgsb,kmeans,5,434,7.3695,0.004517
scipy-lbfgsb,kmeans,5,458,7.7840,0.004517
scipy-lbfgsb,kmeans,5,465,7.9010,0.004517
scipy-lbfgsb,kmeans,5,522,8.8292,0.004517
scipy-lbfgsb,kmeans,5,550,9.2925,0.004516
scipy-lbfgsb,kmeans,5,565,9.5434,0.004455
scipy-lbfgsb,kmeans,5,566,9.5675,0.004455
scipy-lbfgsb,kmeans,5,569,9.6310,0.004455
scipy-lbfgsb,kmeans,5,575,9.7273,0.004455
scipy-lbfgsb,kmeans,5,606,10.2238,0.004455
scipy-lbfgsb,kmeans,5,663,11.1309,0.004454
scipy-lbfgsb,kmeans,5,847,14.3301,0.004415
scipy-lbfgsb,kmeans,5,848,14.3477,0.004415
scipy-lbfgsb,kmeans,5,851,14.4000,0.004415
scipy-lbfgsb,kmeans,5,857,14.5100,0.004415
scipy-lbfgsb,kmeans,5,888,15.0709,0.004415
scipy-lbfgsb,kmeans,5,945,16.0910,0.004415
scipy-lbfgsb,kmeans,5,1129,19.2497,0.004406
scipy-lbfgsb,kmeans,5,1130,19.2664,0.004406
scipy-lbfgsb,kmeans,5,1133,19.3180,0.004406
scipy-lbfgsb,kmeans,5,1139,19.4229,0.004406
scipy-lbfgsb,kmeans,5,1170,19.9354,0.004406
scipy-lbfgsb,kmeans,5,1227,20.8915,0.004405
scipy-lbfgsb,kmeans,5,1270,21.6361,0.004256
scipy-lbfgsb,kmeans,5,1272,21.6722,0.004256
scipy-lbfgsb,kmeans,5,1274,21.7080,0.004256
scipy-lbfgsb,kmeans,5,1280,21.8165,0.004256
scipy-lbfgsb,kmeans,5,1311,22.3731,0.004256
scipy-lbfgsb,kmeans,5,1349,23.0405,0.004256
scipy-lbfgsb,kmeans,5,1364,23.2859,0.004256
scipy-lbfgsb,kmeans,5,1368,23.3569,0.004256
scipy-lbfgsb,kmeans,5,1372,23.4238,0.004256
scipy-lbfgsb,kmeans,5,1396,23.8374,0.004256
scipy-lbfgsb,kmeans,5,1693,28.8965,0.004252
scipy-lbfgsb,kmeans,5,1695,28.9317,0.004252
scipy-lbfgsb,kmeans,5,1697,28.9658,0.004252
scipy-lbfgsb,kmeans,5,1703,29.0712,0.004252
scipy-lbfgsb,kmeans,5,1734,29.6309,0.004252
scipy-lbfgsb,kmeans,5,1772,30.2975,0.004252
scipy-lbfgsb,kmeans,5,1787,30.5601,0.004252
scipy-lbfgsb,kmeans,5,1791,30.6283,0.004252
scipy-lbfgsb,kmeans,5,1795,30.6992,0.004252
scipy-lbfgsb,kmeans,5,1819,31.1097,0.004252
scipy-lbfgsb,kmeans,5,1975,33.7669,0.004251
scipy-lbfgsb,kmeans,5,1977,33.8035,0.004251
scipy-lbfgsb,kmeans,5,1979,33.8391,0.004251
scipy-lbfgsb,kmeans,5,1985,33.9509,0.004251
scipy-lbfgsb,kmeans,6,0,0.0000,0.006787
scipy-lbfgsb,kmeans,6,2,0.0551,0.006787
scipy-lbfgsb,kmeans,6,19,0.3616,0.006786
scipy-lbfgsb,kmeans,6,65,1.1819,0.006786
scipy-lbfgsb,kmeans,6,148,2.6624,0.005909
scipy-lbfgsb,kmeans,6,149,2.6822,0.005909
scipy-lbfgsb,kmeans,6,166,2.9946,0.005909
scipy-lbfgsb,kmeans,6,176,3.1663,0.005909
scipy-lbfgsb,kmeans,6,178,3.1995,0.005908
scipy-lbfgsb,kmeans,6,235,4.1771,0.005908
scipy-lbfgsb,kmeans,6,278,4.9016,0.005908
scipy-lbfgsb,kmeans,6,295,5.2083,0.005559
scipy-lbfgsb,kmeans,6,296,5.2270,0.005559
scipy-lbfgsb,kmeans,6,313,5.5292,0.005559
scipy-lbfgsb,kmeans,6,334,5.9076,0.005558
scipy-lbfgsb,kmeans,6,335,5.9259,0.005558
scipy-lbfgsb,kmeans,6,442,7.7692,0.005207
scipy-lbfgsb,kmeans,6,443,7.7865,0.005207
scipy-lbfgsb,kmeans,6,448,7.8715,0.005207
scipy-lbfgsb,kmeans,6,456,8.0103,0.005207
scipy-lbfgsb,kmeans,6,490,8.6183,0.005207
scipy-lbfgsb,kmeans,6,530,9.3367,0.005206
scipy-lbfgsb,kmeans,6,589,10.4128,0.004823
scipy-lbfgsb,kmeans,6,590,10.4362,0.004823
scipy-lbfgsb,kmeans,6,595,10.5389,0.004823
scipy-lbfgsb,kmeans,6,603,10.6871,0.004822
scipy-lbfgsb,kmeans,6,735,13.0286,0.004822
scipy-lbfgsb,kmeans,6,736,13.0518,0.004623
scipy-lbfgsb,kmeans,6,737,13.0766,0.004623
scipy-lbfgsb,kmeans,6,740,13.1418,0.004623
scipy-lbfgsb,kmeans,6,742,13.1769,0.004623
scipy-lbfgsb,kmeans,6,775,13.7634,0.004623
scipy-lbfgsb,kmeans,6,776,13.7829,0.004622
scipy-lbfgsb,kmeans,6,883,15.8199,0.004396
scipy-lbfgsb,kmeans,6,887,15.9099,0.004396
scipy-lbfgsb,kmeans,6,889,15.9465,0.004395
scipy-lbfgsb,kmeans,6,970,17.4284,0.004395
scipy-lbfgsb,kmeans,6,1030,18.5442,0.004181
scipy-lbfgsb,kmeans,6,1033,18.6157,0.004181
scipy-lbfgsb,kmeans,6,1036,18.6688,0.004181
scipy-lbfgsb,kmeans,6,1047,18.8675,0.004181
scipy-lbfgsb,kmeans,6,1094,19.7076,0.004181
scipy-lbfgsb,kmeans,6,1107,19.9367,0.004180
scipy-lbfgsb,kmeans,6,1108,19.9543,0.004179
scipy-lbfgsb,kmeans,6,1177,21.1679,0.003870
scipy-lbfgsb,kmeans,6,1178,21.1923,0.003870
scipy-lbfgsb,kmeans,6,1179,21.2160,0.003869
scipy-lbfgsb,kmeans,6,1255,22.5152,0.003869
scipy-lbfgsb,kmeans,6,1265,22.6817,0.003869
scipy-lbfgsb,kmeans,6,1274,22.8344,0.003869
scipy-lbfgsb,kmeans,6,1324,23.6995,0.003862
scipy-lbfgsb,kmeans,6,1329,23.8081,0.003862
scipy-lbfgsb,kmeans,6,1330,23.8263,0.003862
scipy-lbfgsb,kmeans,6,1341,24.0152,0.003862
scipy-lbfgsb,kmeans,6,1412,25.2769,0.003861
scipy-lbfgsb,kmeans,6,1618,28.6131,0.003815
scipy-lbfgsb,kmeans,6,1623,28.6941,0.003815
scipy-lbfgsb,kmeans,6,1624,28.7104,0.003815
scipy-lbfgsb,kmeans,6,1635,28.8904,0.003815
scipy-lbfgsb,kmeans,6,1705,30.0215,0.003814
scipy-lbfgsb,kmeans,6,1765,31.0045,0.003703
scipy-lbfgsb,kmeans,6,1766,31.0601,0.003703
scipy-lbfgsb,kmeans,6,1767,31.0992,0.003702
scipy-lbfgsb,kmeans,6,1912,33.4356,0.003604
scipy-lbfgsb,kmeans,6,1913,33.4597,0.003604
scipy-lbfgsb,kmeans,6,1914,33.4837,0.003603
scipy-lbfgsb,kmeans,7,0,0.0000,0.006489
scipy-lbfgsb,kmeans,7,2,0.0479,0.006488
scipy-lbfgsb,kmeans,7,37,0.6157,0.006488
scipy-lbfgsb,kmeans,7,80,1.3647,0.006488
scipy-lbfgsb,kmeans,7,81,1.3836,0.006488
scipy-lbfgsb,kmeans,7,142,2.3525,0.006122
scipy-lbfgsb,kmeans,7,143,2.3693,0.006122
scipy-lbfgsb,kmeans,7,144,2.3854,0.006122
scipy-lbfgsb,kmeans,7,148,2.4455,0.006122
scipy-lbfgsb,kmeans,7,173,2.8527,0.006122
scipy-lbfgsb,kmeans,7,174,2.8763,0.006122
scipy-lbfgsb,kmeans,7,196,3.2527,0.006122
scipy-lbfgsb,kmeans,7,212,3.6185,0.006122
scipy-lbfgsb,kmeans,7,251,4.2087,0.006122
scipy-lbfgsb,kmeans,7,283,4.8257,0.005811
scipy-lbfgsb,kmeans,7,284,4.8413,0.005811
scipy-lbfgsb,kmeans,7,337,5.6529,0.005811
scipy-lbfgsb,kmeans,7,359,5.9982,0.005811
scipy-lbfgsb,kmeans,7,424,7.0649,0.005356
scipy-lbfgsb,kmeans,7,425,7.0826,0.005355
scipy-lbfgsb,kmeans,7,426,7.1017,0.005354
scipy-lbfgsb,kmeans,7,440,7.3031,0.005350
scipy-lbfgsb,kmeans,7,565,9.0665,0.004800
scipy-lbfgsb,kmeans,7,566,9.0977,0.004800
scipy-lbfgsb,kmeans,7,581,9.3291,0.004800
scipy-lbfgsb,kmeans,7,645,10.2561,0.004799
scipy-lbfgsb,kmeans,7,706,11.1044,0.004646
scipy-lbfgsb,kmeans,7,707,11.1505,0.004646
scipy-lbfgsb,kmeans,7,722,11.3518,0.004646
scipy-lbfgsb,kmeans,7,727,11.4153,0.004646
scipy-lbfgsb,kmeans,7,847,13.0246,0.004234
scipy-lbfgsb,kmeans,7,849,13.0879,0.004234
scipy-lbfgsb,kmeans,7,869,13.3711,0.004233
scipy-lbfgsb,kmeans,7,1270,19.0436,0.004224
scipy-lbfgsb,kmeans,7,1272,19.0713,0.004224
scipy-lbfgsb,kmeans,7,1290,19.3386,0.004224
scipy-lbfgsb,kmeans,7,1292,19.3684,0.004222
scipy-lbfgsb,kmeans,7,1552,23.5477,0.004206
scipy-lbfgsb,kmeans,7,1554,23.5771,0.004205
scipy-lbfgsb,kmeans,7,1571,23.8178,0.004205
scipy-lbfgsb,kmeans,7,1572,23.8338,0.004205
scipy-lbfgsb,kmeans,7,1574,23.8643,0.004204
scipy-lbfgsb,kmeans,7,1975,29.5061,0.004203
scipy-lbfgsb,kmeans,7,1977,29.5343,0.004203
scipy-lbfgsb,kmeans,7,1980,29.5768,0.004203
scipy-lbfgsb,kmeans,7,1992,29.7442,0.004203
scipy-lbfgsb,kmeans,7,1994,29.7725,0.004203
scipy-lbfgsb,kmeans,7,1995,29.7868,0.004202
scipy-lbfgsb,kmeans,7,1997,29.8162,0.004201
scipy-lbfgsb,kmeans,8,0,0.0000,0.006376
scipy-lbfgsb,kmeans,8,2,0.0438,0.006375
scipy-lbfgsb,kmeans,8,3,0.0579,0.006375
scipy-lbfgsb,kmeans,8,10,0.1628,0.006375
scipy-lbfgsb,kmeans,8,13,0.2266,0.006375
scipy-lbfgsb,kmeans,8,19,0.3289,0.006375
scipy-lbfgsb,kmeans,8,45,0.6932,0.006375
scipy-lbfgsb,kmeans,8,66,0.9921,0.006375
scipy-lbfgsb,kmeans,8,80,1.1772,0.006375
scipy-lbfgsb,kmeans,8,103,1.4894,0.006375
scipy-lbfgsb,kmeans,8,111,1.5955,0.006375
scipy-lbfgsb,kmeans,8,144,2.0494,0.005444
scipy-lbfgsb,kmeans,8,145,2.0630,0.005444
scipy-lbfgsb,kmeans,8,146,2.0765,0.005444
scipy-lbfgsb,kmeans,8,148,2.1040,0.005444
scipy-lbfgsb,kmeans,8,155,2.1950,0.005444
scipy-lbfgsb,kmeans,8,170,2.4173,0.005444
scipy-lbfgsb,kmeans,8,218,3.1167,0.005443
scipy-lbfgsb,kmeans,8,219,3.1313,0.005443
scipy-lbfgsb,kmeans,8,287,4.0769,0.004566
scipy-lbfgsb,kmeans,8,288,4.0917,0.004566
scipy-lbfgsb,kmeans,8,289,4.1067,0.004566
scipy-lbfgsb,kmeans,8,291,4.1368,0.004566
scipy-lbfgsb,kmeans,8,313,4.4560,0.004566
scipy-lbfgsb,kmeans,8,317,4.5116,0.004566
scipy-lbfgsb,kmeans,8,341,4.8535,0.004566
scipy-lbfgsb,kmeans,8,361,5.1474,0.004566
scipy-lbfgsb,kmeans,8,366,5.2208,0.004566
scipy-lbfgsb,kmeans,8,430,6.1015,0.004383
scipy-lbfgsb,kmeans,8,431,6.1149,0.004383
scipy-lbfgsb,kmeans,8,432,6.1285,0.004383
scipy-lbfgsb,kmeans,8,435,6.1676,0.004383
scipy-lbfgsb,kmeans,8,436,6.1814,0.004383
scipy-lbfgsb,kmeans,8,480,6.7820,0.004382
scipy-lbfgsb,kmeans,8,523,7.3723,0.004382
scipy-lbfgsb,kmeans,8,524,7.3867,0.004380
scipy-lbfgsb,kmeans,8,573,8.0209,0.004060
scipy-lbfgsb,kmeans,8,574,8.0334,0.004060
scipy-lbfgsb,kmeans,8,575,8.0463,0.004060
scipy-lbfgsb,kmeans,8,578,8.0854,0.004060
scipy-lbfgsb,kmeans,8,652,9.0704,0.004060
scipy-lbfgsb,kmeans,8,667,9.2718,0.004059
scipy-lbfgsb,kmeans,8,693,9.6516,0.004059
scipy-lbfgsb,kmeans,8,716,9.9630,0.003867
scipy-lbfgsb,kmeans,8,717,9.9758,0.003867
scipy-lbfgsb,kmeans,8,718,9.9897,0.003867
scipy-lbfgsb,kmeans,8,720,10.0163,0.003867
scipy-lbfgsb,kmeans,8,721,10.0298,0.003867
scipy-lbfgsb,kmeans,8,722,10.0441,0.003866
scipy-lbfgsb,kmeans,8,766,10.6629,0.003866
scipy-lbfgsb,kmeans,8,796,11.0786,0.003866
scipy-lbfgsb,kmeans,8,859,12.0112,0.003696
scipy-lbfgsb,kmeans,8,860,12.0276,0.003696
scipy-lbfgsb,kmeans,8,861,12.0426,0.003696
scipy-lbfgsb,kmeans,8,881,12.3357,0.003696
scipy-lbfgsb,kmeans,8,896,12.5556,0.003696
scipy-lbfgsb,kmeans,8,909,12.7747,0.003695
scipy-lbfgsb,kmeans,8,1002,14.2047,0.003607
scipy-lbfgsb,kmeans,8,1003,14.2287,0.003607
scipy-lbfgsb,kmeans,8,1004,14.2529,0.003607
scipy-lbfgsb,kmeans,8,1006,14.2911,0.003607
scipy-lbfgsb,kmeans,8,1024,14.5307,0.003607
scipy-lbfgsb,kmeans,8,1052,14.9238,0.003607
scipy-lbfgsb,kmeans,8,1145,16.2568,0.003478
scipy-lbfgsb,kmeans,8,1147,16.3050,0.003478
scipy-lbfgsb,kmeans,8,1149,16.3407,0.003478
scipy-lbfgsb,kmeans,8,1151,16.3687,0.003478
scipy-lbfgsb,kmeans,8,1248,17.7887,0.003478
scipy-lbfgsb,kmeans,8,1265,18.0550,0.003477
scipy-lbfgsb,kmeans,8,1288,18.3886,0.003395
scipy-lbfgsb,kmeans,8,1290,18.4411,0.003395
scipy-lbfgsb,kmeans,8,1292,18.4791,0.003395
scipy-lbfgsb,kmeans,8,1299,18.5813,0.003395
scipy-lbfgsb,kmeans,8,1310,18.7386,0.003395
scipy-lbfgsb,kmeans,8,1323,18.9135,0.003395
scipy-lbfgsb,kmeans,8,1380,19.6966,0.003395
scipy-lbfgsb,kmeans,8,1391,19.8477,0.003395
scipy-lbfgsb,kmeans,8,1431,20.4690,0.003341
scipy-lbfgsb,kmeans,8,1433,20.5166,0.003341
scipy-lbfgsb,kmeans,8,1435,20.5549,0.003341
scipy-lbfgsb,kmeans,8,1436,20.5680,0.003341
scipy-lbfgsb,kmeans,8,1466,20.9688,0.003341
scipy-lbfgsb,kmeans,8,1469,21.0078,0.003341
scipy-lbfgsb,kmeans,8,1493,21.3209,0.003341
scipy-lbfgsb,kmeans,8,1574,22.5422,0.003243
scipy-lbfgsb,kmeans,8,1576,22.5681,0.003243
scipy-lbfgsb,kmeans,8,1579,22.6059,0.003243
scipy-lbfgsb,kmeans,8,1636,23.3459,0.003243
scipy-lbfgsb,kmeans,8,1678,23.9053,0.003243
scipy-lbfgsb,kmeans,8,1717,24.5149,0.003186
scipy-lbfgsb,kmeans,8,1718,24.5282,0.003186
scipy-lbfgsb,kmeans,8,1719,24.5416,0.003186
scipy-lbfgsb,kmeans,8,1722,24.5810,0.003186
scipy-lbfgsb,kmeans,8,1725,24.6198,0.003186
scipy-lbfgsb,kmeans,8,1748,24.9268,0.003186
scipy-lbfgsb,kmeans,8,1779,25.3634,0.003186
scipy-lbfgsb,kmeans,8,1781,25.3943,0.003186
scipy-lbfgsb,kmeans,8,1784,25.4385,0.003186
scipy-lbfgsb,kmeans,8,1860,26.6105,0.003114
scipy-lbfgsb,kmeans,8,1861,26.6244,0.003114
scipy-lbfgsb,kmeans,8,1862,26.6386,0.003114
scipy-lbfgsb,kmeans,8,1865,26.6801,0.003114
scipy-lbfgsb,kmeans,8,1867,26.7063,0.003114
scipy-lbfgsb,kmeans,8,1868,26.7198,0.003114
scipy-lbfgsb,kmeans,9,0,0.0000,0.006096
scipy-lbfgsb,kmeans,9,2,0.0453,0.006096
scipy-lbfgsb,kmeans,9,3,0.0595,0.006096
scipy-lbfgsb,kmeans,9,69,1.2267,0.006095
scipy-lbfgsb,kmeans,9,291,4.3114,0.006025
scipy-lbfgsb,kmeans,9,292,4.3272,0.006025
scipy-lbfgsb,kmeans,9,293,4.3421,0.006025
scipy-lbfgsb,kmeans,9,359,5.2907,0.006024
scipy-lbfgsb,kmeans,9,431,6.3461,0.006024
scipy-lbfgsb,kmeans,9,436,6.4226,0.005797
scipy-lbfgsb,kmeans,9,438,6.4516,0.005797
scipy-lbfgsb,kmeans,9,442,6.5132,0.005797
scipy-lbfgsb,kmeans,9,447,6.7391,0.005797
scipy-lbfgsb,kmeans,9,466,7.0010,0.005797
scipy-lbfgsb,kmeans,9,478,7.1748,0.005797
scipy-lbfgsb,kmeans,9,495,7.4075,0.005797
scipy-lbfgsb,kmeans,9,510,7.6305,0.005797
scipy-lbfgsb,kmeans,9,576,8.5503,0.005797
scipy-lbfgsb,kmeans,9,871,12.7084,0.005791
scipy-lbfgsb,kmeans,9,873,12.7382,0.005791
scipy-lbfgsb,kmeans,9,877,12.7963,0.005790
scipy-lbfgsb,kmeans,9,882,12.8676,0.005790
scipy-lbfgsb,kmeans,9,901,13.1266,0.005790
scipy-lbfgsb,kmeans,9,913,13.2891,0.005790
scipy-lbfgsb,kmeans,9,945,13.7171,0.005790
