arm,init,seed,budget,cv_mse,r2,r2_0,heuristic_r2,seconds
opt-ga,kmeans,3,500,0.005195,0.875375,0.865678,0.858451,8.12
opt-ga,kmeans,3,1000,0.005014,0.882580,0.865678,0.858451,16.28
opt-ga,kmeans,3,2000,0.004547,0.892047,0.865678,0.858451,32.72
opt-ga,kmeans,4,125,0.005363,0.858623,0.720357,0.755459,2.16
opt-ga,kmeans,4,250,0.005345,0.854259,0.720357,0.755459,4.16
opt-ga,kmeans,4,500,0.005149,0.859428,0.720357,0.755459,8.67
opt-ga,kmeans,4,1000,0.004769,0.875035,0.720357,0.755459,17.46
opt-ga,kmeans,4,2000,0.004528,0.870588,0.720357,0.755459,33.39
opt-ga,kmeans,5,125,0.005254,0.841626,0.844120,0.842144,1.99
opt-ga,kmeans,5,250,0.005254,0.841626,0.844120,0.842144,3.84
opt-ga,kmeans,5,500,0.005216,0.846001,0.844120,0.842144,7.65
opt-ga,kmeans,5,1000,0.005065,0.848102,0.844120,0.842144,15.42
opt-ga,kmeans,5,2000,0.004825,0.851467,0.844120,0.842144,30.80
opt-ga,kmeans,6,125,0.005668,0.875081,0.846181,0.862466,2.08
opt-ga,kmeans,6,250,0.005406,0.881927,0.846181,0.862466,4.13
opt-ga,kmeans,6,500,0.005354,0.891048,0.846181,0.862466,8.28
opt-ga,kmeans,6,1000,0.005079,0.890703,0.846181,0.862466,16.41
opt-ga,kmeans,6,2000,0.004682,0.904763,0.846181,0.862466,32.05
opt-ga,kmeans,7,125,0.005506,0.855252,0.860044,0.870453,1.98
opt-ga,kmeans,7,250,0.005418,0.852864,0.860044,0.870453,3.95
opt-ga,kmeans,7,500,0.005087,0.863855,0.860044,0.870453,7.94
opt-ga,kmeans,7,1000,0.004585,0.891961,0.860044,0.870453,15.65
opt-ga,kmeans,7,2000,0.004230,0.891185,0.860044,0.870453,31.80
opt-ga,kmeans,8,125,0.005773,0.884506,0.858980,0.872438,2.09
opt-ga,kmeans,8,250,0.005514,0.843815,0.858980,0.872438,4.07
opt-ga,kmeans,8,500,0.005105,0.886502,0.858980,0.872438,7.96
opt-ga,kmeans,8,1000,0.004728,0.889046,0.858980,0.872438,15.78
opt-ga,kmeans,8,2000,0.004430,0.883943,0.858980,0.872438,30.86
opt-ga,kmeans,9,125,0.005457,0.865664,0.859687,0.849755,1.90
opt-ga,kmeans,9,250,0.005239,0.866034,0.859687,0.849755,3.72
opt-ga,kmeans,9,500,0.005165,0.866944,0.859687,0.849755,7.52
opt-ga,kmeans,9,1000,0.004983,0.861162,0.859687,0.849755,15.10
opt-ga,kmeans,9,2000,0.004817,0.863637,0.859687,0.849755,30.38
scipy-lbfgsb,kmeans,0,125,0.006495,0.848378,0.848369,0.858037,2.04
scipy-lbfgsb,kmeans,0,250,0.005976,0.860458,0.848369,0.858037,4.00
scipy-lbfgsb,kmeans,0,500,0.005277,0.875606,0.848369,0.858037,7.89
scipy-lbfgsb,kmeans,0,1000,0.005232,0.876574,0.848369,0.858037,15.76
scipy-lbfgsb,kmeans,0,2000,0.005145,0.878671,0.848369,0.858037,31.71
scipy-lbfgsb,kmeans,1,125,0.005449,0.821621,0.821608,0.832372,1.96
scipy-lbfgsb,kmeans,1,250,0.005051,0.827747,0.821608,0.832372,3.89
scipy-lbfgsb,kmeans,1,500,0.004133,0.844323,0.821608,0.832372,7.99
scipy-lbfgsb,kmeans,1,1000,0.003581,0.862651,0.821608,0.832372,16.77
scipy-lbfgsb,kmeans,1,2000,0.003481,0.876050,0.821608,0.832372,33.07
scipy-lbfgsb,kmeans,2,125,0.006189,0.803857,0.803864,0.808888,1.91
scipy-lbfgsb,kmeans,2,250,0.005619,0.818333,0.803864,0.808888,3.89
scipy-lbfgsb,kmeans,2,500,0.005524,0.819354,0.803864,0.808888,8.04
scipy-lbfgsb,kmeans,2,1000,0.005507,0.753587,0.803864,0.808888,16.75
scipy-lbfgsb,kmeans,2,2000,0.005390,0.755127,0.803864,0.808888,33.78
scipy-lbfgsb,kmeans,3,125,0.006127,0.865665,0.865678,0.858451,2.10
scipy-lbfgsb,kmeans,3,250,0.005366,0.877230,0.865678,0.858451,4.16
scipy-lbfgsb,kmeans,3,500,0.004460,0.887287,0.865678,0.858451,8.13
scipy-lbfgsb,kmeans,3,1000,0.003777,0.893977,0.865678,0.858451,16.43
scipy-lbfgsb,kmeans,3,2000,0.003377,0.892396,0.865678,0.858451,32.88
scipy-lbfgsb,kmeans,4,125,0.007273,0.720350,0.720357,0.755459,1.93
scipy-lbfgsb,kmeans,4,250,0.007219,0.726779,0.720357,0.755459,3.90
scipy-lbfgsb,kmeans,4,500,0.005054,0.807318,0.720357,0.755459,7.94
scipy-lbfgsb,kmeans,4,1000,0.005054,0.807318,0.720357,0.755459,16.36
scipy-lbfgsb,kmeans,4,2000,0.004089,0.857705,0.720357,0.755459,33.48
scipy-lbfgsb,kmeans,5,125,0.005855,0.844100,0.844120,0.842144,2.25
scipy-lbfgsb,kmeans,5,250,0.005263,0.843419,0.844120,0.842144,4.33
scipy-lbfgsb,kmeans,5,500,0.004517,0.858485,0.844120,0.842144,8.47
scipy-lbfgsb,kmeans,5,1000,0.004415,0.864181,0.844120,0.842144,17.05
scipy-lbfgsb,kmeans,5,2000,0.004251,0.790693,0.844120,0.842144,34.22
scipy-lbfgsb,kmeans,6,125,0.006786,0.846216,0.846181,0.862466,2.25
scipy-lbfgsb,kmeans,6,250,0.005908,0.874909,0.846181,0.862466,4.42
scipy-lbfgsb,kmeans,6,500,0.005207,0.890988,0.846181,0.862466,8.79
scipy-lbfgsb,kmeans,6,1000,0.004395,0.913379,0.846181,0.862466,17.99
scipy-lbfgsb,kmeans,6,2000,0.003603,0.925518,0.846181,0.862466,34.84
scipy-lbfgsb,kmeans,7,125,0.006488,0.860007,0.860044,0.870453,2.09
scipy-lbfgsb,kmeans,7,250,0.006122,0.862356,0.860044,0.870453,4.19
scipy-lbfgsb,kmeans,7,500,0.005350,0.880261,0.860044,0.870453,8.14
scipy-lbfgsb,kmeans,7,1000,0.004233,0.883088,0.860044,0.870453,15.27
scipy-lbfgsb,kmeans,7,2000,0.004201,0.881179,0.860044,0.870453,29.86
scipy-lbfgsb,kmeans,8,125,0.006375,0.858978,0.858980,0.872438,1.79
scipy-lbfgsb,kmeans,8,250,0.005443,0.860255,0.858980,0.872438,3.57
scipy-lbfgsb,kmeans,8,500,0.004382,0.891594,0.858980,0.872438,7.06
scipy-lbfgsb,kmeans,8,1000,0.003695,0.887054,0.858980,0.872438,14.17
scipy-lbfgsb,kmeans,8,2000,0.003114,0.887821,0.858980,0.872438,28.48
scipy-lbfgsb,kmeans,9,125,0.006095,0.859666,0.859687,0.849755,2.01
scipy-lbfgsb,kmeans,9,250,0.006095,0.859666,0.859687,0.849755,3.76
scipy-lbfgsb,kmeans,9,500,0.005797,0.798832,0.859687,0.849755,7.48
scipy-lbfgsb,kmeans,9,1000,0.005790,0.798905,0.859687,0.849755,14.44
scipy-lbfgsb,kmeans,9,2000,0.005688,0.800807,0.859687,0.849755,28.63
none,fcm,0,125,0.006542,0.838933,0.838933,0.858037,0.02
none,fcm,0,250,0.006542,0.838933,0.838933,0.858037,0.02
none,fcm,0,500,0.006542,0.838933,0.838933,0.858037,0.02
none,fcm,0,1000,0.006542,0.838933,0.838933,0.858037,0.02
none,fcm,0,2000,0.006542,0.838933,0.838933,0.858037,0.02
none,fcm,1,125,0.006131,0.803971,0.803971,0.832372,0.01
none,fcm,1,250,0.006131,0.803971,0.803971,0.832372,0.01
none,fcm,1,500,0.006131,0.803971,0.803971,0.832372,0.01
none,fcm,1,1000,0.006131,0.803971,0.803971,0.832372,0.01
none,fcm,1,2000,0.006131,0.803971,0.803971,0.832372,0.01
none,fcm,2,125,0.006340,0.809238,0.809238,0.808888,0.01
none,fcm,2,250,0.006340,0.809238,0.809238,0.808888,0.01
none,fcm,2,500,0.006340,0.809238,0.809238,0.808888,0.01
none,fcm,2,1000,0.006340,0.809238,0.809238,0.808888,0.01
none,fcm,2,2000,0.006340,0.809238,0.809238,0.808888,0.01
none,fcm,3,125,0.006088,0.868022,0.868022,0.858451,0.01
none,fcm,3,250,0.006088,0.868022,0.868022,0.858451,0.01
none,fcm,3,500,0.006088,0.868022,0.868022,0.858451,0.01
none,fcm,3,1000,0.006088,0.868022,0.868022,0.858451,0.01
none,fcm,3,2000,0.006088,0.868022,0.868022,0.858451,0.01
none,fcm,4,125,0.006669,0.801641,0.801641,0.755459,0.01
none,fcm,4,250,0.006669,0.801641,0.801641,0.755459,0.01
none,fcm,4,500,0.006669,0.801641,0.801641,0.755459,0.01
none,fcm,4,1000,0.006669,0.801641,0.801641,0.755459,0.01
none,fcm,4,2000,0.006669,0.801641,0.801641,0.755459,0.01
none,fcm,5,125,0.006009,0.833408,0.833408,0.842144,0.01
none,fcm,5,250,0.006009,0.833408,0.833408,0.842144,0.01
none,fcm,5,500,0.006009,0.833408,0.833408,0.842144,0.01
none,fcm,5,1000,0.006009,0.833408,0.833408,0.842144,0.01
none,fcm,5,2000,0.006009,0.833408,0.833408,0.842144,0.01
none,fcm,6,125,0.008529,0.776392,0.776392,0.862466,0.01
none,fcm,6,250,0.008529,0.776392,0.776392,0.862466,0.01
none,fcm,6,500,0.008529,0.776392,0.776392,0.862466,0.01
none,fcm,6,1000,0.008529,0.776392,0.776392,0.862466,0.01
none,fcm,6,2000,0.008529,0.776392,0.776392,0.862466,0.01
none,fcm,7,125,0.006890,0.852946,0.852946,0.870453,0.02
none,fcm,7,250,0.006890,0.852946,0.852946,0.870453,0.02
none,fcm,7,500,0.006890,0.852946,0.852946,0.870453,0.02
none,fcm,7,1000,0.006890,0.852946,0.852946,0.870453,0.02
none,fcm,7,2000,0.006890,0.852946,0.852946,0.870453,0.02
none,fcm,8,125,0.006381,0.868411,0.868411,0.872438,0.02
none,fcm,8,250,0.006381,0.868411,0.868411,0.872438,0.02
none,fcm,8,500,0.006381,0.868411,0.868411,0.872438,0.02
none,fcm,8,1000,0.006381,0.868411,0.868411,0.872438,0.02
none,fcm,8,2000,0.006381,0.868411,0.868411,0.872438,0.02
none,fcm,9,125,0.007663,0.737595,0.737595,0.849755,0.01
none,fcm,9,250,0.007663,0.737595,0.737595,0.849755,0.01
none,fcm,9,500,0.007663,0.737595,0.737595,0.849755,0.01
none,fcm,9,1000,0.007663,0.737595,0.737595,0.849755,0.01
none,fcm,9,2000,0.007663,0.737595,0.737595,0.849755,0.01
opt-ga,fcm,0,125,0.005456,0.862911,0.838933,0.858037,1.97
opt-ga,fcm,0,250,0.005261,0.867078,0.838933,0.858037,3.88
opt-ga,fcm,0,500,0.005171,0.865226,0.838933,0.858037,7.65
opt-ga,fcm,0,1000,0.004903,0.875471,0.838933,0.858037,15.36
opt-ga,fcm,0,2000,0.004588,0.879690,0.838933,0.858037,29.65
opt-ga,fcm,1,125,0.005226,0.834826,0.803971,0.832372,1.74
opt-ga,fcm,1,250,0.005170,0.836066,0.803971,0.832372,3.40
opt-ga,fcm,1,500,0.004958,0.859477,0.803971,0.832372,6.90
opt-ga,fcm,1,1000,0.004524,0.834800,0.803971,0.832372,14.12
opt-ga,fcm,1,2000,0.004317,0.868491,0.803971,0.832372,28.25
opt-ga,fcm,2,125,0.005513,0.830399,0.809238,0.808888,1.88
opt-ga,fcm,2,250,0.005246,0.853993,0.809238,0.808888,3.88
opt-ga,fcm,2,500,0.004973,0.853506,0.809238,0.808888,7.87
opt-ga,fcm,2,1000,0.004773,0.845989,0.809238,0.808888,15.84
opt-ga,fcm,2,2000,0.004490,0.850737,0.809238,0.808888,31.45
opt-ga,fcm,3,125,0.005496,0.879458,0.868022,0.858451,2.09
opt-ga,fcm,3,250,0.005469,0.879730,0.868022,0.858451,3.91
opt-ga,fcm,3,500,0.005227,0.893887,0.868022,0.858451,7.70
opt-ga,fcm,3,1000,0.005083,0.881295,0.868022,0.858451,14.91
opt-ga,fcm,3,2000,0.004516,0.893936,0.868022,0.858451,28.79
opt-ga,fcm,4,125,0.005363,0.858623,0.801641,0.755459,1.95
opt-ga,fcm,4,250,0.005218,0.843856,0.801641,0.755459,3.81
opt-ga,fcm,4,500,0.005060,0.842529,0.801641,0.755459,7.37
opt-ga,fcm,4,1000,0.004867,0.840763,0.801641,0.755459,14.62
opt-ga,fcm,4,2000,0.004540,0.868495,0.801641,0.755459,29.13
opt-ga,fcm,5,125,0.005254,0.841626,0.833408,0.842144,1.74
opt-ga,fcm,5,250,0.005254,0.841626,0.833408,0.842144,3.57
opt-ga,fcm,5,500,0.005174,0.847964,0.833408,0.842144,7.01
opt-ga,fcm,5,1000,0.005060,0.834051,0.833408,0.842144,13.99
opt-ga,fcm,5,2000,0.004830,0.842861,0.833408,0.842144,28.07
opt-ga,fcm,6,125,0.005668,0.875081,0.776392,0.862466,1.84
opt-ga,fcm,6,250,0.005574,0.861099,0.776392,0.862466,3.59
opt-ga,fcm,6,500,0.005282,0.892114,0.776392,0.862466,7.09
opt-ga,fcm,6,1000,0.004919,0.893551,0.776392,0.862466,14.31
opt-ga,fcm,6,2000,0.004293,0.896921,0.776392,0.862466,29.49
opt-ga,fcm,7,125,0.005506,0.855252,0.852946,0.870453,1.83
opt-ga,fcm,7,250,0.005418,0.852864,0.852946,0.870453,3.58
opt-ga,fcm,7,500,0.005131,0.875802,0.852946,0.870453,7.18
opt-ga,fcm,7,1000,0.004542,0.901079,0.852946,0.870453,14.26
opt-ga,fcm,7,2000,0.004194,0.890130,0.852946,0.870453,29.14
opt-ga,fcm,8,125,0.005773,0.884506,0.868411,0.872438,1.89
opt-ga,fcm,8,250,0.005707,0.871773,0.868411,0.872438,3.74
opt-ga,fcm,8,500,0.005453,0.892744,0.868411,0.872438,7.51
opt-ga,fcm,8,1000,0.005075,0.898815,0.868411,0.872438,14.56
opt-ga,fcm,8,2000,0.004666,0.880965,0.868411,0.872438,28.93
opt-ga,fcm,9,125,0.005457,0.865664,0.737595,0.849755,2.10
opt-ga,fcm,9,250,0.005239,0.866034,0.737595,0.849755,3.93
opt-ga,fcm,9,500,0.005165,0.866944,0.737595,0.849755,7.60
opt-ga,fcm,9,1000,0.004860,0.881478,0.737595,0.849755,14.94
opt-ga,fcm,9,2000,0.004525,0.880265,0.737595,0.849755,30.60
scipy-lbfgsb,fcm,0,125,0.006540,0.838952,0.838933,0.858037,1.97
scipy-lbfgsb,fcm,0,250,0.006540,0.838952,0.838933,0.858037,3.96
scipy-lbfgsb,fcm,0,500,0.006506,0.839060,0.838933,0.858037,7.97
scipy-lbfgsb,fcm,0,1000,0.006471,0.839137,0.838933,0.858037,16.04
scipy-lbfgsb,fcm,0,2000,0.006361,0.839259,0.838933,0.858037,31.61
scipy-lbfgsb,fcm,1,125,0.006129,0.803999,0.803971,0.832372,1.80
scipy-lbfgsb,fcm,1,250,0.005553,0.824802,0.803971,0.832372,3.62
scipy-lbfgsb,fcm,1,500,0.005415,0.829464,0.803971,0.832372,7.48
scipy-lbfgsb,fcm,1,1000,0.005386,0.830309,0.803971,0.832372,15.49
scipy-lbfgsb,fcm,1,2000,0.005212,0.833408,0.803971,0.832372,31.27
scipy-lbfgsb,fcm,2,125,0.006339,0.809351,0.809238,0.808888,2.07
scipy-lbfgsb,fcm,2,250,0.006339,0.809351,0.809238,0.808888,4.09
scipy-lbfgsb,fcm,2,500,0.006295,0.745671,0.809238,0.808888,7.97
scipy-lbfgsb,fcm,2,1000,0.006111,0.754183,0.809238,0.808888,15.77
scipy-lbfgsb,fcm,2,2000,0.006098,0.754632,0.809238,0.808888,30.67
scipy-lbfgsb,fcm,3,125,0.006086,0.868144,0.868022,0.858451,2.08
scipy-lbfgsb,fcm,3,250,0.006086,0.868144,0.868022,0.858451,4.07
scipy-lbfgsb,fcm,3,500,0.006085,0.868180,0.868022,0.858451,8.00
scipy-lbfgsb,fcm,3,1000,0.006053,0.869393,0.868022,0.858451,15.65
scipy-lbfgsb,fcm,3,2000,0.006044,0.869627,0.868022,0.858451,30.99
scipy-lbfgsb,fcm,4,125,0.006664,0.801739,0.801641,0.755459,1.94
scipy-lbfgsb,fcm,4,250,0.005311,0.826339,0.801641,0.755459,3.82
scipy-lbfgsb,fcm,4,500,0.005238,0.829115,0.801641,0.755459,7.72
scipy-lbfgsb,fcm,4,1000,0.005056,0.835869,0.801641,0.755459,15.55
scipy-lbfgsb,fcm,4,2000,0.004837,0.844785,0.801641,0.755459,32.75
scipy-lbfgsb,fcm,5,125,0.006007,0.833406,0.833408,0.842144,2.08
scipy-lbfgsb,fcm,5,250,0.005550,0.828410,0.833408,0.842144,4.16
scipy-lbfgsb,fcm,5,500,0.005187,0.830915,0.833408,0.842144,8.54
scipy-lbfgsb,fcm,5,1000,0.004797,0.830766,0.833408,0.842144,17.38
scipy-lbfgsb,fcm,5,2000,0.004707,0.756241,0.833408,0.842144,34.24
scipy-lbfgsb,fcm,6,125,0.008528,0.776324,0.776392,0.862466,2.30
scipy-lbfgsb,fcm,6,250,0.007085,0.825274,0.776392,0.862466,4.47
scipy-lbfgsb,fcm,6,500,0.005917,0.872110,0.776392,0.862466,8.72
scipy-lbfgsb,fcm,6,1000,0.005548,0.871481,0.776392,0.862466,17.42
scipy-lbfgsb,fcm,6,2000,0.005491,0.873238,0.776392,0.862466,35.02
scipy-lbfgsb,fcm,7,125,0.006889,0.852997,0.852946,0.870453,2.07
scipy-lbfgsb,fcm,7,250,0.006889,0.852997,0.852946,0.870453,4.25
scipy-lbfgsb,fcm,7,500,0.006775,0.856420,0.852946,0.870453,8.40
scipy-lbfgsb,fcm,7,1000,0.006422,0.869147,0.852946,0.870453,16.56
scipy-lbfgsb,fcm,7,2000,0.006412,0.869449,0.852946,0.870453,32.11
scipy-lbfgsb,fcm,8,125,0.006381,0.868441,0.868411,0.872438,1.94
scipy-lbfgsb,fcm,8,250,0.006381,0.868441,0.868411,0.872438,3.86
scipy-lbfgsb,fcm,8,500,0.006075,0.874722,0.868411,0.872438,7.80
scipy-lbfgsb,fcm,8,1000,0.006071,0.874811,0.868411,0.872438,15.53
scipy-lbfgsb,fcm,8,2000,0.006071,0.874811,0.868411,0.872438,30.89
scipy-lbfgsb,fcm,9,125,0.007661,0.737589,0.737595,0.849755,2.22
scipy-lbfgsb,fcm,9,250,0.007442,0.747496,0.737595,0.849755,4.23
scipy-lbfgsb,fcm,9,500,0.006457,0.767927,0.737595,0.849755,8.31
scipy-lbfgsb,fcm,9,1000,0.005408,0.766574,0.737595,0.849755,16.36
scipy-lbfgsb,fcm,9,2000,0.004641,0.776632,0.737595,0.849755,32.34
